,,,,,,,,,,,,,,,,,Code,Stock,Sector,Open,Last,Prv Close,Chg,High,Low,Y-High,Y-Low,Vol,DY*,B%,Vol MA (20),RSI (14),"MACD (26, 12)",EPS*,P/E,Status
71135A,TOPGLOV-C5A,362,0.005,0.005,0.005,-,0.005,0.005,0.135,0.005,3100,,-,189160,25%,-0.011,,,Active,,,,,,,,,,,,,,,,,
71135B,TOPGLOV-C5B,362,0.005,0.005,0.005,-,0.005,0.005,0.075,0.01,2100,,100,-,0%,,,,Active,,,,,,,,,,,,,,,,,
71135C,TOPGLOV-C5C,362,0.01,0.01,0.005,+0.005,0.015,0.01,0.1,0.005,20565,,90,108045,27%,-0.014,,,Active,,,,,,,,,,,,,,,,,
71135D,TOPGLOV-C5D,362,0.005,0.005,0.005,-,0.005,0.005,0.085,0.01,1800,,79,-,15%,,,,Active,,,,,,,,,,,,,,,,,
71135E,TOPGLOV-C5E,362,,,0.04,,-,-,0.1,0.025,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
71135F,TOPGLOV-C5F,362,0.02,0.015,0.015,-,0.02,0.015,0.07,0.01,113991,,65,516165,40%,-0.007,,,Active,,,,,,,,,,,,,,,,,
71135G,TOPGLOV-C5G,362,,,0.055,,-,-,0.055,0.045,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
71135H,TOPGLOV-C5H,362,0.08,0.075,0.075,-,0.085,0.075,0.075,0.055,7080,,39,-,0%,,,,Active,,,,,,,,,,,,,,,,,
71135I,TOPGLOV-C5I,362,0.15,0.07,0.15,-0.08,0.15,0.065,,,3010,,96,-,0%,,,,Active,,,,,,,,,,,,,,,,,
71135J,TOPGLOV-C5J,362,0.09,0.075,0.075,-,0.09,0.075,0.075,0.045,5205,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
71135K,TOPGLOV-C5K,362,0.1,0.095,0.09,+0.005,0.105,0.09,0.09,0.045,19912,,66,-,0%,,,,Active,,,,,,,,,,,,,,,,,
7113WA,TOPGLOV-WA,162,0.18,0.165,0.175,-0.01,0.19,0.16,0.405,0.145,79916,,29,924770,64%,-0.001,,,Active,,,,,,,,,,,,,,,,,
0302,TOPMIX,402,0.465,0.465,0.465,-,0.465,0.465,0.53,0.33,910,1.61%,-,288605,38%,0.004,2.94,15.84,Active,,,,,,,,,,,,,,,,,
0332,TOPVISN,462,0.21,0.21,0.21,-,0.21,0.21,0.4,0.2,680,4.76%,85,198530,50%,-0.002,0.28,63.17,Active,,,,,,,,,,,,,,,,,
7173,TOYOVEN,102,0.32,0.325,0.325,-,0.33,0.32,0.725,0.26,307,4.62%,1,163130,40%,,0.77,59.25,Active,,,,,,,,,,,,,,,,,
7176,TPC,101,0.335,0.335,0.33,+0.005,0.335,0.335,0.4,0.27,1000,5.97%,15,35880,46%,,5.93,5.65,Active,,,,,,,,,,,,,,,,,
03061,TPTEC,702,,,0.3,,-,-,0.3,0.13,0,,-,-,100%,,,,Active,,,,,,,,,,,,,,,,,
5054,TRC,103,0.365,0.37,0.365,+0.005,0.37,0.365,0.42,0.25,3619,,49,299155,71%,0.008,2.69,13.78,Active,,,,,,,,,,,,,,,,,
0199,TRIMODE,464,0.195,0.195,0.195,-,0.195,0.195,0.38,0.165,2395,1.79%,22,28130,52%,,0.99,19.75,Active,,,,,,,,,,,,,,,,,
0118,TRIVE,161,0.015,0.02,0.015,+0.005,0.02,0.015,0.05,0.005,2794,,14,2191815,60%,0.001,-0.4,,Active,,,,,,,,,,,,,,,,,
0118WD,TRIVE-WD,161,0.005,0.005,0.01,-0.005,0.005,0.005,0.02,0.005,111,,-,298685,60%,,,,Active,,,,,,,,,,,,,,,,,
5401,TROP,120,1.25,1.24,1.25,-0.01,1.26,1.23,1.35,1.04,705,,86,329655,67%,0.02,-8.56,,Active,,,,,,,,,,,,,,,,,
0297,TSA,402,0.745,0.76,0.75,+0.010,0.77,0.745,0.86,0.655,320,7.89%,81,47965,63%,0.003,6,12.71,Active,,,,,,,,,,,,,,,,,
9059,TSH,125,1.2,1.21,1.2,+0.010,1.22,1.19,1.28,1,26624,2.07%,53,2294610,67%,0.002,10.19,10.2,Active,,,,,,,,,,,,,,,,,
905915,TSH-C15,325,0.085,0.09,0.085,+0.005,0.09,0.085,0.11,0.065,4009,,59,347155,55%,,,,Active,,,,,,,,,,,,,,,,,
905916,TSH-C16,325,,,0.065,,-,-,0.08,0.065,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
905917,TSH-C17,325,0.1,0.1,0.085,+0.015,0.1,0.1,0.085,0.085,90,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
905918,TSH-C18,325,,,0.15,,-,-,,,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
03062,TSIC,702,,,0.1,,-,-,0.11,0.1,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
5042,TSRCAP,103,,,0.3,,-,-,0.305,0.2,0,,-,79015,54%,0.008,1.7,17.76,Active,,,,,,,,,,,,,,,,,
0272,TTVHB,405,0.41,0.395,0.41,-0.015,0.41,0.39,0.86,0.345,49512,,45,4676225,54%,-0.01,0.8,49.8,Active,,,,,,,,,,,,,,,,,
5230,TUNEPRO,110,0.34,0.345,0.345,-,0.345,0.34,0.36,0.25,1566,,65,448135,37%,0.004,0.08,94.86,Active,,,,,,,,,,,,,,,,,
5167,TURBO,102,,,0.43,,-,-,0.69,0.4,0,,-,16830,37%,-0.041,0.81,52.77,Active,,,,,,,,,,,,,,,,,
4359,TURIYA,105,0.25,0.25,0.25,-,0.25,0.25,0.35,0.21,1669,,-,51340,30%,-0.008,1.44,17.35,Active,,,,,,,,,,,,,,,,,
7079,TWL,120,0.025,0.03,0.03,-,0.03,0.025,0.03,0.015,281243,,1,19338635,60%,,0.57,5.52,Active,,,,,,,,,,,,,,,,,
7079LA,TWL-LA,520,,,0.015,,-,-,0.02,0.01,0,,-,292745,50%,,,,Active,,,,,,,,,,,,,,,,,
7079WE,TWL-WE,120,,,0.005,,-,-,0.01,0.005,0,,-,908095,100%,,,,Active,,,,,,,,,,,,,,,,,
5111,TWRREIT,150,0.285,0.285,0.285,-,0.285,0.285,0.325,0.26,738,4.28%,-,69335,57%,,1.47,19.42,Active,,,,,,,,,,,,,,,,,
7145,TXCD,103,0.09,0.095,0.09,+0.005,0.095,0.09,0.135,0.06,4471,,12,230275,50%,,2,4.74,"Active, Alert",,,,,,,,,,,,,,,,,
7145PA,TXCD-PA,103,0.02,0.02,0.01,+0.010,0.02,0.02,0.035,0.005,172,,100,38645,48%,,,,"Active, Alert",,,,,,,,,,,,,,,,,
7100,UCHITEC,102,3.25,3.26,3.24,+0.020,3.27,3.25,4.03,2.68,590,9.05%,75,306860,32%,-0.008,24.69,13.33,Active,,,,,,,,,,,,,,,,,
0005,UCREST,405,0.09,0.1,0.085,+0.015,0.1,0.085,0.14,0.065,202041,,49,1620975,67%,0.002,0.69,14.4,Active,,,,,,,,,,,,,,,,,
5148,UEMS,120,0.73,0.74,0.725,+0.015,0.75,0.725,1.19,0.62,104409,1.68%,65,5969605,48%,-0.003,2.06,36.52,Active,,,,,,,,,,,,,,,,,
51481P,UEMS-C1P,320,0.015,0.015,0.025,-0.01,0.015,0.015,0.095,0.02,4300,,70,625750,31%,-0.009,,,Active,,,,,,,,,,,,,,,,,
51481Q,UEMS-C1Q,320,,,0.04,,-,-,0.085,0.04,0,,-,-,36%,,,,Active,,,,,,,,,,,,,,,,,
51481R,UEMS-C1R,320,,,0.065,,-,-,0.09,0.065,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
51481S,UEMS-C1S,320,,,0.025,,-,-,0.08,0.025,0,,-,938500,33%,,,,Active,,,,,,,,,,,,,,,,,
51481T,UEMS-C1T,320,0.07,0.07,0.07,-,0.07,0.07,0.12,0.065,50,,100,504555,40%,-0.004,,,Active,,,,,,,,,,,,,,,,,
51481U,UEMS-C1U,320,,,0.04,,-,-,0.075,0.04,0,,-,-,33%,,,,Active,,,,,,,,,,,,,,,,,
51481V,UEMS-C1V,320,0.07,0.075,0.075,-,0.075,0.07,0.11,0.07,2780,,100,349975,25%,-0.003,,,Active,,,,,,,,,,,,,,,,,
51481W,UEMS-C1W,320,,,0.06,,-,-,0.065,0.06,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
51481X,UEMS-C1X,320,,,0.04,,-,-,0.065,0.04,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
51481Y,UEMS-C1Y,320,,,0.06,,-,-,0.085,0.06,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
51481Z,UEMS-C1Z,320,,,0.065,,-,-,0.08,0.065,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
7133,ULICORP,102,1.71,1.68,1.71,-0.03,1.71,1.65,1.87,1.34,4097,4.76%,21,575430,69%,0.051,16.06,10.46,Active,,,,,,,,,,,,,,,,,
0256,UMC,162,0.465,0.465,0.465,-,0.475,0.465,0.675,0.325,11218,,53,792000,69%,0.014,2.18,21.04,Active,,,,,,,,,,,,,,,,,
2593,UMCCA,125,5.7,5.75,5.66,+0.090,5.75,5.7,5.7,4.9,139,3.13%,57,23175,71%,0.079,46.22,12.62,Active,,,,,,,,,,,,,,,,,
7137,UMS,102,1.94,1.94,1.9,+0.040,1.94,1.94,2.32,1.88,2,12.11%,100,5600,40%,-0.025,19.21,10.07,Active,,,,,,,,,,,,,,,,,
5340,UMSINT,102,4.8,4.85,4.9,-0.05,4.85,4.8,5.51,4.41,5253,,62,341915,59%,0.056,,,Active,,,,,,,,,,,,,,,,,
7227,UMSNGB,102,,,0.95,,-,-,1.03,0.85,0,3.16%,-,12605,47%,-0.001,6.57,14.67,Active,,,,,,,,,,,,,,,,,
7091,UNIMECH,102,,,1.47,,-,-,1.55,1.29,0,3.20%,-,21775,50%,0.018,15.89,8.14,Active,,,,,,,,,,,,,,,,,
0257,UNIQUE,102,0.435,0.47,0.435,+0.035,0.47,0.43,0.44,0.31,65555,4.47%,82,889780,70%,0.004,2.59,18.19,Active,,,,,,,,,,,,,,,,,
0257WA,UNIQUE-WA,102,0.19,0.21,0.19,+0.020,0.215,0.19,0.23,0.13,36723,,67,250375,56%,0.003,,,Active,,,,,,,,,,,,,,,,,
5005,UNISEM,105,3.48,3.47,3.49,-0.02,3.48,3.43,3.65,1.81,5412,2.31%,31,1372525,78%,0.23,3.76,92.26,Active,,,,,,,,,,,,,,,,,
500542,UNISEM-C42,305,,,0.095,,-,-,0.095,0.025,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
500543,UNISEM-C43,305,,,0.265,,-,-,0.265,0.075,0,,-,333145,68%,0.029,,,Active,,,,,,,,,,,,,,,,,
500544,UNISEM-C44,305,,,0.44,,-,-,0.44,0.125,0,,-,30155,83%,0.078,,,Active,,,,,,,,,,,,,,,,,
500545,UNISEM-C45,305,,,0.155,,-,-,0.155,0.055,0,,-,92000,77%,0.019,,,Active,,,,,,,,,,,,,,,,,
500546,UNISEM-C46,305,,,0.425,,-,-,0.46,0.125,0,,-,72775,78%,0.061,,,Active,,,,,,,,,,,,,,,,,
500547,UNISEM-C47,305,,,0.37,,-,-,0.41,0.145,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
500548,UNISEM-C48,305,,,0.32,,-,-,0.32,0.14,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
500549,UNISEM-C49,305,0.115,0.115,0.12,-0.005,0.115,0.115,0.125,0.06,50,,100,-,0%,,,,Active,,,,,,,,,,,,,,,,,
500550,UNISEM-C50,305,0.18,0.18,0.18,-,0.18,0.18,0.195,0.145,1000,,100,-,0%,,,,Active,,,,,,,,,,,,,,,,,
0247,UNITRAD,402,0.25,0.25,0.25,-,0.25,0.25,0.275,0.16,401,,100,641245,44%,-0.001,-0.9,,Active,,,,,,,,,,,,,,,,,
03017,UNIWALL,703,,,0.49,,-,-,,,0,,-,116250,15%,-0.094,,,Active,,,,,,,,,,,,,,,,,
5200,UOADEV,120,1.84,1.84,1.84,-,1.85,1.83,1.91,1.65,477,5.43%,4,390220,60%,0.013,11.27,16.58,Active,,,,,,,,,,,,,,,,,
5110,UOAREIT,150,0.845,0.845,0.845,-,0.845,0.845,1.02,0.795,2132,7.27%,74,191710,62%,0.002,5.25,16.09,Active,,,,,,,,,,,,,,,,,
7757,UPA,101,0.665,0.68,0.665,+0.015,0.68,0.665,0.795,0.655,390,,77,349640,45%,-0.005,0.75,98.15,Active,,,,,,,,,,,,,,,,,
03043,UTAMA,702,,,0.27,,-,-,,,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
2089,UTDPLT,125,23.62,23.6,23.7,-0.1,24,23.58,33.48,20.2,4041,6.99%,50,546430,63%,0.282,133.8,52.74,Active,,,,,,,,,,,,,,,,,
0310,UUE,403,0.875,0.91,0.87,+0.040,0.92,0.875,0.93,0.475,35304,,51,1418110,66%,0.017,4.5,24.1,Active,,,,,,,,,,,,,,,,,
5292,UWC,105,4.32,4.29,4.32,-0.03,4.4,4.26,4.32,1.47,31664,,53,2940385,79%,0.342,3.68,119.24,Active,,,,,,,,,,,,,,,,,
529211,UWC-C11,305,0.275,0.255,0.26,-0.005,0.28,0.25,0.27,0.005,8335,,50,1477395,79%,0.047,,,Active,,,,,,,,,,,,,,,,,
529212,UWC-C12,305,0.32,0.31,0.295,+0.015,0.33,0.31,0.31,0.04,469,,55,83990,86%,0.062,,,Active,,,,,,,,,,,,,,,,,
529213,UWC-C13,305,0.805,0.775,0.78,-0.005,0.81,0.77,0.78,0.105,620,,51,395945,81%,0.104,,,Active,,,,,,,,,,,,,,,,,
529214,UWC-C14,305,0.8,0.77,0.76,+0.010,0.8,0.77,0.76,0.185,232,,30,70260,85%,0.174,,,Active,,,,,,,,,,,,,,,,,
529215,UWC-C15,305,,,0.23,,-,-,0.23,0.075,0,,-,647930,94%,,,,Active,,,,,,,,,,,,,,,,,
529216,UWC-C16,305,0.17,0.17,0.17,-,0.17,0.17,0.17,0.08,8,,100,-,94%,,,,Active,,,,,,,,,,,,,,,,,
529217,UWC-C17,305,0.25,0.25,0.25,-,0.25,0.25,0.25,0.185,1139,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
529218,UWC-C18,305,0.13,0.13,0.13,-,0.13,0.13,0.13,0.115,170,,100,-,0%,,,,Active,,,,,,,,,,,,,,,,,
529219,UWC-C19,305,,,-,,-,-,,,0,,-,-,0%,,,,New,,,,,,,,,,,,,,,,,
7250,UZMA,161,0.495,0.5,0.5,-,0.505,0.495,0.94,0.315,6602,4.00%,40,3285535,48%,0.016,12.21,5.26,Active,,,,,,,,,,,,,,,,,
5218,VANTNRG,161,0.69,0.675,0.69,-0.015,0.69,0.675,0.76,0.03,16907,,29,3232660,69%,0.08,1.03,22.61,"Active, Alert",,,,,,,,,,,,,,,,,
5218WA,VANTNRG-WA,161,0.06,0.05,0.06,-0.01,0.06,0.05,0.085,0.005,3452,,10,1396120,69%,0.011,,,"Active, Alert",,,,,,,,,,,,,,,,,
0333,VANZO,401,0.16,0.16,0.165,-0.005,0.16,0.16,0.225,0.135,1872,,7,1478810,57%,,1.06,15.16,Active,,,,,,,,,,,,,,,,,
5006,VARIA,103,0.655,0.67,0.655,+0.015,0.675,0.655,0.92,0.6,252,,100,29435,40%,-0.019,0.47,144.45,Active,,,,,,,,,,,,,,,,,
5243,VELESTO,161,0.25,0.25,0.25,-,0.255,0.25,0.255,0.13,200324,5.00%,37,29352870,64%,0.011,2.53,9.89,Active,,,,,,,,,,,,,,,,,
524341,VELESTO-C41,361,0.075,0.075,0.075,-,0.075,0.075,0.08,0.03,12000,,42,1062225,67%,0.011,,,Active,,,,,,,,,,,,,,,,,
7165,VELOCITY,102,0.06,0.065,0.055,+0.010,0.065,0.06,0.105,0.035,6757,,100,534445,43%,-0.001,1.95,3.35,Active,,,,,,,,,,,,,,,,,
7165WB,VELOCITY-WB,102,,,0.045,,-,-,0.055,0.005,0,,-,727400,62%,0.003,,,Active,,,,,,,,,,,,,,,,,
4995,VERSATL,101,0.85,0.85,0.85,-,0.85,0.85,0.865,0.635,351,,80,134005,75%,0.021,2.71,17.5,Active,,,,,,,,,,,,,,,,,
4995WA,VERSATL-WA,101,,,0.355,,-,-,0.425,0.245,0,,-,55770,40%,0.011,,,Active,,,,,,,,,,,,,,,,,
0069,VINVEST,405,0.04,0.04,0.04,-,0.04,0.04,0.08,0.03,5,,100,707565,50%,,0.78,,Active,,,,,,,,,,,,,,,,,
0120,VIS,405,0.2,0.21,0.205,+0.005,0.21,0.2,0.365,0.17,3145,,74,502780,15%,-0.005,-2.94,,Active,,,,,,,,,,,,,,,,,
0120WC,VIS-WC,405,,,0.05,,-,-,0.145,0.045,0,,-,153845,47%,,,,Active,,,,,,,,,,,,,,,,,
0097,VITROX,105,4.54,4.36,4.54,-0.18,4.54,4.34,4.55,2.28,26106,0.37%,37,4014185,77%,0.155,4.78,92.31,Active,,,,,,,,,,,,,,,,,
009711,VITROX-C11,305,0.145,0.145,0.15,-0.005,0.145,0.145,0.155,0.085,2,,-,327205,70%,0.009,,,Active,,,,,,,,,,,,,,,,,
009712,VITROX-C12,305,0.205,0.205,0.21,-0.005,0.205,0.205,0.21,0.115,100,,100,365640,71%,0.012,,,Active,,,,,,,,,,,,,,,,,
009713,VITROX-C13,305,0.13,0.125,0.14,-0.015,0.13,0.125,0.145,0.08,3270,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
009714,VITROX-C14,305,,,0.155,,-,-,0.155,0.11,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
009715,VITROX-C15,305,,,0.13,,-,-,0.13,0.13,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
7070,VIZIONE,103,0.09,0.095,0.1,-0.005,0.095,0.09,0.165,0.06,2622,,80,963460,64%,0.007,0.1,27.41,Active,,,,,,,,,,,,,,,,,
0273,VLB,403,0.47,0.47,0.47,-,0.495,0.46,0.615,0.4,9100,,45,393640,32%,0.001,4.08,11.53,Active,,,,,,,,,,,,,,,,,
0232,VOLCANO,402,0.495,0.475,0.47,+0.005,0.495,0.475,0.84,0.46,70,,23,81780,45%,-0.013,0.74,63.77,Active,,,,,,,,,,,,,,,,,
6963,VS,102,0.57,0.57,0.565,+0.005,0.58,0.56,1.19,0.52,513763,1.40%,49,74110825,41%,-0.029,0.95,68.27,Active,,,,,,,,,,,,,,,,,
69631A,VS-C1A,302,,,0.01,,-,-,0.045,0.01,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
69631B,VS-C1B,302,,,0.035,,-,-,0.06,0.02,0,,-,2127530,50%,,,,Active,,,,,,,,,,,,,,,,,
69631C,VS-C1C,302,,,0.025,,-,-,0.04,0.025,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
69631D,VS-C1D,302,0.075,0.075,0.07,+0.005,0.075,0.07,0.1,0.07,6086,,58,-,0%,,,,Active,,,,,,,,,,,,,,,,,
696395,VS-C95,302,,,0.01,,-,-,0.085,0.005,0,,-,1173585,21%,-0.009,,,Active,,,,,,,,,,,,,,,,,
696396,VS-C96,302,,,0.01,,-,-,0.07,0.01,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
696397,VS-C97,302,,,0.01,,-,-,0.05,0.01,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
696398,VS-C98,302,0.015,0.015,0.015,-,0.015,0.015,0.14,0.015,1000,,-,3276265,25%,-0.015,,,Active,,,,,,,,,,,,,,,,,
696399,VS-C99,302,0.015,0.015,0.015,-,0.015,0.015,0.085,0.01,3022,,67,1253960,50%,-0.009,,,Active,,,,,,,,,,,,,,,,,
6963WC,VS-WC,102,0.01,0.01,0.015,-0.005,0.01,0.01,0.23,0.01,7748,,-,2642680,50%,-0.001,,,Active,,,,,,,,,,,,,,,,,
0066,VSOLAR,405,0.055,0.055,0.055,-,0.055,0.055,0.08,0.03,577,,100,643845,67%,0.002,-1.29,,Active,,,,,,,,,,,,,,,,,
0066WC,VSOLAR-WC,405,,,0.005,,-,-,0.03,0.005,0,,-,209745,50%,-0.001,,,Active,,,,,,,,,,,,,,,,,
5162,VSTECS,105,4.05,4.28,4.06,+0.220,4.4,4.05,4.18,2.46,26390,1.80%,64,384235,68%,0.109,19.8,21.83,Active,,,,,,,,,,,,,,,,,
5162CC,VSTECS-CC,305,0.075,0.105,0.06,+0.045,0.105,0.075,0.06,0.03,6300,,82,-,0%,,,,Active,,,,,,,,,,,,,,,,,
5162CD,VSTECS-CD,305,0.245,0.26,0.22,+0.040,0.275,0.24,0.22,0.115,3552,,67,58735,56%,,,,Active,,,,,,,,,,,,,,,,,
0319,VTC,405,0.275,0.275,0.275,-,0.285,0.27,0.555,0.21,30448,,77,2807345,47%,0.003,0.3,93.01,Active,,,,,,,,,,,,,,,,,
0102,WAJA,402,0.05,0.05,0.05,-,0.05,0.05,0.085,0.04,1732,,-,963305,50%,-0.001,0.08,12.93,"Active, Alert",,,,,,,,,,,,,,,,,
7203,WANGZNG,101,,,0.415,,-,-,0.62,0.345,0,,-,15910,67%,,0.7,59.57,Active,,,,,,,,,,,,,,,,,
5016,WARISAN,101,,,1,,-,-,1.67,0.93,0,,-,7265,37%,-0.036,-21.27,,Active,,,,,,,,,,,,,,,,,
5142,WASCO,161,0.94,0.94,0.94,-,0.97,0.94,1.28,0.78,13100,2.13%,44,720890,36%,-0.004,19.77,4.43,Active,,,,,,,,,,,,,,,,,
7226,WATTA,102,,,0.53,,-,-,0.66,0.35,0,,-,57065,65%,0.003,-1.64,,Active,,,,,,,,,,,,,,,,,
8176,WAVEFRNT,102,0.255,0.25,0.255,-0.005,0.255,0.245,0.385,0.215,11267,,57,3232910,50%,,-0.36,,Active,,,,,,,,,,,,,,,,,
3565,WCEHB,103,0.68,0.68,0.675,+0.005,0.685,0.675,0.86,0.65,7600,,81,631680,22%,-0.007,-4.47,,Active,,,,,,,,,,,,,,,,,
3565CK,WCEHB-CK,303,,,0.015,,-,-,0.05,0.015,0,,-,179740,20%,-0.006,,,Active,,,,,,,,,,,,,,,,,
3565WF,WCEHB-WF,103,0.37,0.385,0.37,+0.015,0.385,0.37,0.55,0.345,852,,12,170370,36%,-0.007,,,Active,,,,,,,,,,,,,,,,,
9679,WCT,103,0.8,0.805,0.805,-,0.82,0.795,1.03,0.555,40356,,65,5690005,41%,-0.007,19.05,3.91,Active,,,,,,,,,,,,,,,,,
967937,WCT-C37,303,,,0.01,,-,-,0.05,0.005,0,,-,425835,33%,,,,Active,,,,,,,,,,,,,,,,,
967938,WCT-C38,303,,,0.08,,-,-,0.12,0.04,0,,-,268060,38%,0.003,,,Active,,,,,,,,,,,,,,,,,
967939,WCT-C39,303,,,0.03,,-,-,0.06,0.03,0,,-,491360,14%,-0.002,,,Active,,,,,,,,,,,,,,,,,
967940,WCT-C40,303,,,0.09,,-,-,0.145,0.07,0,,-,490635,22%,0.001,,,Active,,,,,,,,,,,,,,,,,
967941,WCT-C41,303,,,0.07,,-,-,0.11,0.07,0,,-,230540,27%,,,,Active,,,,,,,,,,,,,,,,,
967942,WCT-C42,303,0.125,0.12,0.12,-,0.125,0.12,0.17,0.08,1139,,15,181865,33%,-0.003,,,Active,,,,,,,,,,,,,,,,,
967943,WCT-C43,303,,,0.08,,-,-,0.105,0.08,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
967944,WCT-C44,303,,,0.045,,-,-,0.055,0.045,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
967945,WCT-C45,303,0.04,0.045,0.04,+0.005,0.045,0.04,0.055,0.04,11000,,50,-,0%,,,,Active,,,,,,,,,,,,,,,,,
0197,WEGMANS,101,,,0.11,,-,-,0.185,0.1,0,,-,64790,33%,-0.003,1.09,9.8,Active,,,,,,,,,,,,,,,,,
7231,WELLCAL,102,1.3,1.3,1.3,-,1.3,1.3,1.65,1.27,489,6.31%,53,102840,50%,-0.001,9.42,13.8,Active,,,,,,,,,,,,,,,,,
5325,WELLCHIP,110,1.63,1.64,1.65,-0.01,1.66,1.63,1.77,0.935,5535,,64,755125,45%,0.035,9.7,19.69,Active,,,,,,,,,,,,,,,,,
0271,WELLS,401,0.655,0.65,0.65,-,0.655,0.65,0.685,0.645,11028,,95,1058160,44%,-0.001,1.17,36.74,Active,,,,,,,,,,,,,,,,,
0298,WENTEL,402,0.335,0.33,0.335,-0.005,0.335,0.325,0.36,0.21,56419,,47,7150940,50%,0.001,1.31,25.25,Active,,,,,,,,,,,,,,,,,
0353,WESTRVR,402,0.245,0.245,0.25,-0.005,0.245,0.24,0.405,0.2,5444,,29,851275,42%,-0.001,4.01,7.65,Active,,,,,,,,,,,,,,,,,
0162,WIDAD,403,0.02,0.02,0.015,+0.005,0.02,0.02,0.06,0.01,10446,,100,876700,33%,,-0.3,,Active,,,,,,,,,,,,,,,,,
0008,WILLOW,105,0.295,0.295,0.3,-0.005,0.295,0.295,0.32,0.24,600,5.08%,-,346720,77%,0.007,-3.86,,Active,,,,,,,,,,,,,,,,,
0336,WINSTAR,402,0.51,0.52,0.51,+0.010,0.52,0.51,0.745,0.35,623,,59,718355,43%,-0.01,2.55,20.36,Active,,,,,,,,,,,,,,,,,
7050,WONG,102,0.165,0.165,0.16,+0.005,0.165,0.165,0.325,0.145,3974,,75,147700,55%,,-4.58,,Active,,,,,,,,,,,,,,,,,
7050WA,WONG-WA,102,0.03,0.035,0.03,+0.005,0.035,0.025,0.095,0.02,3451,,96,82565,56%,,,,Active,,,,,,,,,,,,,,,,,
7025,WOODLAN,102,0.545,0.575,0.545,+0.030,0.575,0.54,0.725,0.52,77,,22,18015,18%,-0.015,4.42,12.99,Active,,,,,,,,,,,,,,,,,
5246,WPRTS,164,5.31,5.29,5.3,-0.01,5.32,5.27,5.87,4,49247,3.73%,67,10007330,10%,-0.069,26.33,20.16,Active,,,,,,,,,,,,,,,,,
524630,WPRTS-C30,364,,,0.12,,-,-,0.26,0.035,0,,-,153595,30%,-0.016,,,Active,,,,,,,,,,,,,,,,,
524631,WPRTS-C31,364,,,0.22,,-,-,0.36,0.085,0,,-,92315,32%,0.002,,,Active,,,,,,,,,,,,,,,,,
524632,WPRTS-C32,364,0.175,0.175,0.185,-0.01,0.175,0.175,0.29,0.125,800,,91,119185,28%,-0.004,,,Active,,,,,,,,,,,,,,,,,
524633,WPRTS-C33,364,,,0.2,,-,-,0.305,0.18,0,,-,30050,37%,-0.016,,,Active,,,,,,,,,,,,,,,,,
524634,WPRTS-C34,364,,,0.05,,-,-,0.1,0.045,0,,-,-,35%,,,,Active,,,,,,,,,,,,,,,,,
524635,WPRTS-C35,364,,,0.055,,-,-,0.1,0.055,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
524636,WPRTS-C36,364,0.015,0.015,0.015,-,0.015,0.015,0.07,0.015,1000,,50,-,0%,,,,Active,,,,,,,,,,,,,,,,,
524637,WPRTS-C37,364,,,0.04,,-,-,0.04,0.04,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
524638,WPRTS-C38,364,,,0.13,,-,-,0.145,0.125,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
0352,WTEC,402,0.175,0.18,0.185,-0.005,0.18,0.175,0.265,0.16,2267,,44,264990,75%,,,,Active,,,,,,,,,,,,,,,,,
5009,WTHORSE,102,,,0.785,,-,-,0.91,0.66,0,,-,11615,20%,-0.019,-5.1,,Active,,,,,,,,,,,,,,,,,
4243,WTK,102,0.625,0.635,0.625,+0.010,0.635,0.62,0.635,0.38,13269,1.57%,55,2486390,72%,0.039,-9.24,,Active,,,,,,,,,,,,,,,,,
