,,,,,,,,,,,,,,,,,Code,Stock,Sector,Open,Last,Prv Close,Chg,High,Low,Y-High,Y-Low,Vol,DY*,B%,Vol MA (20),RSI (14),"MACD (26, 12)",EPS*,P/E,Status
5323CG,JPG-CG,325,0.025,0.025,0.03,-0.005,0.025,0.025,0.06,0.02,2216,,19,915550,56%,-0.004,,,Active,,,,,,,,,,,,,,,,,
5323CH,JPG-CH,325,,,0.06,,-,-,0.065,0.03,0,,-,62100,60%,0.003,,,Active,,,,,,,,,,,,,,,,,
5323CI,JPG-CI,325,0.145,0.13,0.14,-0.01,0.145,0.13,0.15,0.08,4898,,4,452590,71%,0.01,,,Active,,,,,,,,,,,,,,,,,
5323CJ,JPG-CJ,325,,,0.1,,-,-,0.12,0.075,0,,-,-,58%,,,,Active,,,,,,,,,,,,,,,,,
5323CK,JPG-CK,325,0.11,0.095,0.105,-0.01,0.11,0.095,0.11,0.09,3440,,42,-,0%,,,,Active,,,,,,,,,,,,,,,,,
5323CL,JPG-CL,325,0.1,0.1,0.12,-0.02,0.105,0.1,0.12,0.105,13000,,62,-,0%,,,,Active,,,,,,,,,,,,,,,,,
5323CM,JPG-CM,325,,,0.1,,-,-,0.105,0.085,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
5323CN,JPG-CN,325,0.08,0.07,0.08,-0.01,0.08,0.07,0.08,0.06,1047,,29,-,0%,,,,Active,,,,,,,,,,,,,,,,,
5673,JSB,102,0.4,0.41,0.395,+0.015,0.415,0.39,0.53,0.28,42079,,92,3178085,56%,,-6.77,,Active,,,,,,,,,,,,,,,,,
5673WB,JSB-WB,102,0.195,0.19,0.195,-0.005,0.195,0.19,0.21,0.08,84695,,96,5813430,56%,0.002,,,Active,,,,,,,,,,,,,,,,,
0369,JSSOLAR,461,0.37,0.37,0.365,+0.005,0.37,0.36,0.425,0.355,39502,,49,-,0%,,,,Active,,,,,,,,,,,,,,,,,
0292,JTGROUP,403,0.72,0.725,0.71,+0.015,0.73,0.705,0.77,0.275,21762,,44,3829500,68%,0.031,2.47,32.33,Active,,,,,,,,,,,,,,,,,
4383,JTIASA,125,1.24,1.23,1.24,-0.01,1.25,1.22,1.53,0.995,11999,5.28%,30,1807400,76%,0.007,18.17,6.8,Active,,,,,,,,,,,,,,,,,
4383C5,JTIASA-C5,325,0.03,0.03,0.025,+0.005,0.03,0.03,0.06,0.025,600,,100,-,0%,,,,Active,,,,,,,,,,,,,,,,,
4383C6,JTIASA-C6,325,,,0.09,,-,-,0.115,0.07,0,,-,169555,64%,-0.001,,,Active,,,,,,,,,,,,,,,,,
4383C7,JTIASA-C7,325,0.12,0.12,0.125,-0.005,0.12,0.12,0.16,0.09,30,,-,227740,71%,-0.007,,,Active,,,,,,,,,,,,,,,,,
4383C8,JTIASA-C8,325,,,0.085,,-,-,0.085,0.085,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
4383C9,JTIASA-C9,325,,,0.15,,-,-,,,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
0111,K1,405,0.12,0.13,0.125,+0.005,0.13,0.12,0.215,0.105,20223,,92,994815,67%,0.002,0.02,174.73,Active,,,,,,,,,,,,,,,,,
0111WD,K1-WD,405,0.025,0.025,0.025,-,0.025,0.025,0.06,0.02,32,,-,239660,60%,,,,Active,,,,,,,,,,,,,,,,,
0193,KAB,161,0.38,0.385,0.38,+0.005,0.385,0.375,0.385,0.295,94383,,90,7627730,75%,0.007,1.08,38.31,Active,,,,,,,,,,,,,,,,,
8672,KAMDAR,101,,,0.19,,-,-,0.48,0.17,0,,-,11480,42%,-0.002,-4.35,,Active,,,,,,,,,,,,,,,,,
0170,KANGER,401,0.04,0.04,0.04,-,0.04,0.035,0.05,0.025,63,,5,1131805,56%,0.001,-2.47,,Active,,,,,,,,,,,,,,,,,
0170WB,KANGER-WB,401,,,0.005,,-,-,0.01,0.005,0,,-,1128860,50%,,,,Active,,,,,,,,,,,,,,,,,
5247,KAREX,101,0.98,1,0.975,+0.025,1.01,0.955,1.09,0.675,34577,1.00%,70,1042495,83%,0.031,0.02,5064.72,Active,,,,,,,,,,,,,,,,,
0054,KARYON,102,0.16,0.16,0.165,-0.005,0.16,0.16,0.19,0.12,4265,2.38%,55,402660,80%,0.002,1.87,8.55,Active,,,,,,,,,,,,,,,,,
7216,KAWAN,101,1.05,1.06,1.06,-,1.06,1.05,1.76,0.99,569,6.60%,53,208740,59%,0.007,8.79,12.17,Active,,,,,,,,,,,,,,,,,
7199,KEINHIN,102,1.24,1.24,1.28,-0.04,1.24,1.24,1.52,0.995,185,2.02%,-,52865,87%,0.044,11.14,8.58,Active,,,,,,,,,,,,,,,,,
7323,KEN,120,,,0.575,,-,-,0.59,0.4,0,,-,27035,60%,0.014,4.58,13.42,Active,,,,,,,,,,,,,,,,,
6483,KENANGA,110,0.855,0.85,0.855,-0.005,0.86,0.85,1.1,0.83,3066,9.41%,67,454805,55%,-0.003,13.18,6.53,Active,,,,,,,,,,,,,,,,,
0307,KENERGY,402,0.77,0.75,0.77,-0.02,0.77,0.745,0.965,0.465,4670,1.67%,19,1915080,66%,0.036,0.06,21.46,Active,,,,,,,,,,,,,,,,,
7161,KERJAYA,103,2.51,2.49,2.51,-0.02,2.51,2.47,2.64,1.8,6736,6.02%,51,2480300,73%,0.095,12.7,19.7,Active,,,,,,,,,,,,,,,,,
7161C4,KERJAYA-C4,303,0.155,0.155,0.18,-0.025,0.155,0.145,0.18,0.075,865,,46,294430,57%,0.024,,,Active,,,,,,,,,,,,,,,,,
9334,KESM,105,3.88,3.67,3.9,-0.23,3.88,3.62,4.8,2.46,3546,1.63%,34,163640,74%,0.292,19.03,,Active,,,,,,,,,,,,,,,,,
0143,KEYASIC,105,0.035,0.04,0.04,-,0.04,0.035,0.055,0.03,93123,,92,2968265,60%,,-0.46,,Active,,,,,,,,,,,,,,,,,
5321,KEYFIELD,161,1.53,1.6,1.53,+0.070,1.63,1.52,2.6,1.3,34676,6.87%,51,1393100,76%,0.02,31.79,5.67,Active,,,,,,,,,,,,,,,,,
5321CC,KEYFIELD-CC,361,,,0.005,,-,-,0.175,0.02,0,,-,105220,24%,-0.035,,,Active,,,,,,,,,,,,,,,,,
5321CE,KEYFIELD-CE,361,0.005,0.005,0.005,-,0.005,0.005,0.205,0.005,2000,,100,197935,11%,-0.029,,,Active,,,,,,,,,,,,,,,,,
5321CF,KEYFIELD-CF,361,0.185,0.18,0.155,+0.025,0.185,0.18,0.16,0.155,700,,17,-,0%,,,,Active,,,,,,,,,,,,,,,,,
6491,KFIMA,102,2.58,2.58,2.58,-,2.61,2.56,2.77,2,715,7.36%,54,120940,74%,0.018,45.92,4.85,Active,,,,,,,,,,,,,,,,,
0151,KGB,102,5.77,5.79,5.78,+0.010,5.82,5.73,5.85,2.6,16974,1.38%,55,3209830,72%,0.225,18.24,35.73,Active,,,,,,,,,,,,,,,,,
0151C1,KGB-C1,302,,,-,,-,-,,,0,,-,-,0%,,,,New,,,,,,,,,,,,,,,,,
0151C2,KGB-C2,302,,,-,,-,-,,,0,,-,-,0%,,,,New,,,,,,,,,,,,,,,,,
0151CN,KGB-CN,302,0.375,0.385,0.375,+0.010,0.385,0.375,0.39,0.115,200,,100,27640,76%,0.086,,,Active,,,,,,,,,,,,,,,,,
0151CO,KGB-CO,302,,,0.5,,-,-,0.52,0.12,0,,-,111505,81%,0.086,,,Active,,,,,,,,,,,,,,,,,
0151CP,KGB-CP,302,,,0.495,,-,-,0.495,0.135,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
0151CQ,KGB-CQ,302,,,0.41,,-,-,0.41,0.14,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
0151CR,KGB-CR,302,0.5,0.5,0.495,+0.005,0.5,0.5,0.52,0.21,200,,-,101435,71%,0.052,,,Active,,,,,,,,,,,,,,,,,
0151CS,KGB-CS,302,,,0.195,,-,-,0.2,0.135,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
0151CT,KGB-CT,302,0.265,0.27,0.26,+0.010,0.27,0.265,0.27,0.125,2,,100,86320,77%,0.041,,,Active,,,,,,,,,,,,,,,,,
0151CU,KGB-CU,302,,,0.23,,-,-,0.245,0.185,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
0151CV,KGB-CV,302,0.17,0.18,0.17,+0.010,0.185,0.17,0.185,0.105,1125,,75,-,67%,,,,Active,,,,,,,,,,,,,,,,,
0151CW,KGB-CW,302,0.21,0.21,0.2,+0.010,0.21,0.21,0.2,0.165,774,,100,-,0%,,,,Active,,,,,,,,,,,,,,,,,
0151CX,KGB-CX,302,,,0.1,,-,-,0.105,0.09,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
0151CY,KGB-CY,302,,,0.13,,-,-,0.145,0.12,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
0151CZ,KGB-CZ,302,,,0.075,,-,-,0.075,0.07,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
0151WB,KGB-WB,102,4.36,4.4,4.36,+0.040,4.4,4.33,4.4,1.2,1111,,57,326550,75%,0.222,,,Active,,,,,,,,,,,,,,,,,
0036,KGROUP,405,0.12,0.12,0.12,-,0.12,0.12,0.33,0.005,3237,,4,381880,40%,,-0.4,,Active,,,,,,,,,,,,,,,,,
0282,KGW,464,0.15,0.15,0.15,-,0.155,0.145,0.195,0.115,15141,,92,1906310,50%,0.005,0.56,27.02,Active,,,,,,,,,,,,,,,,,
0322,KHB,402,0.115,0.115,0.115,-,0.115,0.11,0.22,0.095,5653,,3,499010,50%,,0.83,17.48,Active,,,,,,,,,,,,,,,,,
6203,KHEESAN,101,0.25,0.25,0.25,-,0.25,0.25,0.3,0.205,315,,100,39790,50%,0.001,1.3,19.27,"Active, Alert",,,,,,,,,,,,,,,,,
7062,KHIND,101,1.63,1.63,1.63,-,1.63,1.63,2.56,1.6,402,6.13%,-,10695,45%,-0.058,3.52,50.98,Active,,,,,,,,,,,,,,,,,
0210,KHJB,401,0.125,0.125,0.135,-0.01,0.13,0.125,0.16,0.11,1301,,-,96885,57%,,-0.8,,Active,,,,,,,,,,,,,,,,,
6211,KIALIM,102,0.415,0.405,0.415,-0.01,0.415,0.38,0.63,0.32,413,,10,48525,58%,0.009,9.2,4.4,Active,,,,,,,,,,,,,,,,,
5371,KIMHIN,102,,,0.82,,-,-,0.86,0.37,0,,-,17470,55%,0.003,-22.93,,Active,,,,,,,,,,,,,,,,,
5171,KIMLUN,103,1.45,1.48,1.47,+0.010,1.49,1.45,1.52,0.805,3471,1.35%,70,1173080,52%,0.039,14.24,11.54,Active,,,,,,,,,,,,,,,,,
5280,KIPREIT,150,0.88,0.88,0.87,+0.010,0.885,0.875,0.945,0.82,11421,7.73%,52,2529545,64%,0.009,15.94,7.04,Active,,,,,,,,,,,,,,,,,
5310,KITACON,103,0.72,0.73,0.72,+0.010,0.735,0.715,0.795,0.665,48,4.11%,90,80175,44%,-0.003,10.38,7.04,Active,,,,,,,,,,,,,,,,,
0293,KJTS,402,1.63,1.64,1.63,+0.010,1.66,1.63,1.81,0.63,8047,0.32%,37,1701800,48%,0.02,1.23,133.69,Active,,,,,,,,,,,,,,,,,
9466,KKB,102,1.29,1.29,1.24,+0.050,1.29,1.29,1.6,1.2,103,5.81%,17,35360,50%,-0.015,9.07,9.2,Active,,,,,,,,,,,,,,,,,
5235SS,KLCC,150,8.6,8.6,8.59,+0.010,8.61,8.57,9.02,7.91,75702,5.17%,95,1356720,48%,-0.005,56.31,14.69,Active,,,,,,,,,,,,,,,,,
0835EA,KLCI1XI,653,,,1.66,,-,-,2,1.66,0,,-,2470,27%,-0.033,,,Active,,,,,,,,,,,,,,,,,
0834EA,KLCI2XL,653,,,2.285,,-,-,2.285,1.92,0,,-,12670,61%,0.019,,,Active,,,,,,,,,,,,,,,,,
2445,KLK,125,20.66,20.46,20.68,-0.22,20.66,20.4,22.66,18.34,3865,0.98%,40,532105,65%,0.174,54.3,30.94,Active,,,,,,,,,,,,,,,,,
244535,KLK-C35,325,,,0.04,,-,-,0.125,0.04,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
244537,KLK-C37,325,,,0.075,,-,-,0.105,0.075,0,,-,126420,39%,,,,Active,,,,,,,,,,,,,,,,,
244538,KLK-C38,325,,,0.055,,-,-,0.09,0.035,0,,-,94295,63%,-0.005,,,Active,,,,,,,,,,,,,,,,,
244539,KLK-C39,325,,,0.165,,-,-,0.165,0.125,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
244540,KLK-C40,325,,,0.06,,-,-,0.07,0.06,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
244541,KLK-C41,325,,,0.105,,-,-,0.12,0.105,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
2453,KLUANG,125,5.4,5.38,5.4,-0.02,5.4,5.38,6.14,5.28,40,,-,18620,42%,0.012,38.28,7.52,Active,,,,,,,,,,,,,,,,,
5027,KMLOONG,125,2.4,2.4,2.4,-,2.4,2.39,2.7,2.12,2567,6.25%,28,127860,88%,0.024,16.59,12.1,Active,,,,,,,,,,,,,,,,,
7164,KNM,161,0.005,0.005,0.005,-,0.01,0.005,0.075,0.005,495437,,2,21255620,22%,-0.005,-3.59,,"Active, Alert",,,,,,,,,,,,,,,,,
5035,KNUSFOR,102,,,0.47,,-,-,0.78,0.46,0,,-,18290,50%,-0.019,10.56,4.45,Active,,,,,,,,,,,,,,,,,
6971,KOBAY,102,1.24,1.28,1.24,+0.040,1.28,1.23,1.67,1.02,4325,,50,206625,52%,0.011,-5.05,,Active,,,,,,,,,,,,,,,,,
7017,KOMARK,102,0.06,0.07,0.06,+0.010,0.07,0.055,0.115,0.04,126,,81,96925,62%,0.002,-10.54,,Active,,,,,,,,,,,,,,,,,
7017WD,KOMARK-WD,102,,,0.005,,-,-,0.02,0.005,0,,-,14565,17%,-0.006,,,Active,,,,,,,,,,,,,,,,,
0338,KOPI,401,1.42,1.45,1.42,+0.030,1.51,1.42,1.49,0.625,86424,,63,7712015,77%,0.097,,,Active,,,,,,,,,,,,,,,,,
7153,KOSSAN,162,1.32,1.25,1.3,-0.05,1.35,1.23,2.87,1.12,179557,6.40%,50,4533540,69%,-0.008,4.7,26.11,Active,,,,,,,,,,,,,,,,,
715376,KOSSAN-C76,362,,,0.005,,-,-,0.115,0.005,0,,-,411385,18%,,,,Active,,,,,,,,,,,,,,,,,
715377,KOSSAN-C77,362,,,0.025,,-,-,0.125,0.025,0,,-,-,26%,,,,Active,,,,,,,,,,,,,,,,,
715379,KOSSAN-C79,362,,,0.005,,-,-,0.145,0.02,0,,-,218300,36%,-0.019,,,Active,,,,,,,,,,,,,,,,,
715380,KOSSAN-C80,362,,,0.005,,-,-,0.055,0.015,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
715381,KOSSAN-C81,362,0.025,0.025,0.025,-,0.025,0.025,0.075,0.025,16400,,62,225850,18%,-0.013,,,Active,,,,,,,,,,,,,,,,,
715382,KOSSAN-C82,362,0.03,0.02,0.03,-0.01,0.035,0.02,0.075,0.01,5752,,13,410730,64%,-0.005,,,Active,,,,,,,,,,,,,,,,,
715383,KOSSAN-C83,362,0.055,0.04,0.05,-0.01,0.055,0.04,0.05,0.04,45950,,66,-,0%,,,,Active,,,,,,,,,,,,,,,,,
715384,KOSSAN-C84,362,,,0.1,,-,-,0.11,0.08,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
715385,KOSSAN-C85,362,,,0.09,,-,-,0.09,0.09,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
715386,KOSSAN-C86,362,0.105,0.08,0.095,-0.015,0.105,0.08,0.095,0.05,59889,,44,-,0%,,,,Active,,,,,,,,,,,,,,,,,
715387,KOSSAN-C87,362,0.105,0.095,0.12,-0.025,0.105,0.095,0.12,0.07,1195,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
0002,KOTRA,162,4.49,4.41,4.47,-0.06,4.49,4.4,4.69,3.85,51,5.78%,60,12055,76%,0.055,28.64,15.4,Active,,,,,,,,,,,,,,,,,
5878,KPJ,162,2.85,2.85,2.85,-,2.88,2.85,3.05,2.04,23466,1.46%,32,13699415,89%,0.061,8.11,31.68,Active,,,,,,,,,,,,,,,,,
587820,KPJ-C20,362,,,0.11,,-,-,0.31,0.07,0,,-,4535,22%,,,,Active,,,,,,,,,,,,,,,,,
587821,KPJ-C21,362,0.045,0.045,0.045,-,0.045,0.045,0.17,0.005,6646,,15,1186395,71%,-0.002,,,Active,,,,,,,,,,,,,,,,,
587822,KPJ-C22,362,,,0.06,,-,-,0.165,0.03,0,,-,493660,73%,-0.021,,,Active,,,,,,,,,,,,,,,,,
587823,KPJ-C23,362,,,0.05,,-,-,0.09,0.02,0,,-,80315,48%,-0.007,,,Active,,,,,,,,,,,,,,,,,
587824,KPJ-C24,362,0.065,0.065,0.06,+0.005,0.065,0.065,0.09,0.03,261,,100,-,48%,,,,Active,,,,,,,,,,,,,,,,,
587825,KPJ-C25,362,,,0.06,,-,-,0.07,0.04,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
587826,KPJ-C26,362,0.155,0.155,0.155,-,0.155,0.155,0.18,0.07,2044,,75,218695,77%,0.011,,,Active,,,,,,,,,,,,,,,,,
587827,KPJ-C27,362,,,0.15,,-,-,0.175,0.06,0,,-,345375,93%,0.006,,,Active,,,,,,,,,,,,,,,,,
587828,KPJ-C28,362,,,0.06,,-,-,0.06,0.015,0,,-,-,100%,,,,Active,,,,,,,,,,,,,,,,,
587829,KPJ-C29,362,0.105,0.105,0.085,+0.020,0.105,0.105,0.09,0.07,204,,100,-,0%,,,,Active,,,,,,,,,,,,,,,,,
587830,KPJ-C30,362,,,0.155,,-,-,0.155,0.125,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
7077,KPPROP,120,0.305,0.305,0.31,-0.005,0.31,0.3,0.745,0.285,5321,3.28%,59,2146890,54%,-0.019,1.35,36.28,Active,,,,,,,,,,,,,,,,,
5843,KPS,102,0.615,0.63,0.625,+0.005,0.63,0.615,0.7,0.59,2614,10.32%,44,125630,64%,0.003,13.7,4.47,Active,,,,,,,,,,,,,,,,,
9121,KPSCB,102,,,0.61,,-,-,0.695,0.4,0,,-,67215,43%,0.011,10.29,5.93,Active,,,,,,,,,,,,,,,,,
1996,KRETAM,125,0.7,0.68,0.705,-0.025,0.7,0.68,0.71,0.48,160,1.47%,-,111970,82%,0.002,7.59,9.05,Active,,,,,,,,,,,,,,,,,
0176,KRONO,405,0.235,0.235,0.24,-0.005,0.235,0.23,0.32,0.18,8336,,9,1820110,67%,0.004,1.55,18.25,Active,,,,,,,,,,,,,,,,,
0176WA,KRONO-WA,405,,,0.05,,-,-,0.13,0.035,0,,-,141320,58%,0.002,,,Active,,,,,,,,,,,,,,,,,
3476,KSENG,102,5.66,5.65,5.65,-,5.66,5.6,6.01,5.1,327,0.88%,24,38855,70%,0.049,39.88,13.44,Active,,,,,,,,,,,,,,,,,
5038,KSL,120,2.82,2.7,2.83,-0.13,2.84,2.69,3.46,1.25,29492,,30,6255890,55%,0.263,46.24,6.28,Active,,,,,,,,,,,,,,,,,
5038CN,KSL-CN,320,0.55,0.545,0.59,-0.045,0.55,0.545,0.91,0.09,1100,,9,585975,53%,0.115,,,Active,,,,,,,,,,,,,,,,,
5038CO,KSL-CO,320,0.58,0.54,0.6,-0.06,0.58,0.53,0.93,0.11,3028,,12,752760,53%,,,,Active,,,,,,,,,,,,,,,,,
5038CP,KSL-CP,320,0.4,0.365,0.43,-0.065,0.4,0.365,0.66,0.35,4534,,32,-,54%,,,,Active,,,,,,,,,,,,,,,,,
5038CQ,KSL-CQ,320,0.1,0.095,0.1,-0.005,0.1,0.095,0.1,0.1,770,,91,-,0%,,,,Active,,,,,,,,,,,,,,,,,
5192,KSSC,102,,,0.74,,-,-,0.935,0.64,0,,-,84820,33%,-0.006,4.75,18.61,Active,,,,,,,,,,,,,,,,,
5192WA,KSSC-WA,102,,,0.21,,-,-,0.5,0.18,0,,-,35290,41%,-0.012,,,Active,,,,,,,,,,,,,,,,,
0180,KTC,101,0.165,0.165,0.165,-,0.165,0.165,0.215,0.12,1769,,17,345975,64%,0.006,2.76,5.9,Active,,,,,,,,,,,,,,,,,
0308,KTI,420,0.415,0.405,0.415,-0.01,0.42,0.405,0.48,0.265,31659,0.74%,59,1515195,57%,0.002,1.29,37.98,Active,,,,,,,,,,,,,,,,,
058719,KUAISHO-C19,358,,,0.22,,-,-,0.26,0.16,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
058720,KUAISHO-C20,358,,,0.225,,-,-,0.225,0.125,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
0587H7,KUAISHO-H7,358,,,0.075,,-,-,0.125,0.075,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
6874,KUB,102,1.1,1.07,1.1,-0.03,1.1,1.07,1.16,0.535,5439,3.74%,23,1781445,83%,0.096,9.7,9.24,Active,,,,,,,,,,,,,,,,,
2186,KUCHAI,110,0.45,0.445,0.445,-,0.455,0.445,2.21,0.44,1935,,32,315540,5%,-0.041,-146.64,,Active,,,,,,,,,,,,,,,,,
0315,KUCINGKO,463,0.115,0.115,0.11,+0.005,0.115,0.115,0.35,0.1,2040,7.39%,100,895670,50%,,1.01,11.4,Active,,,,,,,,,,,,,,,,,
8362,KYM,102,0.27,0.285,0.27,+0.015,0.285,0.26,0.38,0.23,368,,8,36130,63%,-0.003,1.25,22.73,Active,,,,,,,,,,,,,,,,,
3174,L&G,120,0.175,0.175,0.18,-0.005,0.18,0.17,0.18,0.09,176867,4.57%,36,18766375,81%,0.011,1.22,14.7,Active,,,,,,,,,,,,,,,,,
0268,L&PBHD,102,0.1,0.1,0.1,-,0.1,0.1,0.345,0.08,7024,5.00%,-,3446145,33%,,1.98,5.05,Active,,,,,,,,,,,,,,,,,
7179,LAGENDA,120,1.24,1.25,1.24,+0.010,1.26,1.23,1.44,1.09,14224,5.20%,58,533085,88%,0.014,22.05,5.67,Active,,,,,,,,,,,,,,,,,
0018,LAMBO,405,,,0.005,,-,-,0.005,0.005,0,,-,5769605,25%,-0.004,0.19,2.64,"Suspended, Alert",,,,,,,,,,,,,,,,,
1643,LANDMRK,101,0.125,0.125,0.125,-,0.125,0.12,0.185,0.11,3516,,37,335635,56%,,-4.26,,Active,,,,,,,,,,,,,,,,,
9385,LAYHONG,101,0.31,0.305,0.31,-0.005,0.315,0.305,0.39,0.285,13105,,34,1523925,57%,0.003,12.11,2.53,Active,,,,,,,,,,,,,,,,,
9326,LBALUM,102,0.47,0.47,0.47,-,0.475,0.465,0.53,0.42,3634,5.32%,62,724845,45%,-0.002,8.35,3.44,Active,,,,,,,,,,,,,,,,,
8494,LBICAP,120,0.43,0.43,0.44,-0.01,0.43,0.43,0.52,0.38,71,5.81%,100,21085,46%,,3.6,15,Active,,,,,,,,,,,,,,,,,
5789,LBS,120,0.465,0.475,0.465,+0.010,0.475,0.465,0.665,0.405,18877,,61,1190525,64%,0.004,14.31,2.85,Active,,,,,,,,,,,,,,,,,
5789PA,LBS-PA,120,,,0.88,,-,-,1,0.88,0,,-,72925,29%,,,,Active,,,,,,,,,,,,,,,,,
5284,LCTITAN,102,0.635,0.635,0.64,-0.005,0.635,0.625,1.04,0.35,19476,,43,7509710,67%,0.019,-51.96,,Active,,,,,,,,,,,,,,,,,
5284CT,LCTITAN-CT,302,0.02,0.02,0.02,-,0.02,0.02,0.07,0.015,340,,-,1122210,57%,,,,Active,,,,,,,,,,,,,,,,,
5284CU,LCTITAN-CU,302,,,0.155,,-,-,0.205,0.045,0,,-,427975,61%,0.004,,,Active,,,,,,,,,,,,,,,,,
5284CV,LCTITAN-CV,302,,,0.045,,-,-,0.09,0.025,0,,-,235325,56%,-0.001,,,Active,,,,,,,,,,,,,,,,,
5284CW,LCTITAN-CW,302,0.11,0.11,0.115,-0.005,0.11,0.105,0.22,0.04,1969,,77,2389535,63%,0.007,,,Active,,,,,,,,,,,,,,,,,
5284CX,LCTITAN-CX,302,0.085,0.095,0.095,-,0.095,0.085,0.15,0.035,305,,-,377090,60%,0.005,,,Active,,,,,,,,,,,,,,,,,
5284CY,LCTITAN-CY,302,,,0.05,,-,-,0.06,0.04,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
5284CZ,LCTITAN-CZ,302,,,0.08,,-,-,0.08,0.08,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
9628,LEBTECH,103,,,0.805,,-,-,0.825,0.51,0,,-,20285,56%,0.026,0.02,4577.89,Active,,,,,,,,,,,,,,,,,
8079,LEESK,101,0.465,0.465,0.465,-,0.465,0.465,0.57,0.46,100,5.05%,-,73410,50%,-0.008,3.76,12.39,Active,,,,,,,,,,,,,,,,,
0266,LEFORM,402,0.15,0.15,0.15,-,0.15,0.15,0.165,0.11,1710,,65,329015,60%,,0.16,155.57,Active,,,,,,,,,,,,,,,,,
5232,LEONFB,102,0.37,0.37,0.375,-0.005,0.37,0.37,0.53,0.34,150,,-,82810,67%,,2.21,16.84,Active,,,,,,,,,,,,,,,,,
7170,LFECORP,102,0.17,0.17,0.17,-,0.17,0.17,0.335,0.165,22,,-,219295,50%,-0.003,2.29,7.8,Active,,,,,,,,,,,,,,,,,
5255,LFG,161,2.21,2.24,2.21,+0.030,2.24,2.2,2.21,0.7,24560,,80,3214785,95%,0.151,7.55,92.31,Active,,,,,,,,,,,,,,,,,
5255WA,LFG-WA,161,1.3,1.33,1.28,+0.050,1.33,1.29,1.3,0.195,1656,,22,457610,93%,0.144,,,Active,,,,,,,,,,,,,,,,,
0249,LGMS,405,0.805,0.805,0.805,-,0.81,0.805,1.48,0.68,870,1.86%,11,357240,37%,0.008,2.71,29.75,Active,,,,,,,,,,,,,,,,,
6633,LHI,101,0.645,0.64,0.645,-0.005,0.645,0.635,0.77,0.56,31131,4.30%,8,3885430,73%,0.006,11.75,3.7,Active,,,,,,,,,,,,,,,,,
663326,LHI-C26,301,,,0.05,,-,-,0.085,0.04,0,,-,-,43%,,,,Active,,,,,,,,,,,,,,,,,
663328,LHI-C28,301,,,0.025,,-,-,0.045,0.025,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
663329,LHI-C29,301,,,0.035,,-,-,0.085,0.035,0,,-,122000,33%,-0.007,,,Active,,,,,,,,,,,,,,,,,
663330,LHI-C30,301,,,0.02,,-,-,0.05,0.02,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
663331,LHI-C31,301,,,0.045,,-,-,0.07,0.035,0,,-,103040,50%,-0.003,,,Active,,,,,,,,,,,,,,,,,
663332,LHI-C32,301,,,0.06,,-,-,0.075,0.06,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
663333,LHI-C33,301,,,0.065,,-,-,0.065,0.06,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
3573,LIENHOE,120,,,0.215,,-,-,0.325,0.16,0,,-,35070,42%,0.001,-2.58,,Active,,,,,,,,,,,,,,,,,
7089,LIIHEN,101,0.4,0.395,0.395,-,0.4,0.395,0.785,0.37,782,6.84%,44,478380,60%,0.001,3.28,11.95,Active,,,,,,,,,,,,,,,,,
4235,LIONIND,102,0.175,0.175,0.175,-,0.175,0.175,0.255,0.145,580,,-,943030,44%,-0.002,-13.02,,Active,,,,,,,,,,,,,,,,,
4235WA,LIONIND-WA,102,,,0.005,,-,-,0.035,0.005,0,,-,249580,50%,,,,Active,,,,,,,,,,,,,,,,,
