,,,,,,,,,,,,,,,,,Code,Stock,Sector,Open,Last,Prv Close,Chg,High,Low,Y-High,Y-Low,Vol,DY*,B%,Vol MA (20),RSI (14),"MACD (26, 12)",EPS*,P/E,Status
3859,MAGNUM,101,1.39,1.39,1.39,-,1.39,1.38,1.42,1.12,1855,5.40%,58,579840,50%,0.004,10.63,12.95,Active,,,,,,,,,,,,,,,,,
8583,MAHSING,120,1.03,1.02,1.03,-0.01,1.05,1.02,1.92,1.01,55593,4.41%,49,8660355,57%,-0.016,9.54,10.92,Active,,,,,,,,,,,,,,,,,
858378,MAHSING-C78,320,,,0.02,,-,-,0.055,0.02,0,,-,1167970,20%,,,,Active,,,,,,,,,,,,,,,,,
858379,MAHSING-C79,320,,,0.02,,-,-,0.08,0.02,0,,-,487700,100%,-0.009,,,Active,,,,,,,,,,,,,,,,,
858380,MAHSING-C80,320,,,0.01,,-,-,0.1,0.01,0,,-,1229625,17%,-0.008,,,Active,,,,,,,,,,,,,,,,,
858381,MAHSING-C81,320,,,0.05,,-,-,0.07,0.045,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
858382,MAHSING-C82,320,0.015,0.015,0.02,-0.005,0.015,0.015,0.095,0.02,500,,-,187465,22%,-0.012,,,Active,,,,,,,,,,,,,,,,,
858383,MAHSING-C83,320,0.02,0.02,0.02,-,0.02,0.02,0.08,0.015,4000,,100,655855,25%,-0.008,,,Active,,,,,,,,,,,,,,,,,
858384,MAHSING-C84,320,,,0.015,,-,-,0.04,0.01,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
858385,MAHSING-C85,320,,,0.07,,-,-,0.07,0.07,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
8583HA,MAHSING-HA,320,0.04,0.04,0.04,-,0.04,0.04,0.05,0.03,800,,50,264250,56%,0.002,,,Active,,,,,,,,,,,,,,,,,
5264,MALAKOF,165,1.01,0.995,1.01,-0.015,1.02,0.99,1.12,0.73,11540,2.24%,26,8567780,40%,,4.44,16.05,Active,,,,,,,,,,,,,,,,,
526464,MALAKOFC64,365,0.12,0.12,0.12,-,0.12,0.12,0.175,0.1,560,,50,1087660,48%,0.005,,,Active,,,,,,,,,,,,,,,,,
526465,MALAKOFC65,365,0.12,0.115,0.13,-0.015,0.125,0.115,0.19,0.065,4000,,50,1131370,54%,0.008,,,Active,,,,,,,,,,,,,,,,,
526466,MALAKOFC66,365,0.105,0.105,0.11,-0.005,0.105,0.105,0.17,0.065,500,,-,227260,43%,0.002,,,Active,,,,,,,,,,,,,,,,,
526467,MALAKOFC67,365,0.06,0.06,0.06,-,0.06,0.06,0.15,0.035,1400,,64,330290,47%,-0.002,,,Active,,,,,,,,,,,,,,,,,
526468,MALAKOFC68,365,,,0.065,,-,-,0.11,0.045,0,,-,558910,33%,,,,Active,,,,,,,,,,,,,,,,,
526469,MALAKOFC69,365,,,0.05,,-,-,0.075,0.045,0,,-,-,47%,,,,Active,,,,,,,,,,,,,,,,,
526470,MALAKOFC70,365,,,0.045,,-,-,0.055,0.045,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
526471,MALAKOFC71,365,,,0.055,,-,-,0.055,0.05,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
4936,MALPAC,125,,,0.83,,-,-,1.1,0.65,0,,-,3615,60%,0.001,-3.01,,Active,,,,,,,,,,,,,,,,,
6181,MALTON,120,,,0.375,,-,-,0.425,0.26,0,,-,194040,47%,0.008,1.77,30.78,Active,,,,,,,,,,,,,,,,,
1058,MANULFE,110,2.12,2.11,2.12,-0.01,2.12,2.11,2.63,1.99,74,3.79%,14,25780,57%,0.012,49.11,3.72,Active,,,,,,,,,,,,,,,,,
3514,MARCO,101,0.105,0.105,0.105,-,0.105,0.1,0.15,0.1,2240,,78,370685,43%,-0.001,1.2,8.72,Active,,,,,,,,,,,,,,,,,
5098,MASTEEL,102,0.305,0.3,0.305,-0.005,0.305,0.3,0.335,0.2,741,,97,1357430,59%,0.005,2.49,13.18,Active,,,,,,,,,,,,,,,,,
5098WB,MASTEEL-WB,102,0.055,0.055,0.05,+0.005,0.055,0.055,0.09,0.01,440,,-,729130,40%,0.003,,,Active,,,,,,,,,,,,,,,,,
7029,MASTER,102,2.39,2.39,2.27,+0.120,2.39,2.39,4.5,2.27,1,7.53%,100,8815,28%,-0.076,33.31,7.18,Active,,,,,,,,,,,,,,,,,
0189,MATANG,425,0.08,0.08,0.08,-,0.08,0.075,0.09,0.065,563,,47,821820,60%,,0.25,32.05,Active,,,,,,,,,,,,,,,,,
5236,MATRIX,120,1.35,1.35,1.35,-,1.36,1.34,2.44,1.22,13953,5.89%,34,1920710,33%,-0.012,16.37,11.79,Active,,,,,,,,,,,,,,,,,
5236CR,MATRIX-CR,320,0.02,0.02,0.02,-,0.02,0.02,0.04,0.02,1000,,-,148490,25%,,,,Active,,,,,,,,,,,,,,,,,
4022,MAXIM,120,0.375,0.375,0.375,-,0.375,0.375,0.42,0.25,1,2.67%,-,428065,59%,0.005,3.66,7.16,Active,,,,,,,,,,,,,,,,,
6012,MAXIS,163,3.94,4.07,3.95,+0.120,4.08,3.94,3.97,3.11,68629,4.18%,57,4970685,64%,0.066,17.8,22.84,Active,,,,,,,,,,,,,,,,,
601255,MAXIS-C55,363,0.145,0.16,0.14,+0.020,0.16,0.145,0.18,0.09,4034,,67,-,0%,,,,Active,,,,,,,,,,,,,,,,,
601256,MAXIS-C56,363,0.07,0.085,0.065,+0.020,0.085,0.07,0.075,0.04,180,,22,-,0%,,,,Active,,,,,,,,,,,,,,,,,
601257,MAXIS-C57,363,,,0.135,,-,-,0.135,0.065,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
7123,MAXLAND,102,0.025,0.035,0.035,-,0.035,0.025,0.08,0.03,6090,,100,79355,100%,,1.35,3.45,Active,,,,,,,,,,,,,,,,,
7123WB,MAXLAND-WB,102,0.005,0.01,0.01,-,0.01,0.005,0.02,0.005,2053,,1,298580,50%,,,,Active,,,,,,,,,,,,,,,,,
1155,MAYBANK,110,9.91,9.94,9.91,+0.030,9.98,9.9,10.76,9.32,52011,6.14%,32,10662895,53%,0.004,83.61,11.43,Active,,,,,,,,,,,,,,,,,
11551Z,MAYBANKC1Z,310,0.03,0.03,0.035,-0.005,0.03,0.03,0.055,0.035,4,,100,156575,43%,,,,Active,,,,,,,,,,,,,,,,,
11552A,MAYBANKC2A,310,0.08,0.08,0.095,-0.015,0.08,0.08,0.12,0.09,134,,-,-,38%,,,,Active,,,,,,,,,,,,,,,,,
11552B,MAYBANKC2B,310,,,0.05,,-,-,0.15,0.05,0,,-,-,44%,,,,Active,,,,,,,,,,,,,,,,,
11552C,MAYBANKC2C,310,,,0.065,,-,-,0.08,0.05,0,,-,141575,33%,0.001,,,Active,,,,,,,,,,,,,,,,,
11552D,MAYBANKC2D,310,,,0.125,,-,-,0.13,0.12,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
11552E,MAYBANKC2E,310,0.12,0.12,0.115,+0.005,0.12,0.12,0.15,0.09,660,,2,96370,27%,0.002,,,Active,,,,,,,,,,,,,,,,,
11552F,MAYBANKC2F,310,,,0.065,,-,-,0.075,0.065,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
11552G,MAYBANKC2G,310,0.055,0.06,0.055,+0.005,0.06,0.055,0.06,0.055,510,,59,-,0%,,,,Active,,,,,,,,,,,,,,,,,
5077,MAYBULK,164,0.33,0.33,0.335,-0.005,0.335,0.33,0.385,0.285,1805,4.85%,97,504335,67%,0.001,0.41,104.91,Active,,,,,,,,,,,,,,,,,
7099,MAYU,102,0.11,0.105,0.11,-0.005,0.11,0.105,0.295,0.09,342,,94,27220,40%,-0.001,-0.32,,Active,,,,,,,,,,,,,,,,,
5152,MBL,102,,,0.365,,-,-,0.455,0.335,0,,-,50820,57%,0.002,15.86,2.52,Active,,,,,,,,,,,,,,,,,
5152WB,MBL-WB,102,,,0.06,,-,-,0.12,0.035,0,,-,49435,54%,,,,Active,,,,,,,,,,,,,,,,,
5983,MBMR,101,5.11,5.15,5.11,+0.040,5.17,5.11,6.84,4.38,1147,8.74%,41,158920,43%,-0.009,85.19,5.4,Active,,,,,,,,,,,,,,,,,
598310,MBMR-C10,301,,,0.07,,-,-,0.08,0.07,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
5983C7,MBMR-C7,301,,,0.03,,-,-,0.12,0.025,0,,-,221500,19%,,,,Active,,,,,,,,,,,,,,,,,
5983C8,MBMR-C8,301,,,0.045,,-,-,0.155,0.035,0,,-,-,27%,,,,Active,,,,,,,,,,,,,,,,,
5983C9,MBMR-C9,301,,,0.16,,-,-,0.16,0.16,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
0280,MBN,401,0.12,0.12,0.11,+0.010,0.12,0.12,0.15,0.085,1,,100,277955,40%,0.003,-0.88,,Active,,,,,,,,,,,,,,,,,
2097,MBRIGHT,101,0.115,0.115,0.115,-,0.12,0.115,0.145,0.105,6850,,1,954730,33%,-0.001,0.51,18.86,Active,,,,,,,,,,,,,,,,,
2097WB,MBRIGHT-WB,101,,,0.055,,-,-,0.07,0.03,0,,-,266990,50%,,,,Active,,,,,,,,,,,,,,,,,
1171,MBSB,110,0.73,0.73,0.73,-,0.74,0.73,0.77,0.62,24400,8.56%,46,4212080,50%,-0.001,4.95,14.76,Active,,,,,,,,,,,,,,,,,
117180,MBSB-C80,310,,,0.065,,-,-,0.105,0.065,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
117181,MBSB-C81,310,,,0.085,,-,-,0.11,0.055,0,,-,242620,61%,0.012,,,Active,,,,,,,,,,,,,,,,,
117182,MBSB-C82,310,,,0.035,,-,-,0.035,0.025,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
117183,MBSB-C83,310,,,0.04,,-,-,0.04,0.04,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
117184,MBSB-C84,310,0.07,0.07,0.06,+0.010,0.07,0.07,0.09,0.055,40,,50,-,47%,,,,Active,,,,,,,,,,,,,,,,,
117185,MBSB-C85,310,,,0.04,,-,-,0.06,0.035,0,,-,-,45%,,,,Active,,,,,,,,,,,,,,,,,
117186,MBSB-C86,310,0.055,0.055,0.05,+0.005,0.055,0.055,0.08,0.03,50,,100,117635,41%,-0.002,,,Active,,,,,,,,,,,,,,,,,
117187,MBSB-C87,310,,,0.04,,-,-,0.06,0.04,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
117188,MBSB-C88,310,,,0.035,,-,-,0.04,0.035,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
117189,MBSB-C89,310,,,0.045,,-,-,0.05,0.04,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
7004,MCEHLDG,102,1.77,1.79,1.77,+0.020,1.82,1.74,1.93,1.3,2132,5.59%,55,321530,24%,0.018,17.96,11.34,Active,,,,,,,,,,,,,,,,,
7004WA,MCEHLDG-WA,102,0.925,0.945,0.94,+0.005,0.945,0.925,1.08,0.5,720,,9,155755,29%,0.017,,,Active,,,,,,,,,,,,,,,,,
3794,MCEMENT,102,6.7,6.66,6.68,-0.02,6.71,6.65,7.2,4.21,4627,1.80%,38,1090015,49%,0.061,50.11,13.65,Active,,,,,,,,,,,,,,,,,
3794CJ,MCEMENT-CJ,302,0.12,0.12,0.12,-,0.12,0.12,0.165,0.105,2000,,75,331765,39%,,,,Active,,,,,,,,,,,,,,,,,
0167,MCLEAN,402,0.55,0.545,0.55,-0.005,0.575,0.54,0.715,0.2,46463,,46,9097130,38%,0.011,3.14,21.93,Active,,,,,,,,,,,,,,,,,
03022,MCOM,705,,,0.03,,-,-,0.16,0.01,0,,-,183175,40%,-0.017,,,Active,,,,,,,,,,,,,,,,,
4502,MEDIA,163,0.36,0.36,0.365,-0.005,0.375,0.36,0.485,0.35,79,4.17%,14,37990,52%,0.001,1.89,19.3,Active,,,,,,,,,,,,,,,,,
5090,MEDIAC,163,0.095,0.1,0.1,-,0.1,0.095,0.13,0.09,25008,4.50%,93,382880,50%,,-2.04,,Active,,,,,,,,,,,,,,,,,
5327,MEGAFB,102,0.8,0.8,0.79,+0.010,0.81,0.79,0.82,0.38,204366,0.63%,66,20554470,68%,0.037,1.67,43.94,Active,,,,,,,,,,,,,,,,,
0745C1,MEITU-C1,358,,,0.085,,-,-,0.17,0.07,0,,-,3068150,36%,,,,Active,,,,,,,,,,,,,,,,,
058333,MEITUAN-C33,358,,,0.005,,-,-,0.18,0.005,0,,-,168505,18%,-0.027,,,Active,,,,,,,,,,,,,,,,,
058335,MEITUAN-C35,358,,,-,,-,-,0.12,0.005,0,,-,262270,24%,-0.01,,,Delisted,,,,,,,,,,,,,,,,,
058336,MEITUAN-C36,358,,,0.03,,-,-,0.095,0.02,0,,-,2653555,40%,-0.012,,,Active,,,,,,,,,,,,,,,,,
058337,MEITUAN-C37,358,,,0.05,,-,-,0.25,0.045,0,,-,157165,48%,0.002,,,Active,,,,,,,,,,,,,,,,,
058338,MEITUAN-C38,358,0.135,0.135,0.13,+0.005,0.135,0.135,0.14,0.13,3500,,43,-,0%,,,,Active,,,,,,,,,,,,,,,,,
5129,MELATI,103,,,0.49,,-,-,0.595,0.405,0,2.04%,-,25070,39%,-0.009,0.97,52.55,Active,,,,,,,,,,,,,,,,,
3778,MELEWAR,102,0.165,0.165,0.165,-,0.165,0.165,0.24,0.145,740,,42,261815,33%,-0.003,-2.23,,Active,,,,,,,,,,,,,,,,,
1694,MENANG,120,0.66,0.66,0.665,-0.005,0.66,0.66,0.755,0.59,811,0.03%,1,71260,50%,0.001,3.14,14.09,Active,,,,,,,,,,,,,,,,,
5223,MENTIGA,125,0.525,0.525,0.56,-0.035,0.525,0.525,0.7,0.4,10,,-,153650,65%,0.028,-5.96,,Active,,,,,,,,,,,,,,,,,
8192,MERCURY,103,0.715,0.715,0.715,-,0.715,0.715,1.03,0.7,10,,-,5530,41%,-0.023,7.4,10.62,Active,,,,,,,,,,,,,,,,,
5040,MERIDIAN,120,0.02,0.02,0.02,-,0.02,0.02,0.095,0.01,7,,-,175795,40%,-0.003,-23.64,,"Active, Alert",,,,,,,,,,,,,,,,,
0285,MERSEC,410,0.325,0.325,0.325,-,0.325,0.32,0.375,0.27,3211,1.54%,9,312640,29%,-0.006,1.57,20.66,Active,,,,,,,,,,,,,,,,,
0207,MESTRON,102,0.16,0.165,0.16,+0.005,0.165,0.16,0.315,0.155,37906,,100,4843865,100%,-0.012,0.71,23.34,Active,,,,,,,,,,,,,,,,,
0207WA,MESTRON-WA,102,,,0.015,,-,-,0.09,0.01,0,,-,924755,50%,-0.001,,,Active,,,,,,,,,,,,,,,,,
0329,METRO,462,0.225,0.225,0.23,-0.005,0.225,0.22,0.275,0.17,726,3.20%,29,407260,44%,,0.67,48.34,Active,,,,,,,,,,,,,,,,,
6149,METROD,102,,,1.22,,-,-,1.38,1.15,0,4.92%,-,8780,55%,0.004,18.45,7.59,Active,,,,,,,,,,,,,,,,,
3069,MFCB,165,3.75,3.71,3.76,-0.05,3.75,3.71,4.7,3.34,858,2.43%,28,325995,46%,0.008,48.71,7.47,Active,,,,,,,,,,,,,,,,,
3069C4,MFCB-C4,365,,,0.03,,-,-,0.05,0.02,0,,-,97030,55%,,,,Active,,,,,,,,,,,,,,,,,
03015,MFGROUP,701,,,0.24,,-,-,,,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
3662,MFLOUR,101,0.575,0.575,0.57,+0.005,0.585,0.57,0.65,0.425,8109,5.22%,43,2270470,40%,-0.002,4.74,9.23,Active,,,,,,,,,,,,,,,,,
3662CK,MFLOUR-CK,301,0.05,0.05,0.045,+0.005,0.05,0.05,0.075,0.045,5500,,64,875965,33%,-0.001,,,Active,,,,,,,,,,,,,,,,,
3662CL,MFLOUR-CL,301,,,0.055,,-,-,0.055,0.055,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
7595,MGB,103,0.445,0.445,0.445,-,0.445,0.445,0.8,0.445,7397,3.66%,16,450500,45%,-0.005,10.16,4.27,Active,,,,,,,,,,,,,,,,,
0155,MGRC,462,0.2,0.2,0.2,-,0.2,0.2,0.375,0.145,300,,33,88570,42%,,-3.03,,Active,,,,,,,,,,,,,,,,,
5186,MHB,161,0.37,0.36,0.37,-0.01,0.37,0.35,0.485,0.305,12488,,47,771055,38%,-0.003,7.6,4.76,Active,,,,,,,,,,,,,,,,,
5026,MHC,125,1.25,1.29,1.25,+0.040,1.29,1.25,1.36,0.945,1842,4.65%,54,345700,35%,0.014,14.61,6.17,Active,,,,,,,,,,,,,,,,,
5286,MI,105,2.98,3.12,2.97,+0.150,3.13,2.97,3.2,1.4,17104,1.92%,63,2993705,65%,0.116,7.61,42.08,Active,,,,,,,,,,,,,,,,,
528626,MI-C26,305,0.23,0.23,0.235,-0.005,0.23,0.23,0.27,0.06,100,,-,319815,67%,0.039,,,Active,,,,,,,,,,,,,,,,,
528630,MI-C30,305,,,0.195,,-,-,0.245,0.045,0,,-,366065,58%,0.043,,,Active,,,,,,,,,,,,,,,,,
528631,MI-C31,305,0.25,0.275,0.275,-,0.275,0.245,0.295,0.06,547,,1,12815,75%,0.051,,,Active,,,,,,,,,,,,,,,,,
528632,MI-C32,305,0.35,0.355,0.33,+0.025,0.355,0.35,0.375,0.1,550,,100,319280,56%,0.039,,,Active,,,,,,,,,,,,,,,,,
528633,MI-C33,305,0.165,0.17,0.155,+0.015,0.17,0.165,0.16,0.085,60,,50,460060,63%,0.025,,,Active,,,,,,,,,,,,,,,,,
528634,MI-C34,305,,,0.35,,-,-,0.43,0.19,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
528635,MI-C35,305,0.35,0.395,0.35,+0.045,0.4,0.35,0.42,0.16,9027,,60,908605,64%,0.052,,,Active,,,,,,,,,,,,,,,,,
528636,MI-C36,305,0.18,0.195,0.18,+0.015,0.195,0.18,0.21,0.09,5800,,72,284200,55%,,,,Active,,,,,,,,,,,,,,,,,
528637,MI-C37,305,0.08,0.09,0.085,+0.005,0.09,0.08,0.1,0.045,540,,96,-,62%,,,,Active,,,,,,,,,,,,,,,,,
528638,MI-C38,305,0.225,0.225,0.2,+0.025,0.235,0.225,0.25,0.16,1310,,62,-,49%,,,,Active,,,,,,,,,,,,,,,,,
0126,MICROLN,105,0.085,0.085,0.085,-,0.085,0.08,0.275,0.075,1121,,32,2241620,29%,-0.006,-2.3,,Active,,,,,,,,,,,,,,,,,
0126WA,MICROLN-WA,105,,,0.035,,-,-,0.055,0.025,0,,-,104660,44%,-0.001,,,Active,,,,,,,,,,,,,,,,,
5001,MIECO,102,0.66,0.655,0.68,-0.025,0.66,0.655,0.75,0.62,804,,23,42620,61%,0.004,0.15,426.43,Active,,,,,,,,,,,,,,,,,
0112,MIKROMB,405,0.23,0.24,0.23,+0.010,0.24,0.23,0.25,0.17,29481,,81,356955,58%,,3.3,8.18,Active,,,,,,,,,,,,,,,,,
7935,MILUX,101,,,0.4,,-,-,0.58,0.3,0,,-,57090,28%,-0.005,-0.96,,Active,,,,,,,,,,,,,,,,,
5576,MINHO,102,0.295,0.28,0.28,-,0.295,0.28,0.315,0.25,1031,3.04%,97,115265,39%,,1.73,15.63,Active,,,,,,,,,,,,,,,,,
0288,MINOX,402,0.21,0.215,0.215,-,0.23,0.21,0.315,0.195,61804,3.49%,74,288325,40%,-0.004,1.4,25.54,Active,,,,,,,,,,,,,,,,,
0288WA,MINOX-WA,402,0.025,0.025,0.03,-0.005,0.025,0.025,0.07,0.03,100,,-,598510,100%,-0.001,,,Active,,,,,,,,,,,,,,,,,
3816,MISC,164,7.68,7.87,7.65,+0.220,7.87,7.67,8.03,6.5,11489,4.57%,57,2329980,70%,0.09,26.7,28.49,Active,,,,,,,,,,,,,,,,,
381654,MISC-C54,364,0.13,0.14,0.13,+0.010,0.14,0.13,0.215,0.13,3000,,50,-,0%,,,,Active,,,,,,,,,,,,,,,,,
381655,MISC-C55,364,0.075,0.075,0.07,+0.005,0.075,0.075,0.13,0.06,2000,,100,-,0%,,,,Active,,,,,,,,,,,,,,,,,
381656,MISC-C56,364,0.055,0.065,0.05,+0.015,0.065,0.055,0.08,0.02,30,,67,247790,60%,0.003,,,Active,,,,,,,,,,,,,,,,,
381657,MISC-C57,364,0.075,0.075,0.15,-0.075,0.075,0.075,,,20,,50,-,0%,,,,Active,,,,,,,,,,,,,,,,,
381658,MISC-C58,364,,,0.095,,-,-,0.095,0.095,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
9571,MITRA,103,0.705,0.695,0.705,-0.01,0.71,0.695,0.81,0.26,10175,1.44%,34,4197180,57%,0.047,2.89,24.55,Active,,,,,,,,,,,,,,,,,
0739C2,MIXUE-C2,358,,,0.015,,-,-,0.23,0.01,0,,-,30960,18%,-0.036,,,Active,,,,,,,,,,,,,,,,,
0739C3,MIXUE-C3,358,0.09,0.1,0.09,+0.010,0.1,0.09,0.2,0.09,1000,,100,-,0%,,,,Active,,,,,,,,,,,,,,,,,
8141,MJPERAK,120,0.24,0.285,0.28,+0.005,0.285,0.235,0.325,0.085,226,,82,947280,62%,0.038,-1.74,,Active,,,,,,,,,,,,,,,,,
6114,MKH,120,1.05,1.06,1.05,+0.010,1.07,1.05,1.22,0.94,322,3.77%,100,206230,44%,,12.77,6.25,Active,,,,,,,,,,,,,,,,,
5319,MKHOP,125,0.63,0.635,0.63,+0.005,0.635,0.63,0.74,0.575,1813,6.30%,73,334855,33%,,8.25,10.12,Active,,,,,,,,,,,,,,,,,
8893,MKLAND,120,0.15,0.155,0.155,-,0.155,0.15,0.195,0.13,1578,,9,609225,29%,,0.78,21.75,Active,,,,,,,,,,,,,,,,,
0085,MLAB,405,,,0.06,,-,-,0.1,0.055,0,,-,3101080,29%,-0.001,-0.97,,Active,,,,,,,,,,,,,,,,,
0085WD,MLAB-WD,405,,,0.015,,-,-,0.03,0.005,0,,-,328965,55%,,,,Active,,,,,,,,,,,,,,,,,
0034,MMAG,464,0.085,0.095,0.085,+0.010,0.105,0.08,0.8,0.08,4152074,,65,42444715,4%,-0.131,-3.86,,Active,,,,,,,,,,,,,,,,,
0034WC,MMAG-WC,464,0.05,0.055,0.045,+0.010,0.06,0.04,0.64,0.04,230848,,55,11884825,14%,-0.106,,,Active,,,,,,,,,,,,,,,,,
03027,MMIS,702,,,0.2,,-,-,0.3,0.15,0,,-,115800,25%,-0.039,,,Active,,,,,,,,,,,,,,,,,
0159,MMM,163,,,0.015,,-,-,0.1,0.005,0,,-,1031620,27%,-0.015,-0.2,,"Suspended, Alert, Forbid",,,,,,,,,,,,,,,,,
0113,MMSV,105,0.575,0.615,0.59,+0.025,0.63,0.575,0.665,0.23,8571,,69,1194560,71%,0.035,-0.32,,Active,,,,,,,,,,,,,,,,,
0103,MNC,463,0.065,0.065,0.07,-0.005,0.065,0.065,0.15,0.055,500,,-,28260,44%,-0.001,-3.67,,Active,,,,,,,,,,,,,,,,,
0103PA,MNC-PA,463,,,0.035,,-,-,0.095,0.02,0,,-,32260,47%,,,,Active,,,,,,,,,,,,,,,,,
0103WC,MNC-WC,463,,,0.005,,-,-,0.07,0.005,0,,-,3206150,46%,-0.002,,,"Suspended, Forbid",,,,,,,,,,,,,,,,,
0245,MNHLDG,403,1.85,1.86,1.84,+0.020,1.86,1.82,2,0.825,19307,0.13%,37,4321880,62%,0.018,9.29,25.28,Active,,,,,,,,,,,,,,,,,
0245WA,MNHLDG-WA,403,1.64,1.64,1.62,+0.020,1.64,1.62,1.78,0.625,409,,52,251205,61%,0.021,,,Active,,,,,,,,,,,,,,,,,
6459,MNRB,110,2.04,2.05,2.03,+0.020,2.08,2.04,2.31,1.66,1655,0.05%,71,415830,73%,0.031,50.34,4.07,Active,,,,,,,,,,,,,,,,,
6459CI,MNRB-CI,310,0.13,0.13,0.125,+0.005,0.13,0.13,0.16,0.105,900,,100,-,50%,,,,Active,,,,,,,,,,,,,,,,,
6459CJ,MNRB-CJ,310,0.055,0.06,0.055,+0.005,0.07,0.055,0.13,0.005,2590,,86,355800,56%,0.003,,,Active,,,,,,,,,,,,,,,,,
6459CK,MNRB-CK,310,,,0.32,,-,-,0.32,0.205,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
6459CL,MNRB-CL,310,0.05,0.045,0.04,+0.005,0.05,0.045,0.06,0.025,2200,,77,-,0%,,,,Active,,,,,,,,,,,,,,,,,
6459CM,MNRB-CM,310,0.185,0.18,0.175,+0.005,0.185,0.18,0.21,0.125,575,,48,-,0%,,,,Active,,,,,,,,,,,,,,,,,
0229,MOBILIA,101,0.1,0.1,0.1,-,0.1,0.095,0.165,0.095,533,5.00%,6,167445,33%,-0.001,1.9,5.27,Active,,,,,,,,,,,,,,,,,
0229WB,MOBILIA-WB,101,,,0.01,,-,-,0.04,0.01,0,,-,45025,50%,-0.001,,,Active,,,,,,,,,,,,,,,,,
0156,MPAY,405,0.075,0.075,0.075,-,0.075,0.07,0.12,0.06,3928,,85,993035,44%,,-1.47,,Active,,,,,,,,,,,,,,,,,
3867,MPI,105,30.5,31.1,30.08,+1.020,31.12,30.12,32.1,13.3,1276,1.13%,73,269010,59%,0.367,77.24,32.68,Active,,,,,,,,,,,,,,,,,
386710,MPI-C10,305,,,0.115,,-,-,0.13,0.11,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
386711,MPI-C11,305,,,0.165,,-,-,0.19,0.165,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
386712,MPI-C12,305,,,0.09,,-,-,0.11,0.09,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
386713,MPI-C13,305,0.345,0.365,0.335,+0.030,0.365,0.345,0.4,0.315,3039,,81,-,0%,,,,Active,,,,,,,,,,,,,,,,,
3867C9,MPI-C9,305,0.27,0.275,0.26,+0.015,0.275,0.27,0.305,0.06,1800,,72,119355,57%,0.005,,,Active,,,,,,,,,,,,,,,,,
03019,MPSOL,701,0.03,0.03,0.02,+0.010,0.03,0.03,0.08,0.02,500,,-,366500,6%,,,,Active,,,,,,,,,,,,,,,,,
03019W,MPSOL-WA,701,,,0.015,,-,-,0.03,0.015,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
0070,MQTECH,405,0.055,0.06,0.055,+0.005,0.06,0.05,0.125,0.045,2978,,68,932015,33%,,-1.14,,Active,,,,,,,,,,,,,,,,,
1651,MRCB,120,0.44,0.445,0.435,+0.010,0.445,0.435,0.58,0.365,47257,2.25%,88,9374375,13%,-0.019,1.43,31.29,Active,,,,,,,,,,,,,,,,,
16511O,MRCB-C1O,320,,,0.015,,-,-,0.065,0.015,0,,-,334065,21%,-0.004,,,Active,,,,,,,,,,,,,,,,,
1651WB,MRCB-WB,120,0.035,0.035,0.035,-,0.035,0.035,0.09,0.035,10408,,-,984515,50%,-0.001,,,Active,,,,,,,,,,,,,,,,,
5296,MRDIY,101,1.63,1.6,1.62,-0.02,1.64,1.59,2.18,1.28,108456,3.13%,43,13496560,36%,-0.008,6.02,26.65,Active,,,,,,,,,,,,,,,,,
529643,MRDIY-C43,301,0.075,0.075,0.08,-0.005,0.075,0.075,0.2,0.07,200,,-,2232865,28%,-0.007,,,Active,,,,,,,,,,,,,,,,,
529644,MRDIY-C44,301,0.065,0.06,0.08,-0.02,0.065,0.06,0.175,0.07,127,,98,137335,46%,-0.001,,,Active,,,,,,,,,,,,,,,,,
529645,MRDIY-C45,301,,,0.02,,-,-,0.07,0.02,0,,-,923175,44%,-0.004,,,Active,,,,,,,,,,,,,,,,,
