,,,,,,,,,,,,,,,,,Code,Stock,Sector,Open,Last,Prv Close,Chg,High,Low,Y-High,Y-Low,Vol,DY*,B%,Vol MA (20),RSI (14),"MACD (26, 12)",EPS*,P/E,Status
0128,FRONTKN,105,4.39,4.47,4.39,+0.080,4.48,4.38,4.83,2.63,54042,0.83%,43,7179210,41%,0.01,8.67,48.67,Active,,,,,,,,,,,,,,,,,
012840,FRONTKN-C40,305,,,0.055,,-,-,0.105,0.035,0,,-,970890,44%,-0.004,,,Active,,,,,,,,,,,,,,,,,
012841,FRONTKN-C41,305,0.23,0.245,0.23,+0.015,0.245,0.23,0.335,0.135,16719,,81,740315,39%,,,,Active,,,,,,,,,,,,,,,,,
012842,FRONTKN-C42,305,0.175,0.18,0.175,+0.005,0.18,0.175,0.24,0.135,60,,50,278420,46%,0.009,,,Active,,,,,,,,,,,,,,,,,
012843,FRONTKN-C43,305,,,0.115,,-,-,0.155,0.105,0,,-,1712530,38%,,,,Active,,,,,,,,,,,,,,,,,
012844,FRONTKN-C44,305,0.095,0.1,0.095,+0.005,0.1,0.095,0.14,0.08,14000,,29,617045,33%,,,,Active,,,,,,,,,,,,,,,,,
012845,FRONTKN-C45,305,0.05,0.06,0.05,+0.010,0.06,0.05,0.11,0.04,850,,76,389270,44%,,,,Active,,,,,,,,,,,,,,,,,
012846,FRONTKN-C46,305,,,0.175,,-,-,0.235,0.17,0,,-,-,44%,,,,Active,,,,,,,,,,,,,,,,,
012847,FRONTKN-C47,305,0.07,0.07,0.07,-,0.07,0.07,0.11,0.065,2000,,50,-,43%,,,,Active,,,,,,,,,,,,,,,,,
012848,FRONTKN-C48,305,0.125,0.13,0.125,+0.005,0.13,0.125,0.155,0.115,130,,46,-,0%,,,,Active,,,,,,,,,,,,,,,,,
012849,FRONTKN-C49,305,0.16,0.165,0.155,+0.010,0.17,0.16,0.23,0.145,7056,,89,-,37%,,,,Active,,,,,,,,,,,,,,,,,
0128WB,FRONTKN-WB,105,0.41,0.43,0.405,+0.025,0.435,0.4,0.555,0.095,79754,,62,14845310,42%,0.018,,,Active,,,,,,,,,,,,,,,,,
9377,FSBM,105,0.19,0.185,0.19,-0.005,0.19,0.185,0.275,0.175,9201,,65,1946155,43%,-0.007,-0.05,92.54,Active,,,,,,,,,,,,,,,,,
9377WB,FSBM-WB,105,0.135,0.165,0.17,-0.005,0.165,0.11,0.215,0.135,501,,-,193495,49%,-0.006,,,Active,,,,,,,,,,,,,,,,,
7184,G3,101,0.015,0.02,0.02,-,0.02,0.015,0.025,0.005,6570,,-,2264995,60%,,-0.51,,Active,,,,,,,,,,,,,,,,,
9261,GADANG,103,0.28,0.275,0.28,-0.005,0.28,0.27,0.375,0.21,9261,,31,2050745,45%,-0.002,1.34,31.47,Active,,,,,,,,,,,,,,,,,
5398,GAMUDA,103,5.08,5.11,5.07,+0.040,5.17,5.08,9.79,3.48,76485,1.96%,44,12473710,51%,-0.088,17.61,28.58,Active,,,,,,,,,,,,,,,,,
53983D,GAMUDA-C3D,303,,,0.175,,-,-,0.33,0.08,0,,-,176170,25%,-0.027,,,Active,,,,,,,,,,,,,,,,,
53983J,GAMUDA-C3J,303,,,0.22,,-,-,0.425,0.055,0,,-,160355,38%,-0.03,,,Active,,,,,,,,,,,,,,,,,
53983K,GAMUDA-C3K,303,,,0.195,,-,-,0.38,0.1,0,,-,253430,39%,0.016,,,Active,,,,,,,,,,,,,,,,,
53983M,GAMUDA-C3M,303,0.115,0.115,0.115,-,0.115,0.115,0.23,0.1,12000,,50,506470,25%,-0.02,,,Active,,,,,,,,,,,,,,,,,
53983N,GAMUDA-C3N,303,,,0.035,,-,-,0.12,0.035,0,,-,865285,100%,-0.013,,,Active,,,,,,,,,,,,,,,,,
53983O,GAMUDA-C3O,303,0.065,0.065,0.065,-,0.075,0.065,0.215,0.045,2101,,24,889385,52%,-0.02,,,Active,,,,,,,,,,,,,,,,,
53983P,GAMUDA-C3P,303,,,0.19,,-,-,0.345,0.175,0,,-,101305,29%,-0.013,,,Active,,,,,,,,,,,,,,,,,
53983Q,GAMUDA-C3Q,303,0.095,0.095,0.09,+0.005,0.095,0.095,0.185,0.08,60,,83,102920,9%,-0.015,,,Active,,,,,,,,,,,,,,,,,
53983R,GAMUDA-C3R,303,0.135,0.135,0.135,-,0.14,0.135,0.305,0.12,20309,,63,1719675,48%,-0.02,,,Active,,,,,,,,,,,,,,,,,
53983S,GAMUDA-C3S,303,0.075,0.075,0.075,-,0.075,0.075,0.21,0.075,100,,100,3462110,5%,-0.024,,,Active,,,,,,,,,,,,,,,,,
53983T,GAMUDA-C3T,303,0.085,0.085,0.085,-,0.085,0.085,0.185,0.075,8000,,75,336555,41%,-0.014,,,Active,,,,,,,,,,,,,,,,,
53983U,GAMUDA-C3U,303,0.115,0.12,0.115,+0.005,0.12,0.115,0.225,0.1,8182,,63,2960830,50%,-0.013,,,Active,,,,,,,,,,,,,,,,,
53983V,GAMUDA-C3V,303,0.1,0.1,0.1,-,0.1,0.1,0.17,0.095,17600,,32,313250,40%,-0.01,,,Active,,,,,,,,,,,,,,,,,
53983W,GAMUDA-C3W,303,0.035,0.035,0.03,+0.005,0.04,0.035,0.145,0.025,17668,,59,1789740,45%,-0.013,,,Active,,,,,,,,,,,,,,,,,
53983X,GAMUDA-C3X,303,,,0.055,,-,-,0.135,0.055,0,,-,1215740,20%,-0.012,,,Active,,,,,,,,,,,,,,,,,
53983Y,GAMUDA-C3Y,303,0.08,0.08,0.085,-0.005,0.08,0.08,0.15,0.075,40,,50,-,0%,,,,Active,,,,,,,,,,,,,,,,,
53983Z,GAMUDA-C3Z,303,0.02,0.02,0.02,-,0.02,0.015,0.07,0.02,2345,,32,931740,40%,-0.007,,,Active,,,,,,,,,,,,,,,,,
53984A,GAMUDA-C4A,303,,,0.04,,-,-,0.105,0.04,0,,-,922825,13%,,,,Active,,,,,,,,,,,,,,,,,
53984B,GAMUDA-C4B,303,0.065,0.065,0.065,-,0.065,0.065,0.09,0.06,2000,,50,-,0%,,,,Active,,,,,,,,,,,,,,,,,
53984C,GAMUDA-C4C,303,0.05,0.05,0.055,-0.005,0.05,0.05,0.075,0.055,1920,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
53984D,GAMUDA-C4D,303,0.11,0.11,0.11,-,0.11,0.11,0.15,0.1,5866,,48,-,21%,,,,Active,,,,,,,,,,,,,,,,,
53984E,GAMUDA-C4E,303,0.145,0.145,0.145,-,0.145,0.145,0.15,0.145,40,,50,-,0%,,,,Active,,,,,,,,,,,,,,,,,
5209,GASMSIA,165,4.56,4.53,4.56,-0.03,4.56,4.51,4.88,3.66,1854,3.51%,25,1145925,53%,0.027,34.38,13.18,Active,,,,,,,,,,,,,,,,,
5209CY,GASMSIA-CY,365,,,0.15,,-,-,,,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
9148,GBAY,102,,,0.64,,-,-,0.68,0.57,0,,-,17630,48%,0.007,-0.22,,Active,,,,,,,,,,,,,,,,,
5226,GBGAQRS,103,0.185,0.19,0.185,+0.005,0.19,0.185,0.32,0.165,3488,,-,643695,36%,,-2.76,,Active,,,,,,,,,,,,,,,,,
7676,GCAP,164,0.23,0.22,0.225,-0.005,0.23,0.22,0.54,0.2,87,,1,436365,55%,0.001,-4.25,,Active,,,,,,,,,,,,,,,,,
5102,GCB,101,0.915,0.92,0.915,+0.005,0.93,0.91,4.48,0.84,20677,4.35%,53,5006005,49%,-0.004,36.53,5.88,Active,,,,,,,,,,,,,,,,,
510219,GCB-C19,301,,,0.02,,-,-,0.105,0.015,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
510220,GCB-C20,301,,,0.05,,-,-,0.09,0.025,0,,-,32505,33%,,,,Active,,,,,,,,,,,,,,,,,
510221,GCB-C21,301,,,0.005,,-,-,0.16,0.005,0,,-,952595,100%,-0.015,,,Active,,,,,,,,,,,,,,,,,
510222,GCB-C22,301,,,0.015,,-,-,0.045,0.01,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
510223,GCB-C23,301,,,0.005,,-,-,0.085,0.005,0,,-,-,17%,,,,Active,,,,,,,,,,,,,,,,,
510224,GCB-C24,301,,,0.015,,-,-,0.1,0.015,0,,-,858300,33%,-0.013,,,Active,,,,,,,,,,,,,,,,,
510225,GCB-C25,301,,,0.005,,-,-,0.035,0.005,0,,-,134235,43%,-0.002,,,Active,,,,,,,,,,,,,,,,,
510226,GCB-C26,301,,,0.01,,-,-,0.065,0.01,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
510227,GCB-C27,301,,,0.01,,-,-,0.05,0.01,0,,-,262710,45%,-0.005,,,Active,,,,,,,,,,,,,,,,,
510228,GCB-C28,301,,,0.01,,-,-,0.04,0.005,0,,-,342815,40%,,,,Active,,,,,,,,,,,,,,,,,
510229,GCB-C29,301,,,0.03,,-,-,0.055,0.03,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
510230,GCB-C30,301,,,0.02,,-,-,0.045,0.02,0,,-,944255,40%,,,,Active,,,,,,,,,,,,,,,,,
510231,GCB-C31,301,0.075,0.075,0.075,-,0.075,0.075,0.095,0.07,10,,-,-,54%,,,,Active,,,,,,,,,,,,,,,,,
510232,GCB-C32,301,,,0.055,,-,-,0.07,0.05,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
5102WC,GCB-WC,101,0.15,0.155,0.15,+0.005,0.155,0.15,0.325,0.135,1639,,93,678565,50%,,,,Active,,,,,,,,,,,,,,,,,
5592,GCE,101,0.42,0.405,0.42,-0.015,0.42,0.365,0.475,0.28,73,,51,13050,60%,0.011,-11.73,,Active,,,,,,,,,,,,,,,,,
0198,GDB,103,0.45,0.46,0.45,+0.010,0.465,0.45,0.515,0.265,5465,1.52%,57,2083520,53%,0.001,2.85,17.74,Active,,,,,,,,,,,,,,,,,
0198WA,GDB-WA,103,0.04,0.045,0.04,+0.005,0.045,0.04,0.1,0.02,2504,,52,430915,50%,,,,Active,,,,,,,,,,,,,,,,,
0078,GDEX,164,0.1,0.105,0.105,-,0.11,0.1,0.2,0.085,47683,1.90%,30,2077625,50%,0.001,-0.03,,Active,,,,,,,,,,,,,,,,,
0078WC,GDEX-WC,164,,,0.015,,-,-,0.045,0.01,0,,-,82030,50%,,,,Active,,,,,,,,,,,,,,,,,
0104,GENETEC,105,0.435,0.485,0.43,+0.055,0.485,0.43,1.63,0.39,267536,,57,8778520,19%,-0.034,-4.3,,Active,,,,,,,,,,,,,,,,,
0104CK,GENETEC-CK,305,,,0.015,,-,-,0.09,0.015,0,,-,1756860,17%,-0.017,,,Active,,,,,,,,,,,,,,,,,
0104CL,GENETEC-CL,305,,,0.005,,-,-,0.08,0.005,0,,-,321480,60%,-0.014,,,Active,,,,,,,,,,,,,,,,,
0104CM,GENETEC-CM,305,,,0.01,,-,-,0.065,0.01,0,,-,-,9%,,,,Active,,,,,,,,,,,,,,,,,
0104CN,GENETEC-CN,305,,,0.01,,-,-,0.135,0.01,0,,-,191405,36%,-0.017,,,Active,,,,,,,,,,,,,,,,,
0104CO,GENETEC-CO,305,0.015,0.015,0.025,-0.01,0.015,0.015,0.065,0.02,1340,,100,1906575,38%,-0.004,,,Active,,,,,,,,,,,,,,,,,
0104CP,GENETEC-CP,305,0.015,0.015,0.01,+0.005,0.015,0.015,0.065,0.01,3203,,100,409080,100%,-0.005,,,Active,,,,,,,,,,,,,,,,,
4715,GENM,101,2.34,2.35,2.34,+0.010,2.35,2.34,2.48,1.46,218338,4.26%,43,41992490,50%,0.049,4.43,86.06,Active,,,,,,,,,,,,,,,,,
47153E,GENM-C3E,301,,,0.04,,-,-,0.155,0.015,0,,-,764010,62%,0.003,,,Active,,,,,,,,,,,,,,,,,
47153H,GENM-C3H,301,,,0.045,,-,-,0.06,0.03,0,,-,924500,57%,0.002,,,Active,,,,,,,,,,,,,,,,,
47153J,GENM-C3J,301,,,0.115,,-,-,0.12,0.03,0,,-,267050,71%,0.007,,,Active,,,,,,,,,,,,,,,,,
47153L,GENM-C3L,301,,,0.215,,-,-,0.215,0.07,0,,-,378480,72%,,,,Active,,,,,,,,,,,,,,,,,
47153M,GENM-C3M,301,,,0.09,,-,-,0.09,0.045,0,,-,515940,50%,0.002,,,Active,,,,,,,,,,,,,,,,,
47153N,GENM-C3N,301,,,0.13,,-,-,0.14,0.06,0,,-,119850,59%,0.01,,,Active,,,,,,,,,,,,,,,,,
47153O,GENM-C3O,301,,,0.155,,-,-,0.16,0.095,0,,-,540395,70%,,,,Active,,,,,,,,,,,,,,,,,
47153P,GENM-C3P,301,,,0.105,,-,-,0.105,0.03,0,,-,3855235,88%,0.012,,,Active,,,,,,,,,,,,,,,,,
47153Q,GENM-C3Q,301,,,0.15,,-,-,0.155,0.085,0,,-,231280,78%,,,,Active,,,,,,,,,,,,,,,,,
47153R,GENM-C3R,301,,,0.045,,-,-,0.045,0.04,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
2291,GENP,125,5.05,5.1,5.05,+0.050,5.1,5.04,5.93,4.75,763,4.90%,43,267880,72%,0.04,36.01,13.66,Active,,,,,,,,,,,,,,,,,
3182,GENTING,101,3.41,3.46,3.4,+0.060,3.47,3.41,3.96,2.76,38536,3.18%,54,15044425,53%,0.104,22.93,6.64,Active,,,,,,,,,,,,,,,,,
31823M,GENTINGC3M,301,0.01,0.01,0.015,-0.005,0.01,0.01,0.185,0.005,4115,,97,1923800,40%,-0.003,,,Active,,,,,,,,,,,,,,,,,
31823T,GENTINGC3T,301,,,0.015,,-,-,0.05,0.005,0,,-,415730,53%,-0.002,,,Active,,,,,,,,,,,,,,,,,
31823U,GENTINGC3U,301,,,0.025,,-,-,0.045,0.015,0,,-,-,56%,,,,Active,,,,,,,,,,,,,,,,,
31823V,GENTINGC3V,301,0.08,0.085,0.075,+0.010,0.085,0.08,0.135,0.02,38820,,50,1737010,44%,0.006,,,Active,,,,,,,,,,,,,,,,,
31823W,GENTINGC3W,301,0.11,0.11,0.105,+0.005,0.11,0.11,0.135,0.05,13286,,70,1658205,64%,0.01,,,Active,,,,,,,,,,,,,,,,,
31823X,GENTINGC3X,301,0.065,0.07,0.065,+0.005,0.075,0.065,0.1,0.02,2168,,50,1107525,48%,0.008,,,Active,,,,,,,,,,,,,,,,,
31823Y,GENTINGC3Y,301,0.08,0.08,0.075,+0.005,0.08,0.075,0.145,0.015,5934,,48,5739110,43%,0.009,,,Active,,,,,,,,,,,,,,,,,
31823Z,GENTINGC3Z,301,0.115,0.12,0.115,+0.005,0.12,0.115,0.145,0.045,40,,75,441930,70%,0.014,,,Active,,,,,,,,,,,,,,,,,
31824A,GENTINGC4A,301,0.06,0.06,0.06,-,0.065,0.055,0.08,0.025,1341,,12,2146520,43%,,,,Active,,,,,,,,,,,,,,,,,
31824B,GENTINGC4B,301,0.2,0.21,0.2,+0.010,0.215,0.2,0.25,0.08,28507,,82,2495415,53%,0.033,,,Active,,,,,,,,,,,,,,,,,
31824C,GENTINGC4C,301,0.13,0.135,0.125,+0.010,0.135,0.125,0.175,0.03,1125,,100,1720080,50%,0.029,,,Active,,,,,,,,,,,,,,,,,
31824D,GENTINGC4D,301,,,0.04,,-,-,0.055,0.04,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
31824E,GENTINGC4E,301,0.095,0.095,0.095,-,0.095,0.095,0.1,0.09,6500,,15,-,0%,,,,Active,,,,,,,,,,,,,,,,,
7197,GESHEN,102,1.57,1.57,1.57,-,1.57,1.57,5.2,1.34,106,,-,57335,42%,-0.006,9.37,49.44,Active,,,,,,,,,,,,,,,,,
0039,GFM,102,0.19,0.19,0.19,-,0.195,0.185,0.285,0.165,5035,2.53%,79,693695,50%,-0.001,3.13,6.08,Active,,,,,,,,,,,,,,,,,
0039WD,GFM-WD,102,0.05,0.05,0.05,-,0.05,0.05,0.13,0.045,762,,-,322930,33%,,,,Active,,,,,,,,,,,,,,,,,
7192,GIIB,102,0.085,0.08,0.085,-0.005,0.085,0.075,0.09,0.05,46026,,26,910115,70%,0.002,-2.09,,Active,,,,,,,,,,,,,,,,,
7192WA,GIIB-WA,102,0.01,0.005,0.01,-0.005,0.01,0.005,0.015,0.005,400,,100,732885,100%,,,,Active,,,,,,,,,,,,,,,,,
3204,GKENT,103,0.345,0.345,0.345,-,0.35,0.345,0.42,0.3,103,4.35%,89,131065,57%,,0.9,44.94,Active,,,,,,,,,,,,,,,,,
7382,GLBHD,125,,,0.26,,-,-,0.32,0.2,0,,-,20520,56%,0.002,-4.47,,Active,,,,,,,,,,,,,,,,,
0709C6,GLDHK-C6,358,,,0.035,,-,-,0.15,0.03,0,,-,-,47%,,,,Active,,,,,,,,,,,,,,,,,
0709C7,GLDHK-C7,358,,,0.295,,-,-,0.375,0.2,0,,-,-,67%,,,,Active,,,,,,,,,,,,,,,,,
0709C8,GLDHK-C8,358,0.375,0.39,0.355,+0.035,0.39,0.37,0.615,0.16,52000,,69,-,0%,,,,Active,,,,,,,,,,,,,,,,,
0709H1,GLDHK-H1,358,,,0.015,,-,-,0.045,0.015,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
0709H2,GLDHK-H2,358,,,0.065,,-,-,0.085,0.065,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
0709H3,GLDHK-H3,358,0.075,0.07,0.085,-0.015,0.075,0.07,0.105,0.085,44210,,59,-,0%,,,,Active,,,,,,,,,,,,,,,,,
5020,GLOMAC,120,0.325,0.325,0.325,-,0.325,0.32,0.43,0.3,396,6.92%,96,342450,20%,0.002,2.03,17.09,Active,,,,,,,,,,,,,,,,,
5220,GLOTEC,102,0.55,0.55,0.55,-,0.55,0.55,0.55,0.42,3591,1.27%,100,203895,75%,0.007,3.51,16.97,Active,,,,,,,,,,,,,,,,,
0284,GLXT,402,0.2,0.2,0.195,+0.005,0.2,0.195,0.225,0.17,1851,3.75%,82,199565,50%,,1.69,12.07,Active,,,,,,,,,,,,,,,,,
9962,GMUTUAL,120,0.32,0.325,0.325,-,0.325,0.32,0.345,0.225,620,1.54%,81,114530,54%,0.004,4.7,6.92,Active,,,,,,,,,,,,,,,,,
1147,GOB,120,0.105,0.11,0.11,-,0.11,0.105,0.19,0.105,3409,,18,318010,37%,-0.002,0.35,18.47,Active,,,,,,,,,,,,,,,,,
0074,GOCEAN,401,0.085,0.085,0.085,-,0.085,0.085,0.28,0.08,2018,,39,814865,17%,-0.006,-1.01,,Active,,,,,,,,,,,,,,,,,
0074WB,GOCEAN-WB,401,,,0.005,,-,-,0.015,0.005,0,,-,264815,100%,,,,Active,,,,,,,,,,,,,,,,,
0311,GOHUB,405,0.71,0.68,0.69,-0.01,0.71,0.68,1.44,0.67,391,,100,161045,37%,-0.041,1.4,48.57,Active,,,,,,,,,,,,,,,,,
03028,GOINNO,702,,,0.03,,-,-,0.03,0.03,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
0828EA,GOLDETF,654,5.19,5.27,5.17,+0.100,5.27,5.19,6.14,3.53,2112,,97,320295,18%,0.018,65.67,22.69,Active,,,,,,,,,,,,,,,,,
2135,GOPENG,125,0.7,0.7,0.7,-,0.7,0.7,0.81,0.49,252,,12,45945,47%,0.005,6.55,10.77,Active,,,,,,,,,,,,,,,,,
0082,GPACKET,163,0.04,0.04,0.04,-,0.04,0.04,0.055,0.02,2270,,-,3283310,100%,,-0.67,,Active,,,,,,,,,,,,,,,,,
5649,GPHAROS,102,0.26,0.26,0.265,-0.005,0.265,0.255,0.345,0.16,2863,,39,664545,56%,0.014,-11.08,,Active,,,,,,,,,,,,,,,,,
03029,GPP,702,,,0.28,,-,-,,,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
0208,GREATEC,105,2.01,2.01,2.01,-,2.04,1.99,2.45,1.1,18911,,46,4593455,44%,-0.037,6.18,32.61,Active,,,,,,,,,,,,,,,,,
020815,GREATEC-C15,305,0.005,0.01,0.01,-,0.01,0.005,0.075,0.005,165,,61,898200,31%,-0.006,,,Active,,,,,,,,,,,,,,,,,
020818,GREATEC-C18,305,,,0.36,,-,-,0.47,0.1,0,,-,113100,54%,0.046,,,Active,,,,,,,,,,,,,,,,,
020819,GREATEC-C19,305,,,0.165,,-,-,0.26,0.1,0,,-,25675,43%,0.003,,,Active,,,,,,,,,,,,,,,,,
020820,GREATEC-C20,305,0.105,0.105,0.105,-,0.105,0.105,0.175,0.065,20,,50,1445450,36%,0.004,,,Active,,,,,,,,,,,,,,,,,
020821,GREATEC-C21,305,0.15,0.15,0.14,+0.010,0.15,0.15,0.255,0.08,200,,100,580245,39%,-0.014,,,Active,,,,,,,,,,,,,,,,,
020822,GREATEC-C22,305,,,0.14,,-,-,0.22,0.11,0,,-,371440,39%,,,,Active,,,,,,,,,,,,,,,,,
020823,GREATEC-C23,305,0.195,0.2,0.19,+0.010,0.2,0.195,0.335,0.17,9966,,50,314855,38%,-0.018,,,Active,,,,,,,,,,,,,,,,,
020824,GREATEC-C24,305,0.105,0.11,0.105,+0.005,0.11,0.105,0.15,0.095,80,,38,-,0%,,,,Active,,,,,,,,,,,,,,,,,
020825,GREATEC-C25,305,,,0.09,,-,-,0.155,0.075,0,,-,145555,39%,,,,Active,,,,,,,,,,,,,,,,,
020826,GREATEC-C26,305,0.08,0.08,0.08,-,0.085,0.08,0.145,0.07,6145,,35,598135,21%,-0.009,,,Active,,,,,,,,,,,,,,,,,
020827,GREATEC-C27,305,0.05,0.05,0.05,-,0.05,0.05,0.085,0.05,40,,75,-,42%,,,,Active,,,,,,,,,,,,,,,,,
020828,GREATEC-C28,305,,,0.045,,-,-,0.095,0.04,0,,-,504200,25%,,,,Active,,,,,,,,,,,,,,,,,
7943,GREENTEC,101,0.11,0.115,0.11,+0.005,0.115,0.11,0.24,0.08,3145,,50,1936505,67%,0.004,-5.09,,Active,,,,,,,,,,,,,,,,,
7943WC,GREENTEC-WC,101,,,0.075,,-,-,0.12,0.03,0,,-,1964090,52%,-0.002,,,Active,,,,,,,,,,,,,,,,,
0136,GREENYB,101,0.195,0.195,0.19,+0.005,0.195,0.195,0.25,0.16,400,,100,54700,50%,,-1,,Active,,,,,,,,,,,,,,,,,
7022,GTRONIC,105,0.315,0.325,0.32,+0.005,0.33,0.315,0.63,0.295,39251,10.77%,49,5352055,36%,-0.005,3.94,8.31,Active,,,,,,,,,,,,,,,,,
3247,GUH,102,0.31,0.31,0.31,-,0.31,0.31,0.405,0.27,100,,100,203245,50%,0.003,-7.71,,Active,,,,,,,,,,,,,,,,,
3247WA,GUH-WA,102,0.055,0.055,0.065,-0.01,0.055,0.055,0.085,0.045,60,,-,152200,40%,0.001,,,Active,,,,,,,,,,,,,,,,,
1503,GUOCO,120,0.59,0.595,0.595,-,0.595,0.59,0.73,0.55,449,,43,70875,35%,-0.003,2.79,16.43,Active,,,,,,,,,,,,,,,,,
0237,HAILY,403,0.21,0.21,0.21,-,0.215,0.21,0.28,0.17,1931,1.48%,99,265260,40%,-0.002,3.47,10.26,Active,,,,,,,,,,,,,,,,,
0237WA,HAILY-WA,403,0.065,0.08,0.08,-,0.08,0.065,0.095,0.05,2002,,95,204360,60%,0.001,,,Active,,,,,,,,,,,,,,,,,
7253,HANDAL,161,0.035,0.035,0.04,-0.005,0.04,0.035,0.07,0.03,620,,6,406815,50%,,0.48,,Active,,,,,,,,,,,,,,,,,
7253WB,HANDAL-WB,161,,,0.01,,-,-,0.02,0.005,0,,-,117190,50%,,,,Active,,,,,,,,,,,,,,,,,
3034,HAPSENG,102,3.12,3.1,3.12,-0.02,3.14,3.09,3.98,2.4,3105,6.45%,32,524660,78%,0.071,26.13,10,Active,,,,,,,,,,,,,,,,,
2062,HARBOUR,164,1.53,1.5,1.5,-,1.53,1.5,1.65,1.18,359,4.00%,14,122585,50%,-0.001,29.15,4.39,Active,,,,,,,,,,,,,,,,,
5008,HARISON,101,1.18,1.17,1.18,-0.01,1.18,1.17,8.7,1.14,91,,-,91055,53%,-0.022,12.58,9.12,Active,,,,,,,,,,,,,,,,,
7501,HARNLEN,125,0.59,0.58,0.58,-,0.59,0.58,0.8,0.35,230,7.76%,43,57905,43%,-0.002,5.75,11.28,Active,,,,,,,,,,,,,,,,,
7501WB,HARNLEN-WB,125,0.33,0.33,0.33,-,0.33,0.33,0.52,0.1,39,,-,13975,17%,-0.007,,,Active,,,,,,,,,,,,,,,,,
5168,HARTA,162,1.18,1.2,1.17,+0.030,1.22,1.17,4.11,1.09,25403,9.80%,64,7927020,40%,-0.008,2.18,55.28,Active,,,,,,,,,,,,,,,,,
51682P,HARTA-C2P,362,,,0.005,,-,-,0.12,0.005,0,,-,332955,100%,-0.003,,,Active,,,,,,,,,,,,,,,,,
51682T,HARTA-C2T,362,,,0.005,,-,-,0.125,0.005,0,,-,72870,25%,-0.017,,,Active,,,,,,,,,,,,,,,,,
51682U,HARTA-C2U,362,,,0.01,,-,-,0.22,0.01,0,,-,654030,18%,-0.024,,,Active,,,,,,,,,,,,,,,,,
51682V,HARTA-C2V,362,,,0.005,,-,-,0.085,0.005,0,,-,1020045,27%,-0.013,,,Active,,,,,,,,,,,,,,,,,
51682W,HARTA-C2W,362,,,0.01,,-,-,0.085,0.005,0,,-,271245,14%,-0.013,,,Active,,,,,,,,,,,,,,,,,
51682X,HARTA-C2X,362,,,0.01,,-,-,0.07,0.01,0,,-,268815,50%,-0.005,,,Active,,,,,,,,,,,,,,,,,
51682Y,HARTA-C2Y,362,,,0.02,,-,-,0.045,0.015,0,,-,-,33%,,,,Active,,,,,,,,,,,,,,,,,
51682Z,HARTA-C2Z,362,0.1,0.105,0.1,+0.005,0.105,0.1,0.155,0.095,4000,,50,210540,41%,-0.007,,,Active,,,,,,,,,,,,,,,,,
51683A,HARTA-C3A,362,,,0.045,,-,-,0.1,0.045,0,,-,366715,39%,-0.005,,,Active,,,,,,,,,,,,,,,,,
51683B,HARTA-C3B,362,0.055,0.055,0.05,+0.005,0.055,0.055,0.075,0.05,40,,75,-,0%,,,,Active,,,,,,,,,,,,,,,,,
51683C,HARTA-C3C,362,0.095,0.1,0.09,+0.010,0.1,0.095,0.145,0.08,5727,,50,890875,31%,,,,Active,,,,,,,,,,,,,,,,,
51683D,HARTA-C3D,362,0.055,0.055,0.055,-,0.055,0.055,0.08,0.045,5000,,44,-,42%,,,,Active,,,,,,,,,,,,,,,,,
0320,HAWK,461,0.29,0.285,0.29,-0.005,0.295,0.285,0.585,0.27,3097,,5,763340,57%,-0.009,2.58,11.04,Active,,,,,,,,,,,,,,,,,
5187,HBGLOB,101,0.045,0.045,0.05,-0.005,0.045,0.045,0.105,0.04,116,,84,445610,60%,,-0.28,,Active,,,,,,,,,,,,,,,,,
7105,HCK,120,2.15,2.15,2.15,-,2.16,2.14,2.35,2.06,3160,,99,324570,25%,-0.006,3.97,64.99,Active,,,,,,,,,,,,,,,,,
7105WA,HCK-WA,120,,,1.15,,-,-,1.23,1.09,0,,-,11655,36%,,,,Active,,,,,,,,,,,,,,,,,
0296,HEGROUP,402,0.37,0.37,0.37,-,0.375,0.365,0.59,0.2,4171,,51,2252715,50%,-0.011,3.11,11.89,Active,,,,,,,,,,,,,,,,,
3255,HEIM,101,21.58,21.74,21.58,+0.160,21.9,21.52,28.68,19.8,1292,7.13%,70,254170,68%,0.099,154.5,14.07,Active,,,,,,,,,,,,,,,,,
5121,HEKTAR,150,0.44,0.44,0.44,-,0.44,0.435,0.575,0.415,586,7.16%,24,892435,40%,-0.002,3.6,12.68,Active,,,,,,,,,,,,,,,,,
4324,HENGYUAN,161,0.81,0.795,0.81,-0.015,0.815,0.79,2.42,0.785,19016,,51,2537970,32%,-0.063,-119.19,,Active,,,,,,,,,,,,,,,,,
