Code,Stock,Sector,Open,Last,Prv Close,Chg,High,Low,Y-High,Y-Low,Vol,DY*,B%,Vol MA (20),RSI (14),"MACD (26, 12)",EPS*,P/E,Status,
,HSI-PWJZ,HSI-PWJZ,,,,,,,,,,,,,,,,,,
0659HM,NDX-HM,NDX-HM,0.085,0.085,0.085,-,0.085,0.085,0.245,0.085,601,,100,693150,15%,-0.026,,,Active,
,NDX-HM,NDX-HM,,,,,,,,,,,,,,,,,,
12951X,PBBANK-C1X,PBBANK-C1X,,,0.09,,-,-,0.135,0.085,0,,-,-,0%,,,,Active,
,PBBANK-C1X,PBBANK-C1X,,,,,,,,,,,,,,,,,,
4081,PMCORP,PMCORP,0.1,0.1,0.1,-,0.1,0.1,0.165,0.085,100,,-,53680,45%,-0.002,-4.15,,Active,
,PMCORP,PMCORP,,,,,,,,,,,,,,,,,,
4383C8,JTIASA-C8,JTIASA-C8,,,0.085,,-,-,0.085,0.085,0,,-,-,0%,,,,Active,
,JTIASA-C8,JTIASA-C8,,,,,,,,,,,,,,,,,,
5056WB,ENGTEX-WB,ENGTEX-WB,0.195,0.19,0.195,-0.005,0.195,0.19,0.275,0.085,1738,,11,523835,85%,0.012,,,Active,
,ENGTEX-WB,ENGTEX-WB,,,,,,,,,,,,,,,,,,
5184CL,CYPARK-CL,CYPARK-CL,,,0.09,,-,-,0.09,0.085,0,,-,-,0%,,,,Active,
,CYPARK-CL,CYPARK-CL,,,,,,,,,,,,,,,,,,
524631,WPRTS-C31,WPRTS-C31,,,0.29,,-,-,0.36,0.085,0,,-,95565,46%,0.013,,,Active,
,WPRTS-C31,WPRTS-C31,,,,,,,,,,,,,,,,,,
5216WB,NEXG-WB,NEXG-WB,0.28,0.285,0.28,+0.005,0.295,0.28,0.345,0.085,18498,,54,5243665,48%,0.005,,,Active,
,NEXG-WB,NEXG-WB,,,,,,,,,,,,,,,,,,
526342,SUNCON-C42,SUNCON-C42,,,0.165,,-,-,0.165,0.085,0,,-,-,51%,,,,Active,
,SUNCON-C42,SUNCON-C42,,,,,,,,,,,,,,,,,,
528633,MI-C33,MI-C33,0.1,0.1,0.11,-0.01,0.1,0.1,0.11,0.085,170,,-,-,59%,,,,Active,
,MI-C33,MI-C33,,,,,,,,,,,,,,,,,,
5309CS,ITMAX-CS,ITMAX-CS,0.15,0.15,0.145,+0.005,0.15,0.15,0.17,0.085,1080,,72,126050,37%,0.013,,,Active,
,ITMAX-CS,ITMAX-CS,,,,,,,,,,,,,,,,,,
530623,FFB-C23,FFB-C23,,,0.105,,-,-,0.105,0.085,0,,-,-,0%,,,,Active,
,FFB-C23,FFB-C23,,,,,,,,,,,,,,,,,,
5337CC,ECOSHOP-CC,ECOSHOP-CC,,,0.12,,-,-,0.13,0.085,0,,-,647000,47%,0.001,,,Active,
,ECOSHOP-CC,ECOSHOP-CC,,,,,,,,,,,,,,,,,,
532614,99SMART-C14,99SMART-C14,,,0.1,,-,-,0.1,0.085,0,,-,-,0%,,,,Active,
,99SMART-C14,99SMART-C14,,,,,,,,,,,,,,,,,,
53983I,GAMUDA-C3I,GAMUDA-C3I,,,0.445,,-,-,0.52,0.085,0,,-,149525,37%,0.008,,,Active,
,GAMUDA-C3I,GAMUDA-C3I,,,,,,,,,,,,,,,,,,
68881M,AXIATA-C1M,AXIATA-C1M,,,0.22,,-,-,0.26,0.085,0,,-,148205,62%,0.031,,,Active,
,AXIATA-C1M,AXIATA-C1M,,,,,,,,,,,,,,,,,,
674298,YTLPOWR-C98,YTLPOWR-C98,,,0.11,,-,-,0.11,0.085,0,,-,-,0%,,,,Active,
,YTLPOWR-C98,YTLPOWR-C98,,,,,,,,,,,,,,,,,,
715384,KOSSAN-C84,KOSSAN-C84,,,0.085,,-,-,0.11,0.085,0,,-,-,0%,,,,Active,
,KOSSAN-C84,KOSSAN-C84,,,,,,,,,,,,,,,,,,
720419,D&O-C19,D&O-C19,0.25,0.245,0.24,+0.005,0.255,0.245,0.245,0.085,775,,45,-,84%,,,,Active,
,D&O-C19,D&O-C19,,,,,,,,,,,,,,,,,,
7215,NIHSIN,NIHSIN,0.105,0.105,0.11,-0.005,0.105,0.105,0.125,0.085,1210,,-,311615,100%,-0.001,-1.4,,Active,
,NIHSIN,NIHSIN,,,,,,,,,,,,,,,,,,
729351,YINSON-C51,YINSON-C51,0.11,0.105,0.105,-,0.12,0.105,0.115,0.085,14869,,49,-,62%,,,,Active,
,YINSON-C51,YINSON-C51,,,,,,,,,,,,,,,,,,
8338,DATAPRP,DATAPRP,0.105,0.11,0.105,+0.005,0.115,0.105,0.175,0.085,18834,,76,2764005,67%,0.001,-3.27,,Active,
,DATAPRP,DATAPRP,,,,,,,,,,,,,,,,,,
8141,MJPERAK,MJPERAK,0.105,0.105,0.115,-0.01,0.105,0.105,0.25,0.085,150,,-,45710,50%,-0.001,-1.74,,Active,
,MJPERAK,MJPERAK,,,,,,,,,,,,,,,,,,
8966,TECHBASE,TECHBASE,0.11,0.105,0.11,-0.005,0.11,0.105,0.16,0.085,2701,,51,1023195,57%,-0.001,-10.55,,Active,
,TECHBASE,TECHBASE,,,,,,,,,,,,,,,,,,
9814,BERTAM,BERTAM,0.115,0.115,0.115,-,0.115,0.115,0.21,0.085,200,,-,75290,50%,-0.001,0.5,30.64,Active,
,BERTAM,BERTAM,,,,,,,,,,,,,,,,,,
9946,REX,REX,0.175,0.17,0.175,-0.005,0.175,0.17,0.18,0.085,13580,,32,1952595,80%,0.008,-0.63,,Active,
,REX,REX,,,,,,,,,,,,,,,,,,
100,ESCERAM,ESCERAM,0.1,0.1,0.1,-,0.1,0.095,0.165,0.09,1705,,53,292015,67%,,0.91,10.98,Active,
,ESCERAM,ESCERAM,,,,,,,,,,,,,,,,,,
119,APPASIA,APPASIA,0.095,0.095,0.095,-,0.095,0.095,0.155,0.09,1835,,-,304545,57%,,0.24,48.79,Active,
,APPASIA,APPASIA,,,,,,,,,,,,,,,,,,
107,EDUSPEC,EDUSPEC,0.135,0.14,0.14,-,0.14,0.135,0.15,0.09,29615,,2,2238265,50%,,-2.67,,Active,
,EDUSPEC,EDUSPEC,,,,,,,,,,,,,,,,,,
01388W,ZETRIX-C8W,ZETRIX-C8W,,,0.09,,-,-,0.195,0.09,0,,-,5972600,29%,-0.02,,,Active,
,ZETRIX-C8W,ZETRIX-C8W,,,,,,,,,,,,,,,,,,
01389F,ZETRIX-C9F,ZETRIX-C9F,0.09,0.09,0.09,-,0.09,0.09,0.16,0.09,1000,,-,1594090,39%,-0.008,,,Active,
,ZETRIX-C9F,ZETRIX-C9F,,,,,,,,,,,,,,,,,,
01663S,INARI-C3S,INARI-C3S,,,0.105,,-,-,0.13,0.09,0,,-,-,0%,,,,Active,
,INARI-C3S,INARI-C3S,,,,,,,,,,,,,,,,,,
0215CR,SLVEST-CR,SLVEST-CR,,,0.15,,-,-,0.15,0.09,0,,-,1110385,67%,0.006,,,Active,
,SLVEST-CR,SLVEST-CR,,,,,,,,,,,,,,,,,,
205,DPIH,DPIH,0.105,0.105,0.105,-,0.105,0.1,0.185,0.09,413,,16,87545,44%,-0.001,0.38,25.23,Active,
,DPIH,DPIH,,,,,,,,,,,,,,,,,,
0225CM,SCGBHD-CM,SCGBHD-CM,0.095,0.095,0.09,+0.005,0.095,0.095,0.105,0.09,160,,-,-,0%,,,,Active,
,SCGBHD-CM,SCGBHD-CM,,,,,,,,,,,,,,,,,,
0650Q5,FBMKLCI-CQ5,FBMKLCI-CQ5,,,0.105,,-,-,0.105,0.09,0,,-,-,0%,,,,Active,
,FBMKLCI-CQ5,FBMKLCI-CQ5,,,,,,,,,,,,,,,,,,
0652JN,HSI-PWJN,HSI-PWJN,0.11,0.105,0.11,-0.005,0.11,0.1,0.46,0.09,43139,,15,457445,35%,-0.062,,,Active,
,HSI-PWJN,HSI-PWJN,,,,,,,,,,,,,,,,,,
11552A,MAYBANKC2A,MAYBANKC2A,,,0.095,,-,-,0.12,0.09,0,,-,-,37%,,,,Active,
,MAYBANKC2A,MAYBANKC2A,,,,,,,,,,,,,,,,,,
11552E,MAYBANKC2E,MAYBANKC2E,0.13,0.125,0.125,-,0.13,0.125,0.15,0.09,1300,,100,-,61%,,,,Active,
,MAYBANKC2E,MAYBANKC2E,,,,,,,,,,,,,,,,,,
16193T,DRBHCOMC3T,DRBHCOMC3T,,,0.125,,-,-,0.13,0.09,0,,-,-,0%,,,,Active,
,DRBHCOMC3T,DRBHCOMC3T,,,,,,,,,,,,,,,,,,
3174,L&G,L&G,0.12,0.13,0.115,+0.015,0.135,0.12,0.135,0.09,445042,6.15%,57,2492160,33%,,1.22,10.92,Active,
,L&G,L&G,,,,,,,,,,,,,,,,,,
33361L,IJM-C1L,IJM-C1L,,,0.11,,-,-,0.15,0.09,0,,-,-,43%,,,,Active,
,IJM-C1L,IJM-C1L,,,,,,,,,,,,,,,,,,
33361E,IJM-C1E,IJM-C1E,0.205,0.2,0.195,+0.005,0.205,0.2,0.285,0.09,500,,60,57525,36%,,,,Active,
,IJM-C1E,IJM-C1E,,,,,,,,,,,,,,,,,,
46771R,YTL-C1R,YTL-C1R,0.15,0.155,0.15,+0.005,0.155,0.15,0.165,0.09,4320,,-,2619050,46%,0.001,,,Active,
,YTL-C1R,YTL-C1R,,,,,,,,,,,,,,,,,,
46771S,YTL-C1S,YTL-C1S,0.165,0.17,0.165,+0.005,0.17,0.16,0.2,0.09,1364,,22,314285,43%,,,,Active,
,YTL-C1S,YTL-C1S,,,,,,,,,,,,,,,,,,
5038CN,KSL-CN,KSL-CN,0.57,0.54,0.545,-0.005,0.57,0.51,0.555,0.09,6203,,37,368685,95%,0.077,,,Active,
,KSL-CN,KSL-CN,,,,,,,,,,,,,,,,,,
5090,MEDIAC,MEDIAC,0.095,0.1,0.1,-,0.1,0.095,0.14,0.09,1392,4.50%,95,225550,60%,,-2.04,,Active,
,MEDIAC,MEDIAC,,,,,,,,,,,,,,,,,,
528530,SDG-C30,SDG-C30,,,0.09,,-,-,0.115,0.09,0,,-,-,0%,,,,Active,
,SDG-C30,SDG-C30,,,,,,,,,,,,,,,,,,
5300WA,YENHER-WA,YENHER-WA,,,0.095,,-,-,0.35,0.09,0,,-,33925,42%,-0.02,,,Active,
,YENHER-WA,YENHER-WA,,,,,,,,,,,,,,,,,,
5337CA,ECOSHOP-CA,ECOSHOP-CA,0.15,0.15,0.155,-0.005,0.15,0.15,0.165,0.09,5979,,-,619915,47%,0.001,,,Active,
,ECOSHOP-CA,ECOSHOP-CA,,,,,,,,,,,,,,,,,,
5337CJ,ECOSHOP-CJ,ECOSHOP-CJ,,,0.105,,-,-,0.12,0.09,0,,-,1877900,50%,,,,Active,
,ECOSHOP-CJ,ECOSHOP-CJ,,,,,,,,,,,,,,,,,,
5326C1,99SMART-C1,99SMART-C1,0.32,0.32,0.32,-,0.32,0.32,0.32,0.09,1,,-,84565,65%,0.024,,,Active,
,99SMART-C1,99SMART-C1,,,,,,,,,,,,,,,,,,
532615,99SMART-C15,99SMART-C15,0.1,0.1,0.095,+0.005,0.1,0.1,0.1,0.09,630,,100,-,0%,,,,Active,
,99SMART-C15,99SMART-C15,,,,,,,,,,,,,,,,,,
53984A,GAMUDA-C4A,GAMUDA-C4A,,,0.095,,-,-,0.105,0.09,0,,-,-,0%,,,,Active,
,GAMUDA-C4A,GAMUDA-C4A,,,,,,,,,,,,,,,,,,
5337CP,ECOSHOP-CP,ECOSHOP-CP,,,0.09,,-,-,0.11,0.09,0,,-,-,0%,,,,Active,
,ECOSHOP-CP,ECOSHOP-CP,,,,,,,,,,,,,,,,,,
601255,MAXIS-C55,MAXIS-C55,,,0.1,,-,-,0.18,0.09,0,,-,-,0%,,,,Active,
,MAXIS-C55,MAXIS-C55,,,,,,,,,,,,,,,,,,
68881Q,AXIATA-C1Q,AXIATA-C1Q,0.17,0.17,0.165,+0.005,0.17,0.17,0.195,0.09,600,,100,-,0%,,,,Active,
,AXIATA-C1Q,AXIATA-C1Q,,,,,,,,,,,,,,,,,,
674289,YTLPOWR-C89,YTLPOWR-C89,0.145,0.145,0.145,-,0.145,0.145,0.175,0.09,500,,80,366555,45%,,,,Active,
,YTLPOWR-C89,YTLPOWR-C89,,,,,,,,,,,,,,,,,,
7099,MAYU,MAYU,0.1,0.1,0.125,-0.025,0.1,0.1,0.31,0.09,90,,-,46420,52%,-0.001,-0.32,,Active,
,MAYU,MAYU,,,,,,,,,,,,,,,,,,
715385,KOSSAN-C85,KOSSAN-C85,,,0.09,,-,-,0.09,0.09,0,,-,-,0%,,,,Active,
,KOSSAN-C85,KOSSAN-C85,,,,,,,,,,,,,,,,,,
720421,D&O-C21,D&O-C21,,,0.19,,-,-,0.19,0.09,0,,-,-,0%,,,,Active,
,D&O-C21,D&O-C21,,,,,,,,,,,,,,,,,,
72772L,DIALOG-C2L,DIALOG-C2L,,,0.09,,-,-,0.1,0.09,0,,-,-,0%,,,,Active,
,DIALOG-C2L,DIALOG-C2L,,,,,,,,,,,,,,,,,,
88691Y,PMETAL-C1Y,PMETAL-C1Y,0.11,0.11,0.115,-0.005,0.11,0.11,0.115,0.09,30,,100,-,0%,,,,Active,
,PMETAL-C1Y,PMETAL-C1Y,,,,,,,,,,,,,,,,,,
88692D,PMETAL-C2D,PMETAL-C2D,,,0.09,,-,-,0.09,0.09,0,,-,-,0%,,,,Active,
,PMETAL-C2D,PMETAL-C2D,,,,,,,,,,,,,,,,,,
12844,FRONTKN-C44,FRONTKN-C44,0.1,0.095,0.105,-0.01,0.1,0.095,0.11,0.095,2250,,20,-,0%,,,,Active,
,FRONTKN-C44,FRONTKN-C44,,,,,,,,,,,,,,,,,,
0128WB,FRONTKN-WB,FRONTKN-WB,0.325,0.315,0.325,-0.01,0.325,0.31,0.43,0.095,49845,,38,8986275,59%,0.021,,,Active,
,FRONTKN-WB,FRONTKN-WB,,,,,,,,,,,,,,,,,,
0248WA,YEWLEE-WA,YEWLEE-WA,0.12,0.12,0.12,-,0.12,0.115,0.325,0.095,20485,,87,5812105,100%,-0.014,,,Active,
,YEWLEE-WA,YEWLEE-WA,,,,,,,,,,,,,,,,,,
322,KHB,KHB,0.11,0.115,0.11,+0.005,0.115,0.11,0.29,0.095,4558,,56,398380,40%,,0.83,17.48,Active,
,KHB,KHB,,,,,,,,,,,,,,,,,,
58247,ALIBABA-C47,ALIBABA-C47,0.33,0.325,0.33,-0.005,0.34,0.315,0.35,0.095,676,,33,232965,78%,,,,Active,
,ALIBABA-C47,ALIBABA-C47,,,,,,,,,,,,,,,,,,
05811D,XIAOMI-H1D,XIAOMI-H1D,,,0.105,,-,-,0.105,0.095,0,,-,-,0%,,,,Active,
,XIAOMI-H1D,XIAOMI-H1D,,,,,,,,,,,,,,,,,,
0652GY,HSI-CWGY,HSI-CWGY,0.11,0.11,0.12,-0.01,0.115,0.095,0.365,0.095,80189,,48,5514950,32%,-0.023,,,Active,
,HSI-CWGY,HSI-CWGY,,,,,,,,,,,,,,,,,,
0654HQ,NIKKEI-HQ,NIKKEI-HQ,0.095,0.11,0.1,+0.010,0.125,0.095,0.46,0.095,7660,,30,873840,21%,-0.057,,,Active,
,NIKKEI-HQ,NIKKEI-HQ,,,,,,,,,,,,,,,,,,
0741C1,PLANTIR-C1,PLANTIR-C1,,,0.16,,-,-,0.175,0.095,0,,-,63870,64%,,,,Active,
,PLANTIR-C1,PLANTIR-C1,,,,,,,,,,,,,,,,,,
0736C4,BAIDU-C4,BAIDU-C4,0.37,0.375,0.355,+0.020,0.38,0.37,0.4,0.095,565,,73,-,63%,,,,Active,
,BAIDU-C4,BAIDU-C4,,,,,,,,,,,,,,,,,,
106668,RHBBANKC68,RHBBANKC68,0.095,0.095,0.1,-0.005,0.095,0.095,0.11,0.095,1000,,100,-,0%,,,,Active,
,RHBBANKC68,RHBBANKC68,,,,,,,,,,,,,,,,,,
10232D,CIMB-C2D,CIMB-C2D,,,0.155,,-,-,0.18,0.095,0,,-,222695,46%,0.014,,,Active,
,CIMB-C2D,CIMB-C2D,,,,,,,,,,,,,,,,,,
4383C7,JTIASA-C7,JTIASA-C7,0.09,0.09,0.095,-0.005,0.09,0.09,0.16,0.095,3450,,86,253270,20%,-0.015,,,Active,
,JTIASA-C7,JTIASA-C7,,,,,,,,,,,,,,,,,,
47153O,GENM-C3O,GENM-C3O,0.14,0.14,0.13,+0.010,0.14,0.14,0.135,0.095,20000,,39,-,73%,,,,Active,
,GENM-C3O,GENM-C3O,,,,,,,,,,,,,,,,,,
522556,IHH-C56,IHH-C56,,,0.165,,-,-,0.18,0.095,0,,-,-,0%,,,,Active,
,IHH-C56,IHH-C56,,,,,,,,,,,,,,,,,,
521677,NEXG-C77,NEXG-C77,,,0.11,,-,-,0.12,0.095,0,,-,-,0%,,,,Active,
,NEXG-C77,NEXG-C77,,,,,,,,,,,,,,,,,,
530622,FFB-C22,FFB-C22,0.21,0.2,0.21,-0.01,0.21,0.2,0.215,0.095,300,,-,-,70%,,,,Active,
,FFB-C22,FFB-C22,,,,,,,,,,,,,,,,,,
5335CC,HI-CC,HI-CC,,,0.1,,-,-,0.1,0.095,0,,-,-,0%,,,,Active,
,HI-CC,HI-CC,,,,,,,,,,,,,,,,,,
5330CA,TMK-CA,TMK-CA,,,0.095,,-,-,0.095,0.095,0,,-,-,0%,,,,Active,
,TMK-CA,TMK-CA,,,,,,,,,,,,,,,,,,
5326C3,99SMART-C3,99SMART-C3,,,0.175,,-,-,0.175,0.095,0,,-,-,78%,,,,Active,
,99SMART-C3,99SMART-C3,,,,,,,,,,,,,,,,,,
5326C8,99SMART-C8,99SMART-C8,,,0.2,,-,-,0.2,0.095,0,,-,142525,60%,0.027,,,Active,
,99SMART-C8,99SMART-C8,,,,,,,,,,,,,,,,,,
67421A,YTLPOWR-C1A,YTLPOWR-C1A,,,0.095,,-,-,0.115,0.095,0,,-,-,0%,,,,Active,
,YTLPOWR-C1A,YTLPOWR-C1A,,,,,,,,,,,,,,,,,,
716055,PENTA-C55,PENTA-C55,,,0.095,,-,-,0.105,0.095,0,,-,-,0%,,,,Active,
,PENTA-C55,PENTA-C55,,,,,,,,,,,,,,,,,,
7139,NICE,NICE,0.12,0.12,0.12,-,0.12,0.115,0.205,0.095,10087,,56,1602520,67%,0.004,-0.8,,Active,
,NICE,NICE,,,,,,,,,,,,,,,,,,
7245WC,CITAGLB-WC,CITAGLB-WC,0.16,0.16,0.165,-0.005,0.16,0.16,0.25,0.095,100,,-,40420,36%,-0.002,,,Active,
,CITAGLB-WC,CITAGLB-WC,,,,,,,,,,,,,,,,,,
72772J,DIALOG-C2J,DIALOG-C2J,,,0.13,,-,-,0.135,0.095,0,,-,-,0%,,,,Active,
,DIALOG-C2J,DIALOG-C2J,,,,,,,,,,,,,,,,,,
9431WA,SJC-WA,SJC-WA,0.125,0.13,0.135,-0.005,0.135,0.125,0.34,0.095,18042,,93,2871925,40%,-0.005,,,Active,
,SJC-WA,SJC-WA,,,,,,,,,,,,,,,,,,
01389A,ZETRIX-C9A,ZETRIX-C9A,,,0.11,,-,-,0.13,0.1,0,,-,-,53%,,,,Active,
,ZETRIX-C9A,ZETRIX-C9A,,,,,,,,,,,,,,,,,,
01389J,ZETRIX-C9J,ZETRIX-C9J,,,0.125,,-,-,0.165,0.1,0,,-,618470,52%,,,,Active,
,ZETRIX-C9J,ZETRIX-C9J,,,,,,,,,,,,,,,,,,
01389V,ZETRIX-C9V,ZETRIX-C9V,,,0.1,,-,-,0.1,0.1,0,,-,-,0%,,,,Active,
,ZETRIX-C9V,ZETRIX-C9V,,,,,,,,,,,,,,,,,,
195,BINACOM,BINACOM,0.12,0.12,0.12,-,0.12,0.115,0.23,0.1,2500,,65,276900,50%,,0.47,34.65,Active,
,BINACOM,BINACOM,,,,,,,,,,,,,,,,,,
0215CM,SLVEST-CM,SLVEST-CM,,,0.33,,-,-,0.37,0.1,0,,-,199345,51%,0.024,,,Active,
,SLVEST-CM,SLVEST-CM,,,,,,,,,,,,,,,,,,
221,TCS,TCS,0.125,0.12,0.125,-0.005,0.125,0.12,0.17,0.1,1495,,-,128440,50%,,0.28,53.1,Active,
,TCS,TCS,,,,,,,,,,,,,,,,,,
20818,GREATEC-C18,GREATEC-C18,,,0.37,,-,-,0.39,0.1,0,,-,158810,69%,0.041,,,Active,
,GREATEC-C18,GREATEC-C18,,,,,,,,,,,,,,,,,,
20819,GREATEC-C19,GREATEC-C19,,,0.215,,-,-,0.215,0.1,0,,-,21315,58%,0.019,,,Active,
,GREATEC-C19,GREATEC-C19,,,,,,,,,,,,,,,,,,
0227WA,EFRAME-WA,EFRAME-WA,0.14,0.145,0.14,+0.005,0.145,0.14,0.28,0.1,5326,,100,56015,35%,-0.005,,,Active,
,EFRAME-WA,EFRAME-WA,,,,,,,,,,,,,,,,,,
229,MOBILIA,MOBILIA,0.105,0.105,0.105,-,0.105,0.105,0.165,0.1,600,4.76%,50,115980,33%,-0.005,1.9,5.54,Active,
,MOBILIA,MOBILIA,,,,,,,,,,,,,,,,,,
0225CG,SCGBHD-CG,SCGBHD-CG,,,0.215,,-,-,0.22,0.1,0,,-,-,0%,,,,Active,
,SCGBHD-CG,SCGBHD-CG,,,,,,,,,,,,,,,,,,
3022,MCOM,MCOM,,,0.1,,-,-,0.16,0.1,0,,-,630800,58%,0.014,,,Active,
,MCOM,MCOM,,,,,,,,,,,,,,,,,,
3023,SMILE,SMILE,,,0.125,,-,-,0.16,0.1,0,,-,136055,36%,-0.006,,,Active,
,SMILE,SMILE,,,,,,,,,,,,,,,,,,
315,KUCINGKO,KUCINGKO,0.11,0.11,0.11,-,0.11,0.11,0.36,0.1,150,7.73%,100,941635,60%,,1.01,10.9,Active,
,KUCINGKO,KUCINGKO,,,,,,,,,,,,,,,,,,
3062,TSIC,TSIC,,,0.1,,-,-,0.11,0.1,0,,-,-,0%,,,,Active,
,TSIC,TSIC,,,,,,,,,,,,,,,,,,
0304WA,FPHB-WA,FPHB-WA,0.115,0.115,0.115,-,0.115,0.115,0.195,0.1,736,,-,150665,75%,,,,Active,
,FPHB-WA,FPHB-WA,,,,,,,,,,,,,,,,,,
0650Q1,FBMKLCI-CQ1,FBMKLCI-CQ1,,,0.195,,-,-,0.21,0.1,0,,-,58120,62%,0.016,,,Active,
,FBMKLCI-CQ1,FBMKLCI-CQ1,,,,,,,,,,,,,,,,,,
0652IM,HSI-CWIM,HSI-CWIM,0.14,0.135,0.15,-0.015,0.14,0.125,0.205,0.1,233404,,52,44964505,40%,,,,Active,
,HSI-CWIM,HSI-CWIM,,,,,,,,,,,,,,,,,,
0734C2,NVIDIA-C2,NVIDIA-C2,0.21,0.21,0.21,-,0.21,0.21,0.21,0.1,4000,,-,360525,100%,0.039,,,Active,
,NVIDIA-C2,NVIDIA-C2,,,,,,,,,,,,,,,,,,
10232E,CIMB-C2E,CIMB-C2E,0.145,0.145,0.16,-0.015,0.145,0.145,0.165,0.1,650,,-,-,0%,,,,Active,
,CIMB-C2E,CIMB-C2E,,,,,,,,,,,,,,,,,,
248820,ABMB-C20,ABMB-C20,0.095,0.095,0.1,-0.005,0.095,0.095,0.16,0.1,500,,100,84150,32%,,,,Active,
,ABMB-C20,ABMB-C20,,,,,,,,,,,,,,,,,,
33361F,IJM-C1F,IJM-C1F,,,0.14,,-,-,0.18,0.1,0,,-,1668950,60%,0.025,,,Active,
,IJM-C1F,IJM-C1F,,,,,,,,,,,,,,,,,,
51831Z,PCHEM-C1Z,PCHEM-C1Z,0.105,0.11,0.1,+0.010,0.11,0.105,0.105,0.1,5600,,100,-,0%,,,,Active,
,PCHEM-C1Z,PCHEM-C1Z,,,,,,,,,,,,,,,,,,
521143,SUNWAY-C43,SUNWAY-C43,0.165,0.165,0.165,-,0.165,0.165,0.175,0.1,100,,-,1086085,65%,0.008,,,Active,
,SUNWAY-C43,SUNWAY-C43,,,,,,,,,,,,,,,,,,
521675,NEXG-C75,NEXG-C75,,,0.1,,-,-,0.11,0.1,0,,-,-,0%,,,,Active,
,NEXG-C75,NEXG-C75,,,,,,,,,,,,,,,,,,
526333,SUNCON-C33,SUNCON-C33,,,0.245,,-,-,0.255,0.1,0,,-,-,68%,,,,Active,
,SUNCON-C33,SUNCON-C33,,,,,,,,,,,,,,,,,,
526346,SUNCON-C46,SUNCON-C46,0.16,0.16,0.18,-0.02,0.16,0.16,0.18,0.1,100,,100,-,0%,,,,Active,
,SUNCON-C46,SUNCON-C46,,,,,,,,,,,,,,,,,,
528632,MI-C32,MI-C32,0.16,0.165,0.16,+0.005,0.17,0.16,0.17,0.1,5030,,56,-,63%,,,,Active,
,MI-C32,MI-C32,,,,,,,,,,,,,,,,,,
526464,MALAKOFC64,MALAKOFC64,,,0.11,,-,-,0.12,0.1,0,,-,-,0%,,,,Active,
,MALAKOFC64,MALAKOFC64,,,,,,,,,,,,,,,,,,
530621,FFB-C21,FFB-C21,0.16,0.16,0.17,-0.01,0.16,0.16,0.175,0.1,281,,-,-,67%,,,,Active,
,FFB-C21,FFB-C21,,,,,,,,,,,,,,,,,,
5335CB,HI-CB,HI-CB,0.205,0.225,0.205,+0.020,0.225,0.205,0.205,0.1,615,,92,167270,75%,,,,Active,
,HI-CB,HI-CB,,,,,,,,,,,,,,,,,,
53983K,GAMUDA-C3K,GAMUDA-C3K,0.315,0.315,0.345,-0.03,0.315,0.315,0.38,0.1,110,,-,917295,66%,0.035,,,Active,
,GAMUDA-C3K,GAMUDA-C3K,,,,,,,,,,,,,,,,,,
53983Q,GAMUDA-C3Q,GAMUDA-C3Q,,,0.16,,-,-,0.185,0.1,0,,-,184875,50%,0.015,,,Active,
,GAMUDA-C3Q,GAMUDA-C3Q,,,,,,,,,,,,,,,,,,
53983W,GAMUDA-C3W,GAMUDA-C3W,0.1,0.1,0.105,-0.005,0.1,0.1,0.145,0.1,1170,,-,928940,36%,,,,Active,
,GAMUDA-C3W,GAMUDA-C3W,,,,,,,,,,,,,,,,,,
53983X,GAMUDA-C3X,GAMUDA-C3X,0.105,0.1,0.105,-0.005,0.105,0.1,0.135,0.1,400,,50,-,31%,,,,Active,
,GAMUDA-C3X,GAMUDA-C3X,,,,,,,,,,,,,,,,,,
68881S,AXIATA-C1S,AXIATA-C1S,,,0.1,,-,-,0.125,0.1,0,,-,-,0%,,,,Active,
,AXIATA-C1S,AXIATA-C1S,,,,,,,,,,,,,,,,,,
6769,JKGLAND,JKGLAND,0.11,0.11,0.105,+0.005,0.11,0.11,0.135,0.1,1380,,100,168855,50%,,1.94,5.66,Active,
,JKGLAND,JKGLAND,,,,,,,,,,,,,,,,,,
7186,SWSCAP,SWSCAP,0.165,0.16,0.16,-,0.17,0.16,0.215,0.1,303,,100,343840,75%,0.009,-1.17,,Active,
,SWSCAP,SWSCAP,,,,,,,,,,,,,,,,,,
7174WB,CAB-WB,CAB-WB,0.15,0.18,0.15,+0.030,0.18,0.15,0.235,0.1,15939,,85,170705,60%,0.001,,,Active,
,CAB-WB,CAB-WB,,,,,,,,,,,,,,,,,,
7501WB,HARNLEN-WB,HARNLEN-WB,,,0.365,,-,-,0.52,0.1,0,,-,21410,42%,,,,Active,
,HARNLEN-WB,HARNLEN-WB,,,,,,,,,,,,,,,,,,
820642,ECOWLD-C42,ECOWLD-C42,,,0.11,,-,-,0.115,0.1,0,,-,-,0%,,,,Active,
,ECOWLD-C42,ECOWLD-C42,,,,,,,,,,,,,,,,,,
8303,LOTUS,LOTUS,0.11,0.115,0.11,+0.005,0.115,0.11,0.235,0.1,1558,,23,80350,44%,,0.02,958.32,Active,
,LOTUS,LOTUS,,,,,,,,,,,,,,,,,,
111,K1,K1,0.11,0.11,0.115,-0.005,0.11,0.11,0.215,0.105,1680,,-,626185,50%,-0.001,0.02,147.85,Active,
