Code,Stock,Prv Close,High,Low,Last,Vol,Status,P/E,EPS*,"MACD (26, 12)",Vol MA (20),DY*,Y-Low,Y-High,RSI (14),Open,Sector,Chg,B%,code_clean,name_clean,price_num,volume_num,instrument_type,sector_raw,sector_name,daily_change
"=""0392""",KEEMING,0.870,0.865,0.820,0.835,87492,Active,,,,-,,0.785,0.89,0%,0.835,402,-0.035,44,0392,KEEMING,0.835,,Stock,402,Property,0.0
"=""7199""",KEINHIN,1.290,1.250,1.210,1.25,3,Active,8.65,11.14,-0.004,11455,2.00%,0.995,1.45,54%,1.21,102,-0.040,-,7199,KEINHIN,1.25,11455.0,Stock,102,Industrial & Consumer Products,0.0
"=""7323""",KEN,0.520,0.520,0.510,0.51,151,Active,11.9,4.58,,37365,,0.4,0.585,55%,0.52,120,-0.010,1,7323,KEN,0.51,37365.0,Stock,120,Industrial & Consumer Products,0.0
"=""6483""",KENANGA,0.855,0.865,0.855,0.86,1947,Active,6.61,13.18,0.001,506560,9.30%,0.83,1.1,47%,0.86,110,+0.005,45,6483,KENANGA,0.86,506560.0,Stock,110,Industrial & Consumer Products,0.0
"=""0307""",KENERGY,0.500,0.520,0.495,0.52,1879,Active,12.7,4.31,-0.037,701625,2.40%,0.485,0.895,21%,0.495,402,+0.020,56,0307,KENERGY,0.52,701625.0,Stock,402,Property,0.0
"=""7161""",KERJAYA,2.550,2.550,2.420,2.46,16073,Active,19.46,12.7,-0.019,1140955,6.10%,1.8,2.92,37%,2.55,103,-0.090,40,7161,KERJAYA,2.46,1140955.0,Stock,103,Industrial & Consumer Products,0.0
"=""7161C4""",KERJAYA-C4,0.135,0.125,0.085,0.09,9259,Active,,,-0.007,380535,,0.075,0.245,39%,0.125,303,-0.045,8,7161C4,KERJAYA-C4,0.09,380535.0,Warrant,303,Technology,0.0
"=""7161C5""",KERJAYA-C5,0.055,0.050,0.050,0.05,1000,Active,,,-0.005,139750,,0.055,0.125,36%,0.05,303,-0.005,100,7161C5,KERJAYA-C5,0.05,139750.0,Warrant,303,Technology,0.0
"=""7161C6""",KERJAYA-C6,0.125,0.115,0.105,0.105,1550,Active,,,,-,,0.125,0.15,0%,0.115,303,-0.020,32,7161C6,KERJAYA-C6,0.105,,Warrant,303,Technology,0.0
"=""9334""",KESM,2.850,3.000,2.900,2.9,15,Active,,19.03,-0.05,30355,2.07%,2.46,4.04,34%,3.0,105,+0.050,22,9334,KESM,2.9,30355.0,Stock,105,Industrial & Consumer Products,0.0
"=""0143""",KEYASIC,0.030,0.030,0.025,0.03,18215,Active,,-0.46,,722980,,0.03,0.05,43%,0.03,105,-,65,0143,KEYASIC,0.03,722980.0,Stock,105,Industrial & Consumer Products,0.0
"=""5321""",KEYFIELD,1.480,1.480,1.460,1.47,399,Active,5.22,31.79,-0.018,375115,7.48%,1.3,2.33,38%,1.48,161,-0.010,97,5321,KEYFIELD,1.47,375115.0,Stock,161,Industrial & Consumer Products,0.0
"=""6491""",KFIMA,2.590,2.580,2.570,2.58,459,Active,4.89,45.92,0.013,103625,7.36%,2.06,2.77,52%,2.57,102,-0.010,58,6491,KFIMA,2.58,103625.0,Stock,102,Industrial & Consumer Products,0.0
"=""0151""",KGB,4.780,4.810,4.730,4.79,10255,Active,29.91,18.24,-0.116,2391030,1.67%,2.6,5.88,11%,4.73,102,+0.010,48,0151,KGB,4.79,2391030.0,Stock,102,Industrial & Consumer Products,0.0
"=""0151C4""",KGB-C4,0.080,0.075,0.075,0.075,10,Active,,,,-,,0.075,0.13,0%,0.075,302,-0.005,100,0151C4,KGB-C4,0.075,,Warrant,302,Technology,0.0
"=""0151CR""",KGB-CR,0.240,0.245,0.240,0.24,3266,Active,,,-0.029,643250,,0.21,0.52,8%,0.24,302,-,42,0151CR,KGB-CR,0.24,643250.0,Warrant,302,Technology,0.0
"=""0151CS""",KGB-CS,0.080,0.075,0.075,0.075,10,Active,,,-0.017,9030,,0.075,0.21,5%,0.075,302,-0.005,-,0151CS,KGB-CS,0.075,9030.0,Warrant,302,Technology,0.0
"=""0151CV""",KGB-CV,0.010,0.010,0.010,0.01,1300,Active,,,-0.013,109825,,0.01,0.185,31%,0.01,302,-,62,0151CV,KGB-CV,0.01,109825.0,Warrant,302,Technology,0.0
"=""0151CX""",KGB-CX,0.055,0.030,0.030,0.03,30000,Active,,,,1118355,,0.05,0.105,26%,0.03,302,-0.025,-,0151CX,KGB-CX,0.03,1118355.0,Warrant,302,Technology,0.0
"=""0151CY""",KGB-CY,0.080,0.085,0.085,0.085,50,Active,,,-0.002,876895,,0.03,0.145,47%,0.085,302,+0.005,100,0151CY,KGB-CY,0.085,876895.0,Warrant,302,Technology,0.0
"=""0151WB""",KGB-WB,3.370,3.500,3.370,3.37,100,Active,,,-0.116,157930,,1.2,4.48,12%,3.5,102,-,20,0151WB,KGB-WB,3.37,157930.0,Warrant,102,Industrial & Consumer Products,0.0
"=""0036""",KGROUP,0.080,0.080,0.080,0.08,125,Active,,-0.4,-0.001,57440,,0.005,0.33,43%,0.08,405,-,-,0036,KGROUP,0.08,57440.0,Stock,405,Property,0.0
"=""0282""",KGW,0.130,0.135,0.130,0.135,1892,Active,24.32,0.56,-0.007,2770805,,0.115,0.2,35%,0.13,464,+0.005,-,0282,KGW,0.135,2770805.0,Stock,464,Property,0.0
"=""0322""",KHB,0.095,0.100,0.095,0.095,3441,Active,14.44,0.83,-0.001,203350,,0.095,0.15,40%,0.095,402,-,1,0322,KHB,0.095,203350.0,Stock,402,Property,0.0
"=""6203""",KHEESAN,0.125,0.125,0.115,0.115,20544,"Active, Alert",72.26,1.3,0.002,4769715,,0.08,0.3,45%,0.125,101,-0.010,32,6203,KHEESAN,0.115,4769715.0,Stock,101,Industrial & Consumer Products,0.0
"=""6203WA""",KHEESAN-WA,0.060,0.065,0.055,0.055,14714,"Active, Alert",,,0.005,2627140,,0.025,0.09,33%,0.06,101,-0.005,25,6203WA,KHEESAN-WA,0.055,2627140.0,Warrant,101,Industrial & Consumer Products,0.0
"=""0210""",KHJB,0.120,0.120,0.120,0.12,132,Active,,-0.8,-0.001,26270,,0.11,0.16,53%,0.12,401,-,-,0210,KHJB,0.12,26270.0,Stock,401,Property,0.0
"=""6211""",KIALIM,0.370,0.360,0.360,0.36,150,Active,3.91,9.2,-0.01,25190,,0.32,0.56,45%,0.36,102,-0.010,-,6211,KIALIM,0.36,25190.0,Stock,102,Industrial & Consumer Products,0.0
"=""5171""",KIMLUN,1.290,1.300,1.280,1.3,561,Active,10.14,14.24,-0.013,158810,1.54%,0.805,1.52,36%,1.28,103,+0.010,18,5171,KIMLUN,1.3,158810.0,Stock,103,Industrial & Consumer Products,0.0
"=""0193""",KINERGY,0.400,0.400,0.395,0.4,36428,Active,39.8,1.08,0.004,7042320,,0.305,0.42,63%,0.395,161,-,62,0193,KINERGY,0.4,7042320.0,Stock,161,Industrial & Consumer Products,0.0
"=""5280""",KIPREIT,0.930,0.930,0.925,0.925,10747,Active,7.7,15.94,0.006,2226150,7.35%,0.82,0.96,50%,0.93,150,-0.005,62,5280,KIPREIT,0.925,2226150.0,Stock,150,Industrial & Consumer Products,0.0
"=""5310""",KITACON,0.720,0.720,0.700,0.705,137,Active,6.8,10.38,-0.002,65100,4.26%,0.665,0.79,44%,0.7,103,-0.015,100,5310,KITACON,0.705,65100.0,Stock,103,Industrial & Consumer Products,0.0
"=""0293""",KJTS,0.790,0.800,0.765,0.795,16733,Active,64.94,1.23,-0.156,3266425,0.65%,0.67,1.81,18%,0.765,402,+0.005,84,0293,KJTS,0.795,3266425.0,Stock,402,Property,0.0
"=""9466""",KKB,1.230,1.240,1.220,1.22,690,Active,23.85,5.19,0.014,46075,3.11%,1.05,1.47,62%,1.22,102,-0.010,41,9466,KKB,1.22,46075.0,Stock,102,Industrial & Consumer Products,0.0
"=""5235SS""",KLCC,9.150,9.350,9.000,9.24,3659,Active,13.0,70.92,0.096,433515,5.09%,8.0,9.57,57%,9.1,150,+0.090,47,5235SS,KLCC,9.24,433515.0,Warrant,150,Industrial & Consumer Products,0.0
"=""2445""",KLK,19.800,19.860,19.700,19.82,6581,Active,22.72,73.9,-0.069,656110,3.03%,18.34,21.7,43%,19.78,125,+0.020,30,2445,KLK,19.82,656110.0,Stock,125,Industrial & Consumer Products,0.0
"=""244539""",KLK-C39,0.055,0.055,0.050,0.055,40,Active,,,-0.01,35980,,0.05,0.215,33%,0.05,325,-,25,244539,KLK-C39,0.055,35980.0,Warrant,325,Technology,0.0
"=""5027""",KMLOONG,2.380,2.390,2.370,2.37,1135,Active,11.96,16.59,-0.004,108735,6.33%,2.12,2.45,36%,2.37,125,-0.010,51,5027,KMLOONG,2.37,108735.0,Stock,125,Industrial & Consumer Products,0.0
"=""6971""",KOBAY,1.670,1.670,1.630,1.65,3028,Active,,-5.05,-0.015,1711690,,1.02,1.91,46%,1.66,102,-0.020,19,6971,KOBAY,1.65,1711690.0,Stock,102,Industrial & Consumer Products,0.0
"=""0338""",KOPI,1.360,1.370,1.350,1.36,21292,Active,44.77,3.25,-0.006,4321285,0.01%,0.625,1.61,30%,1.36,401,-,39,0338,KOPI,1.36,4321285.0,Stock,401,Property,0.0
"=""7153""",KOSSAN,0.995,1.000,0.975,1.0,39046,Active,20.89,4.7,-0.024,5530805,8.00%,0.935,2.45,40%,0.995,162,+0.005,61,7153,KOSSAN,1.0,5530805.0,Stock,162,Industrial & Consumer Products,0.0
"=""715386""",KOSSAN-C86,0.015,0.015,0.010,0.015,4680,Active,,,-0.005,659960,,0.005,0.105,40%,0.01,362,-,57,715386,KOSSAN-C86,0.015,659960.0,Warrant,362,Technology,0.0
"=""715390""",KOSSAN-C90,0.005,0.005,0.005,0.005,4001,Active,,,,-,,0.005,0.045,0%,0.005,362,-,-,715390,KOSSAN-C90,0.005,,Warrant,362,Technology,0.0
"=""0002""",KOTRA,4.250,4.180,4.090,4.18,30,Active,14.6,28.64,-0.011,10765,6.10%,3.85,4.5,60%,4.09,162,-0.070,23,0002,KOTRA,4.18,10765.0,Stock,162,Industrial & Consumer Products,0.0
"=""5878""",KPJ,2.780,2.800,2.770,2.79,45426,Active,31.01,8.11,0.016,6792170,1.49%,2.34,3.05,47%,2.78,162,+0.010,63,5878,KPJ,2.79,6792170.0,Stock,162,Industrial & Consumer Products,0.0
"=""587826""",KPJ-C26,0.070,0.070,0.070,0.07,24472,Active,,,-0.002,1182745,,0.06,0.18,36%,0.07,362,-,46,587826,KPJ-C26,0.07,1182745.0,Warrant,362,Technology,0.0
"=""587827""",KPJ-C27,0.075,0.070,0.065,0.07,900,Active,,,-0.001,1100500,,0.06,0.175,44%,0.065,362,-0.005,22,587827,KPJ-C27,0.07,1100500.0,Warrant,362,Technology,0.0
"=""587829""",KPJ-C29,0.040,0.040,0.040,0.04,1400,Active,,,-0.003,95200,,0.04,0.105,33%,0.04,362,-,64,587829,KPJ-C29,0.04,95200.0,Warrant,362,Technology,0.0
"=""587832""",KPJ-C32,0.085,0.085,0.085,0.085,2125,Active,,,,-,,0.075,0.095,0%,0.085,362,-,9,587832,KPJ-C32,0.085,,Warrant,362,Technology,0.0
"=""587833""",KPJ-C33,0.075,0.075,0.075,0.075,500,Active,,,,-,,0.075,0.075,0%,0.075,362,-,-,587833,KPJ-C33,0.075,,Warrant,362,Technology,0.0
"=""7077""",KPPROP,0.325,0.325,0.325,0.325,1,Active,38.16,1.35,,185930,3.08%,0.285,0.625,53%,0.325,120,-,-,7077,KPPROP,0.325,185930.0,Stock,120,Industrial & Consumer Products,0.0
"=""5843""",KPS,0.605,0.600,0.600,0.6,164,Active,4.26,13.7,-0.002,97085,10.83%,0.59,0.705,40%,0.6,102,-0.005,9,5843,KPS,0.6,97085.0,Stock,102,Industrial & Consumer Products,0.0
"=""9121""",KPSCB,0.825,0.830,0.810,0.83,1570,Active,8.07,10.29,0.034,76470,,0.4,0.835,78%,0.82,102,+0.005,95,9121,KPSCB,0.83,76470.0,Stock,102,Industrial & Consumer Products,0.0
"=""0176""",KRONO,0.115,0.120,0.115,0.12,19709,Active,9.32,1.55,-0.014,1471995,,0.115,0.285,17%,0.115,405,+0.005,11,0176,KRONO,0.12,1471995.0,Stock,405,Property,0.0
"=""3476""",KSENG,5.560,5.560,5.490,5.56,1189,Active,13.23,39.88,-0.007,37010,0.90%,5.1,5.99,42%,5.51,102,-,21,3476,KSENG,5.56,37010.0,Stock,102,Industrial & Consumer Products,0.0
"=""5038""",KSL,3.430,3.450,3.340,3.38,17924,Active,7.86,46.24,0.035,1032525,,1.25,3.47,73%,3.43,120,-0.050,48,5038,KSL,3.38,1032525.0,Stock,120,Industrial & Consumer Products,0.0
"=""5038CO""",KSL-CO,0.875,0.875,0.870,0.87,100,Active,,,0.029,148840,,0.11,0.93,57%,0.875,320,-0.005,50,5038CO,KSL-CO,0.87,148840.0,Warrant,320,Technology,0.0
"=""5038CP""",KSL-CP,0.630,0.610,0.610,0.61,1500,Active,,,0.012,136445,,0.345,0.66,71%,0.61,320,-0.020,85,5038CP,KSL-CP,0.61,136445.0,Warrant,320,Technology,0.0
"=""5038CQ""",KSL-CQ,0.120,0.115,0.110,0.115,3160,Active,,,,291410,,0.075,0.125,68%,0.11,320,-0.005,57,5038CQ,KSL-CQ,0.115,291410.0,Warrant,320,Technology,0.0
"=""5038CR""",KSL-CR,0.065,0.060,0.055,0.06,1300,Active,,,-0.002,72650,,0.035,0.08,58%,0.055,320,-0.005,92,5038CR,KSL-CR,0.06,72650.0,Warrant,320,Technology,0.0
"=""5038CS""",KSL-CS,0.060,0.055,0.055,0.055,22977,Active,,,,791765,,0.03,0.07,70%,0.055,320,-0.005,53,5038CS,KSL-CS,0.055,791765.0,Warrant,320,Technology,0.0
"=""5038CT""",KSL-CT,0.085,0.085,0.085,0.085,130,Active,,,,240750,,0.06,0.09,58%,0.085,320,-,85,5038CT,KSL-CT,0.085,240750.0,Warrant,320,Technology,0.0
"=""5038CU""",KSL-CU,0.230,0.235,0.215,0.225,9494,Active,,,,-,,0.16,0.235,0%,0.23,320,-0.005,52,5038CU,KSL-CU,0.225,,Warrant,320,Technology,0.0
"=""5192""",KSSC,0.950,0.960,0.955,0.955,16262,Active,24.04,4.75,0.049,390580,,0.64,1.03,55%,0.955,102,+0.005,28,5192,KSSC,0.955,390580.0,Stock,102,Industrial & Consumer Products,0.0
"=""0308""",KTI,0.390,0.395,0.390,0.39,16131,Active,36.58,1.29,-0.002,1101170,0.77%,0.345,0.44,50%,0.39,420,-,-,0308,KTI,0.39,1101170.0,Stock,420,Property,0.0
"=""0315""",KUCINGKO,0.105,0.100,0.100,0.1,799,Active,9.91,1.01,0.001,389200,8.50%,0.085,0.25,50%,0.1,463,-0.005,10,0315,KUCINGKO,0.1,389200.0,Stock,463,Property,0.0
"=""8362""",KYM,0.280,0.275,0.250,0.265,3083,Active,21.14,1.25,0.008,365420,,0.23,0.35,55%,0.275,102,-0.015,19,8362,KYM,0.265,365420.0,Stock,102,Industrial & Consumer Products,0.0
"=""3174""",L&G,0.145,0.145,0.140,0.145,3654,Active,12.18,1.22,0.001,7183590,5.52%,0.09,0.19,67%,0.145,120,-,57,3174,L&G,0.145,7183590.0,Stock,120,Industrial & Consumer Products,0.0
"=""0268""",L&PBHD,0.095,0.100,0.090,0.095,6622,Active,4.8,1.98,-0.001,198075,5.26%,0.08,0.235,40%,0.1,102,-,70,0268,L&PBHD,0.095,198075.0,Stock,102,Industrial & Consumer Products,0.0
"=""5341""",LACMED,0.990,0.990,0.960,0.96,6664,Active,,,0.011,1752650,,0.75,1.34,43%,0.99,162,-0.030,42,5341,LACMED,0.96,1752650.0,Stock,162,Industrial & Consumer Products,0.0
"=""7179""",LAGENDA,1.410,1.400,1.360,1.39,16531,Active,6.3,22.05,0.019,1693950,4.68%,1.09,1.56,52%,1.4,120,-0.020,54,7179,LAGENDA,1.39,1693950.0,Stock,120,Industrial & Consumer Products,0.0
"=""1643""",LANDMRK,0.095,0.100,0.095,0.1,100,Active,,-4.26,-0.003,104995,,0.095,0.17,36%,0.095,101,+0.005,100,1643,LANDMRK,0.1,104995.0,Stock,101,Industrial & Consumer Products,0.0
"=""9385""",LAYHONG,0.300,0.300,0.300,0.3,2997,Active,2.49,12.11,,1765695,,0.285,0.36,46%,0.3,101,-,81,9385,LAYHONG,0.3,1765695.0,Stock,101,Industrial & Consumer Products,0.0
"=""9326""",LBALUM,0.500,0.500,0.490,0.495,9432,Active,3.63,8.35,0.005,1382345,5.05%,0.42,0.545,56%,0.5,102,-0.005,33,9326,LBALUM,0.495,1382345.0,Stock,102,Industrial & Consumer Products,0.0
"=""8494""",LBICAP,0.345,0.390,0.340,0.39,64,Active,13.6,3.6,-0.011,21895,6.41%,0.34,0.5,51%,0.345,120,+0.045,78,8494,LBICAP,0.39,21895.0,Stock,120,Industrial & Consumer Products,0.0
"=""5789""",LBS,0.405,0.410,0.400,0.4,18144,Active,2.4,14.31,0.001,2297360,,0.37,0.55,53%,0.4,120,-0.005,59,5789,LBS,0.4,2297360.0,Stock,120,Industrial & Consumer Products,0.0
"=""5284""",LCTITAN,0.390,0.390,0.380,0.39,4774,Active,,-51.96,-0.007,1253540,,0.35,0.755,50%,0.39,102,-,23,5284,LCTITAN,0.39,1253540.0,Stock,102,Industrial & Consumer Products,0.0
"=""5284C2""",LCTITAN-C2,0.020,0.015,0.015,0.015,100,Active,,,,-,,0.02,0.03,0%,0.015,302,-0.005,-,5284C2,LCTITAN-C2,0.015,,Warrant,302,Technology,0.0
"=""5284C3""",LCTITAN-C3,0.050,0.055,0.055,0.055,500,Active,,,,-,,0.05,0.05,0%,0.055,302,+0.005,100,5284C3,LCTITAN-C3,0.055,,Warrant,302,Technology,0.0
"=""8079""",LEESK,0.360,0.360,0.360,0.36,141,Active,9.59,3.76,-0.018,46960,6.53%,0.345,0.545,35%,0.36,101,-,100,8079,LEESK,0.36,46960.0,Stock,101,Industrial & Consumer Products,0.0
"=""0266""",LEFORM,0.175,0.175,0.175,0.175,100,Active,181.5,0.16,,618170,,0.11,0.18,50%,0.175,402,-,-,0266,LEFORM,0.175,618170.0,Stock,402,Property,0.0
"=""5232""",LEONFB,0.365,0.370,0.365,0.37,169,Active,16.84,2.21,-0.003,31020,,0.34,0.45,50%,0.365,102,+0.005,100,5232,LEONFB,0.37,31020.0,Stock,102,Industrial & Consumer Products,0.0
"=""5255""",LFG,1.960,2.040,1.940,2.03,2157,Active,87.42,7.55,-0.036,1051040,,0.7,2.25,21%,1.95,161,+0.070,69,5255,LFG,2.03,1051040.0,Stock,161,Industrial & Consumer Products,0.0
"=""5255WA""",LFG-WA,1.040,1.080,1.060,1.08,656,Active,,,-0.039,86255,,0.195,1.34,19%,1.06,161,+0.040,100,5255WA,LFG-WA,1.08,86255.0,Warrant,161,Industrial & Consumer Products,0.0
"=""5255WB""",LFG-WB,0.500,0.515,0.480,0.48,1092,Active,,,,-,,0.305,0.59,0%,0.5,161,-0.020,14,5255WB,LFG-WB,0.48,,Warrant,161,Industrial & Consumer Products,0.0
"=""0249""",LGMS,0.520,0.520,0.500,0.505,13007,Active,18.66,2.71,-0.007,1006165,2.97%,0.46,1.13,50%,0.52,105,-0.015,62,0249,LGMS,0.505,1006165.0,Stock,105,Industrial & Consumer Products,0.0
"=""6633""",LHI,0.785,0.790,0.770,0.78,18731,Active,4.52,11.75,0.01,4254145,3.53%,0.56,0.835,52%,0.78,101,-0.005,60,6633,LHI,0.78,4254145.0,Stock,101,Industrial & Consumer Products,0.0
"=""663332""",LHI-C32,0.145,0.140,0.140,0.14,200,Active,,,0.008,196825,,0.055,0.18,53%,0.14,301,-0.005,-,663332,LHI-C32,0.14,196825.0,Warrant,301,Technology,0.0
"=""663333""",LHI-C33,0.110,0.100,0.100,0.1,440,Active,,,0.005,299735,,0.06,0.13,50%,0.1,301,-0.010,-,663333,LHI-C33,0.1,299735.0,Warrant,301,Technology,0.0
"=""663334""",LHI-C34,0.090,0.085,0.085,0.085,4150,Active,,,,-,,0.07,0.105,0%,0.085,301,-0.005,52,663334,LHI-C34,0.085,,Warrant,301,Technology,0.0
"=""663335""",LHI-C35,0.060,0.060,0.055,0.055,2100,Active,,,,-,,0.05,0.075,0%,0.055,301,-0.005,98,663335,LHI-C35,0.055,,Warrant,301,Technology,0.0
"=""7089""",LIIHEN,0.310,0.315,0.305,0.31,1722,Active,9.38,3.28,-0.009,237150,8.71%,0.305,0.7,11%,0.31,101,-,72,7089,LIIHEN,0.31,237150.0,Stock,101,Industrial & Consumer Products,0.0
"=""4235""",LIONIND,0.150,0.150,0.140,0.145,2262,Active,,-13.02,-0.001,144765,,0.135,0.225,50%,0.14,102,-0.005,23,4235,LIONIND,0.145,144765.0,Stock,102,Industrial & Consumer Products,0.0
"=""8486""",LIONPSIM,0.295,0.300,0.270,0.27,257,Active,6.2,4.43,,23795,,0.23,0.4,47%,0.3,102,-0.025,4,8486,LIONPSIM,0.27,23795.0,Stock,102,Industrial & Consumer Products,0.0
"=""0182""",LKL,0.035,0.035,0.035,0.035,360,Active,,-9.73,,166860,,0.025,0.105,100%,0.035,462,-,-,0182,LKL,0.035,166860.0,Stock,462,Property,0.0
"=""0182WA""",LKL-WA,0.005,0.005,0.005,0.005,200,Active,,,-0.001,325170,,0.005,0.015,100%,0.005,462,-,100,0182WA,LKL-WA,0.005,325170.0,Warrant,462,Property,0.0
"=""8303""",LOTUS,0.110,0.110,0.105,0.105,608,Active,290.4,0.04,,103180,,0.1,0.155,56%,0.11,101,-0.005,65,8303,LOTUS,0.105,103180.0,Stock,101,Industrial & Consumer Products,0.0
"=""7234""",LOTUSCIR,0.375,0.365,0.320,0.345,419,Active,16.42,3.23,0.007,100495,,0.27,0.46,65%,0.35,101,-0.030,19,7234,LOTUSCIR,0.345,100495.0,Stock,101,Industrial & Consumer Products,0.0
"=""8621""",LPI,15.500,15.540,15.300,15.48,323,Active,16.35,94.66,0.106,74505,5.17%,12.82,15.52,55%,15.54,110,-0.020,82,8621,LPI,15.48,74505.0,Stock,110,Industrial & Consumer Products,0.0
"=""0351""",LSH,2.110,2.110,2.050,2.05,4487,Active,16.64,12.6,0.04,1165980,1.90%,0.73,2.56,65%,2.11,403,-0.060,39,0351,LSH,2.05,1165980.0,Stock,403,Property,0.0
"=""7085""",LTKM,1.350,1.330,1.330,1.33,20,Active,3.93,33.88,-0.018,11400,3.01%,1.08,1.73,31%,1.33,101,-0.020,-,7085,LTKM,1.33,11400.0,Stock,101,Industrial & Consumer Products,0.0
"=""5068""",LUSTER,0.040,0.040,0.040,0.04,3800,Active,21.54,0.2,,996235,,0.035,0.065,50%,0.04,102,-,100,5068,LUSTER,0.04,996235.0,Stock,102,Industrial & Consumer Products,0.0
"=""5143""",LUXCHEM,0.380,0.385,0.380,0.38,6721,Active,8.19,3.91,-0.003,156500,4.47%,0.37,0.53,44%,0.38,102,-,30,5143,LUXCHEM,0.38,156500.0,Stock,102,Industrial & Consumer Products,0.0
"=""5328""",LWSABAH,1.590,1.590,1.570,1.59,1395,Active,25.06,6.34,0.022,1627050,1.00%,0.745,1.69,52%,1.58,101,-,46,5328,LWSABAH,1.59,1627050.0,Stock,101,Industrial & Consumer Products,0.0
"=""0075""",LYC,0.015,0.015,0.015,0.015,200,"Active, Alert",,-2.64,,99520,,0.01,0.085,37%,0.015,462,-,-,0075,LYC,0.015,99520.0,Stock,462,Property,0.0
"=""9199""",LYSAGHT,2.250,2.380,2.300,2.35,41,Active,7.7,30.51,-0.031,4795,21.28%,2.25,2.68,31%,2.38,102,+0.100,82,9199,LYSAGHT,2.35,4795.0,Stock,102,Industrial & Consumer Products,0.0
"=""7082""",M&A,0.220,0.215,0.195,0.195,46829,Active,22.21,0.91,-0.004,1553325,,0.195,0.32,50%,0.215,110,-0.025,52,7082,M&A,0.195,1553325.0,Stock,110,Industrial & Consumer Products,0.0
"=""5078""",M&G,0.175,0.175,0.165,0.175,5858,Active,2.13,1.98,,1871070,,0.125,0.32,50%,0.17,164,-,92,5078,M&G,0.175,1871070.0,Stock,164,Industrial & Consumer Products,0.0
"=""1198""",MAA,0.160,0.160,0.160,0.16,432,Active,,-22.32,-0.005,30420,,0.16,0.23,17%,0.16,110,-,46,1198,MAA,0.16,30420.0,Stock,110,Industrial & Consumer Products,0.0
"=""0095""",MAG,0.165,0.175,0.170,0.175,237129,Active,9.58,2.22,-0.001,8177400,,0.16,0.205,33%,0.17,401,+0.010,99,0095,MAG,0.175,8177400.0,Stock,401,Property,0.0
"=""7243""",MAGMA,0.325,0.330,0.315,0.315,23369,Active,,-4.5,-0.002,1684285,,0.2,0.525,63%,0.325,101,-0.010,47,7243,MAGMA,0.315,1684285.0,Stock,101,Industrial & Consumer Products,0.0
"=""7617""",MAGNA,0.750,0.750,0.730,0.75,78,Active,16.2,5.27,0.018,29155,,0.5,0.75,50%,0.75,120,-,94,7617,MAGNA,0.75,29155.0,Stock,120,Industrial & Consumer Products,0.0
"=""7087""",MAGNI,2.060,2.070,2.040,2.04,1598,Active,6.38,32.02,-0.01,116860,17.06%,1.85,2.5,50%,2.07,101,-0.020,15,7087,MAGNI,2.04,116860.0,Stock,101,Industrial & Consumer Products,0.0
"=""3859""",MAGNUM,1.340,1.340,1.330,1.33,2076,Active,12.39,10.63,0.005,450920,5.64%,1.12,1.42,55%,1.34,101,-0.010,72,3859,MAGNUM,1.33,450920.0,Stock,101,Industrial & Consumer Products,0.0
"=""8583""",MAHSING,1.180,1.200,1.160,1.19,78716,Active,12.74,9.54,0.025,10464330,3.78%,0.925,1.5,61%,1.17,120,+0.010,70,8583,MAHSING,1.19,10464330.0,Stock,120,Industrial & Consumer Products,0.0
"=""858385""",MAHSING-C85,0.080,0.085,0.080,0.085,200,Active,,,0.005,490300,,0.04,0.095,60%,0.08,320,+0.005,50,858385,MAHSING-C85,0.085,490300.0,Warrant,320,Technology,0.0
"=""858386""",MAHSING-C86,0.105,0.105,0.100,0.105,15809,Active,,,0.01,2427105,,0.045,0.115,60%,0.1,320,-,44,858386,MAHSING-C86,0.105,2427105.0,Warrant,320,Technology,0.0
"=""858387""",MAHSING-C87,0.100,0.105,0.100,0.105,800,Active,,,,-,,0.08,0.11,60%,0.1,320,+0.005,96,858387,MAHSING-C87,0.105,,Warrant,320,Technology,0.0
"=""858388""",MAHSING-C88,0.070,0.075,0.075,0.075,26870,Active,,,,-,,0.06,0.08,50%,0.075,320,+0.005,50,858388,MAHSING-C88,0.075,,Warrant,320,Technology,0.0
"=""858389""",MAHSING-C89,0.065,0.070,0.070,0.07,18200,Active,,,,-,,0.05,0.08,63%,0.07,320,+0.005,52,858389,MAHSING-C89,0.07,,Warrant,320,Technology,0.0
"=""858390""",MAHSING-C90,0.085,0.085,0.085,0.085,300,Active,,,,-,,0.07,0.1,0%,0.085,320,-,67,858390,MAHSING-C90,0.085,,Warrant,320,Technology,0.0
"=""858392""",MAHSING-C92,0.150,0.075,0.075,0.075,80,Active,,,,-,,,,0%,0.075,320,-0.075,63,858392,MAHSING-C92,0.075,,Warrant,320,Technology,0.0
"=""5264""",MALAKOF,0.790,0.795,0.785,0.785,2984,Active,12.66,4.44,-0.011,2000265,2.84%,0.73,1.12,43%,0.785,165,-0.005,25,5264,MALAKOF,0.785,2000265.0,Stock,165,Industrial & Consumer Products,0.0
"=""526466""",MALAKOFC66,0.010,0.010,0.010,0.01,10900,Active,,,-0.018,328405,,0.01,0.17,13%,0.01,365,-,45,526466,MALAKOFC66,0.01,328405.0,Warrant,365,Technology,0.0
"=""6181""",MALTON,0.310,0.310,0.305,0.31,4949,Active,25.45,1.77,-0.005,553530,,0.26,0.42,42%,0.31,120,-,17,6181,MALTON,0.31,553530.0,Stock,120,Industrial & Consumer Products,0.0
