Code,Stock,Prv Close,High,Low,Last,Vol,Status,P/E,EPS*,"MACD (26, 12)",Vol MA (20),DY*,Y-Low,Y-High,RSI (14),Open,Sector,Chg,B%,code_clean,name_clean,price_num,volume_num,instrument_type,sector_raw,sector_name,daily_change
"=""7579WB""",AWC-WB,0.190,0.195,0.185,0.195,529,Active,,,,1411825,,0.15,0.23,52%,0.185,102,+0.005,32,7579WB,AWC-WB,0.195,1411825.0,Warrant,102,Industrial & Consumer Products,0.0
"=""6888""",AXIATA,2.310,2.330,2.280,2.29,58397,Active,13.16,10.3,-0.057,8123510,4.37%,1.63,2.79,44%,2.31,163,-0.020,47,6888,AXIATA,2.29,8123510.0,Stock,163,Industrial & Consumer Products,0.0
"=""68881X""",AXIATA-C1X,0.060,0.055,0.055,0.055,12453,Active,,,-0.016,1268755,,0.045,0.155,37%,0.055,363,-0.005,40,68881X,AXIATA-C1X,0.055,1268755.0,Stock,363,Technology,0.0
"=""68881Y""",AXIATA-C1Y,0.060,0.060,0.055,0.055,3000,Active,,,,-,,0.045,0.09,0%,0.06,363,-0.005,33,68881Y,AXIATA-C1Y,0.055,,Stock,363,Technology,0.0
"=""5106""",AXREIT,2.060,2.090,2.050,2.07,33399,Active,14.86,13.96,0.022,1919445,5.10%,1.71,2.24,64%,2.06,150,+0.010,61,5106,AXREIT,2.07,1919445.0,Stock,150,Industrial & Consumer Products,0.0
"=""7120""",AXTERIA,0.105,0.105,0.105,0.105,840,Active,,-1049.1,0.002,949660,,0.08,0.13,50%,0.105,120,-,29,7120,AXTERIA,0.105,949660.0,Stock,120,Industrial & Consumer Products,0.0
"=""5021""",AYS,0.215,0.215,0.210,0.21,140,Active,,-1.08,-0.004,70940,,0.21,0.285,37%,0.215,102,-0.005,100,5021,AYS,0.21,70940.0,Stock,102,Industrial & Consumer Products,0.0
"=""5329""",AZAMJAYA,1.060,1.070,1.040,1.06,1970,Active,41.34,2.56,-0.005,650880,,0.91,1.2,61%,1.06,103,-,96,5329,AZAMJAYA,1.06,650880.0,Stock,103,Industrial & Consumer Products,0.0
"=""7078""",AZRB,0.145,0.150,0.145,0.15,5378,Active,1.16,13.86,-0.002,235770,,0.14,0.255,50%,0.145,103,+0.005,60,7078,AZRB,0.15,235770.0,Stock,103,Industrial & Consumer Products,0.0
"=""0736C7""",BAIDU-C7,0.120,0.105,0.100,0.105,7061,Active,,,-0.002,1056545,,0.08,0.23,32%,0.105,358,-0.015,57,0736C7,BAIDU-C7,0.105,1056545.0,Warrant,358,Technology,0.0
"=""4162""",BAT,6.100,6.190,6.010,6.11,5375,Active,8.62,70.9,0.262,537975,10.39%,4.16,7.33,87%,6.1,101,+0.010,56,4162,BAT,6.11,537975.0,Stock,101,Industrial & Consumer Products,0.0
"=""416238""",BAT-C38,0.110,0.120,0.100,0.12,3890,Active,,,0.004,378455,,0.005,0.155,73%,0.1,301,+0.010,54,416238,BAT-C38,0.12,378455.0,Warrant,301,Technology,0.0
"=""416240""",BAT-C40,0.035,0.030,0.030,0.03,5391,Active,,,,-,,0.02,0.065,40%,0.03,301,-0.005,47,416240,BAT-C40,0.03,,Warrant,301,Technology,0.0
"=""416241""",BAT-C41,0.165,0.170,0.150,0.16,16184,Active,,,0.018,3518500,,0.015,0.225,89%,0.165,301,-0.005,55,416241,BAT-C41,0.16,3518500.0,Warrant,301,Technology,0.0
"=""5248""",BAUTO,0.845,0.895,0.835,0.855,85942,Active,5.97,13.35,0.027,5043180,19.59%,0.5,1.3,63%,0.84,101,+0.010,59,5248,BAUTO,0.855,5043180.0,Stock,101,Industrial & Consumer Products,0.0
"=""524848""",BAUTO-C48,0.045,0.060,0.040,0.045,20140,Active,,,0.002,1382795,,0.01,0.075,57%,0.04,301,-,33,524848,BAUTO-C48,0.045,1382795.0,Warrant,301,Technology,0.0
"=""524849""",BAUTO-C49,0.075,0.095,0.085,0.095,100,Active,,,0.01,135140,,0.01,0.08,65%,0.085,301,+0.020,100,524849,BAUTO-C49,0.095,135140.0,Warrant,301,Technology,0.0
"=""524850""",BAUTO-C50,0.105,0.135,0.135,0.135,50,Active,,,0.007,132320,,0.02,0.13,57%,0.135,301,+0.030,-,524850,BAUTO-C50,0.135,132320.0,Warrant,301,Technology,0.0
"=""524851""",BAUTO-C51,0.115,0.135,0.110,0.12,20952,Active,,,0.008,762255,,0.02,0.125,59%,0.11,301,+0.005,53,524851,BAUTO-C51,0.12,762255.0,Warrant,301,Technology,0.0
"=""524852""",BAUTO-C52,0.115,0.130,0.115,0.125,100,Active,,,0.011,287290,,0.035,0.125,57%,0.115,301,+0.010,60,524852,BAUTO-C52,0.125,287290.0,Warrant,301,Technology,0.0
"=""524854""",BAUTO-C54,0.275,0.305,0.270,0.28,7719,Active,,,0.018,565055,,0.145,0.29,64%,0.27,301,+0.005,34,524854,BAUTO-C54,0.28,565055.0,Warrant,301,Technology,0.0
"=""524855""",BAUTO-C55,0.050,0.055,0.050,0.055,20250,Active,,,,-,,0.045,0.05,0%,0.05,301,+0.005,100,524855,BAUTO-C55,0.055,,Warrant,301,Technology,0.0
"=""6173""",BDB,0.240,0.240,0.240,0.24,115,Active,28.78,0.84,-0.003,83670,,0.21,0.33,43%,0.24,120,-,-,6173,BDB,0.24,83670.0,Stock,120,Industrial & Consumer Products,0.0
"=""6378""",BEDI,0.315,0.315,0.305,0.305,1657,Active,,-1.48,,80860,,0.26,0.41,58%,0.315,120,-0.010,-,6378,BEDI,0.305,80860.0,Stock,120,Industrial & Consumer Products,0.0
"=""5190""",BENALEC,0.070,0.075,0.070,0.075,84,Active,6.36,1.26,-0.001,328845,,0.07,0.11,44%,0.07,103,+0.005,-,5190,BENALEC,0.075,328845.0,Stock,103,Industrial & Consumer Products,0.0
"=""9814""",BERTAM,0.105,0.105,0.105,0.105,1200,Active,27.97,0.5,,804430,,0.09,0.21,53%,0.105,120,-,-,9814,BERTAM,0.105,804430.0,Stock,120,Industrial & Consumer Products,0.0
"=""7668""",BESHOM,0.615,0.620,0.620,0.62,147,Active,21.44,2.96,-0.001,64035,6.45%,0.58,0.825,37%,0.62,101,+0.005,100,7668,BESHOM,0.62,64035.0,Stock,101,Industrial & Consumer Products,0.0
"=""0263""",BETA,0.545,0.565,0.545,0.55,41874,Active,9.94,5.58,0.004,983005,7.73%,0.355,0.55,69%,0.55,402,+0.005,59,0263,BETA,0.55,983005.0,Stock,402,Property,0.0
"=""8133""",BHIC,0.450,0.455,0.450,0.45,21961,Active,33.56,1.34,0.029,963465,0.07%,0.2,0.46,81%,0.455,164,-,3,8133,BHIC,0.45,963465.0,Stock,164,Industrial & Consumer Products,0.0
"=""5258""",BIMB,2.540,2.540,2.500,2.53,9227,Active,10.04,25.2,0.043,2476230,5.98%,2.19,2.6,70%,2.54,110,-0.010,46,5258,BIMB,2.53,2476230.0,Stock,110,Industrial & Consumer Products,0.0
"=""0195""",BINACOM,0.085,0.085,0.080,0.08,1711,Active,23.1,0.47,-0.005,980690,,0.075,0.19,33%,0.085,463,-0.005,39,0195,BINACOM,0.08,980690.0,Stock,463,Property,0.0
"=""6998""",BINTAI,0.115,0.110,0.100,0.1,266248,"Active, Alert",,-2.59,0.008,6908780,,0.06,0.12,79%,0.11,102,-0.015,28,6998,BINTAI,0.1,6908780.0,Stock,102,Industrial & Consumer Products,0.0
"=""0179""",BIOHLDG,0.015,0.015,0.015,0.015,28247,Active,,-3.55,,1055455,,0.005,0.065,50%,0.015,401,-,-,0179,BIOHLDG,0.015,1055455.0,Stock,401,Property,0.0
"=""0179PA""",BIOHLDG-PA,0.005,0.005,0.005,0.005,284,Active,,,,111015,,0.005,0.01,100%,0.005,401,-,100,0179PA,BIOHLDG-PA,0.005,111015.0,Warrant,401,Property,0.0
"=""3239""",BJASSET,0.300,0.300,0.300,0.3,60,Active,,-0.7,,44165,,0.21,0.315,100%,0.3,120,-,100,3239,BJASSET,0.3,44165.0,Stock,120,Industrial & Consumer Products,0.0
"=""3395""",BJCORP,0.270,0.270,0.265,0.27,21896,Active,,-9.52,-0.001,2297060,,0.26,0.305,50%,0.27,102,-,16,3395,BJCORP,0.27,2297060.0,Stock,102,Industrial & Consumer Products,0.0
"=""3395WD""",BJCORP-WD,0.075,0.075,0.070,0.075,16504,Active,,,,2694300,,0.05,0.085,57%,0.075,102,-,99,3395WD,BJCORP-WD,0.075,2694300.0,Warrant,102,Industrial & Consumer Products,0.0
"=""5196""",BJFOOD,0.225,0.220,0.220,0.22,355,Active,,-16.48,-0.006,198110,,0.205,0.37,40%,0.22,101,-0.005,100,5196,BJFOOD,0.22,198110.0,Stock,101,Industrial & Consumer Products,0.0
"=""5196WB""",BJFOOD-WB,0.040,0.040,0.040,0.04,260,Active,,,-0.002,261185,,0.025,0.065,25%,0.04,101,-,-,5196WB,BJFOOD-WB,0.04,261185.0,Warrant,101,Industrial & Consumer Products,0.0
"=""4219""",BJLAND,0.270,0.270,0.265,0.27,5520,Active,1207.59,-2.1,0.001,465215,,0.25,0.335,33%,0.27,101,-,6,4219,BJLAND,0.27,465215.0,Stock,101,Industrial & Consumer Products,0.0
"=""1899""",BKAWAN,19.600,19.740,19.540,19.74,26,Active,7.54,120.0,-0.029,22845,3.55%,18.6,20.32,26%,19.6,125,+0.140,23,1899,BKAWAN,19.74,22845.0,Stock,125,Industrial & Consumer Products,0.0
"=""5069""",BLDPLNT,15.300,15.200,14.800,15.2,3,Active,22.12,67.36,0.411,7310,,9.9,16.5,46%,14.8,125,-0.100,67,5069,BLDPLNT,15.2,7310.0,Stock,125,Industrial & Consumer Products,0.0
"=""0168""",BMGREEN,1.440,1.450,1.430,1.43,1702,Active,18.0,8.91,-0.019,195325,1.92%,1.43,1.98,16%,1.44,161,-0.010,47,0168,BMGREEN,1.43,195325.0,Stock,161,Industrial & Consumer Products,0.0
"=""0168WA""",BMGREEN-WA,0.145,0.140,0.140,0.14,650,Active,,,-0.01,114680,,0.14,0.56,32%,0.14,161,-0.005,15,0168WA,BMGREEN-WA,0.14,114680.0,Warrant,161,Industrial & Consumer Products,0.0
"=""0385""",BMS,0.165,0.175,0.165,0.165,31758,Active,,,-0.004,1937685,,0.16,0.215,33%,0.17,401,-,53,0385,BMS,0.165,1937685.0,Stock,401,Property,0.0
"=""7195""",BNASTRA,2.110,2.110,2.090,2.09,1048,Active,25.27,10.44,-0.01,585605,1.44%,1.6,2.5,40%,2.11,103,-0.020,2,7195,BNASTRA,2.09,585605.0,Stock,103,Industrial & Consumer Products,0.0
"=""7195CA""",BNASTRA-CA,0.100,0.100,0.100,0.1,3100,Active,,,-0.008,1120650,,0.08,0.27,43%,0.1,303,-,55,7195CA,BNASTRA-CA,0.1,1120650.0,Warrant,303,Technology,0.0
"=""7195CB""",BNASTRA-CB,0.060,0.060,0.060,0.06,80,Active,,,-0.008,78800,,0.06,0.14,40%,0.06,303,-,-,7195CB,BNASTRA-CB,0.06,78800.0,Warrant,303,Technology,0.0
"=""7195CD""",BNASTRA-CD,0.045,0.040,0.040,0.04,700,Active,,,-0.004,1033100,,0.04,0.09,29%,0.04,303,-0.005,-,7195CD,BNASTRA-CD,0.04,1033100.0,Warrant,303,Technology,0.0
"=""9288""",BONIA,0.945,0.950,0.935,0.935,195,Active,23.87,3.28,0.025,45155,5.35%,0.79,1.4,77%,0.95,101,-0.010,7,9288,BONIA,0.935,45155.0,Stock,101,Industrial & Consumer Products,0.0
"=""7036""",BORNOIL,0.010,0.010,0.005,0.01,41777,Active,,-2.36,,21377110,,0.005,0.015,67%,0.005,102,-,92,7036,BORNOIL,0.01,21377110.0,Stock,102,Industrial & Consumer Products,0.0
"=""7036WD""",BORNOIL-WD,0.005,0.005,0.005,0.005,10,Active,,,,41405,,0.005,0.01,100%,0.005,102,-,100,7036WD,BORNOIL-WD,0.005,41405.0,Warrant,102,Industrial & Consumer Products,0.0
"=""7036WE""",BORNOIL-WE,0.005,0.010,0.005,0.01,53433,Active,,,,11135440,,0.005,0.01,100%,0.005,102,+0.005,-,7036WE,BORNOIL-WE,0.01,11135440.0,Warrant,102,Industrial & Consumer Products,0.0
"=""6297""",BOXPAK,0.225,0.225,0.225,0.225,27,Active,,-9.42,-0.025,80005,,0.225,0.63,25%,0.225,102,-,-,6297,BOXPAK,0.225,80005.0,Stock,102,Industrial & Consumer Products,0.0
"=""5100""",BPPLAS,0.630,0.625,0.620,0.625,75,Active,8.15,7.67,-0.001,34045,9.60%,0.59,1.2,65%,0.625,102,-0.005,84,5100,BPPLAS,0.625,34045.0,Stock,102,Industrial & Consumer Products,0.0
"=""5932""",BPURI,0.295,0.300,0.290,0.29,334208,Active,,-2.15,,21004085,,0.215,0.4,50%,0.295,103,-0.005,97,5932,BPURI,0.29,21004085.0,Stock,103,Industrial & Consumer Products,0.0
"=""9938""",BRIGHT,0.170,0.180,0.170,0.17,3760,Active,5.38,3.16,-0.004,123140,,0.15,0.245,50%,0.18,102,-,5,9938,BRIGHT,0.17,123140.0,Stock,102,Industrial & Consumer Products,0.0
"=""7221""",BSLCORP,0.020,0.020,0.020,0.02,2201,Active,,-1.97,,524970,,0.015,0.03,50%,0.02,102,-,-,7221,BSLCORP,0.02,524970.0,Stock,102,Industrial & Consumer Products,0.0
"=""0011""",BTECH,0.240,0.250,0.245,0.25,10,Active,6.78,3.68,-0.001,173955,4.00%,0.235,0.29,40%,0.245,465,+0.010,100,0011,BTECH,0.25,173955.0,Stock,465,Property,0.0
"=""1818""",BURSA,9.040,9.060,8.970,9.04,15934,Active,29.51,30.9,0.143,1630110,3.10%,7.2,9.18,73%,9.03,110,-,33,1818,BURSA,9.04,1630110.0,Stock,110,Industrial & Consumer Products,0.0
"=""18181C""",BURSA-C1C,0.090,0.090,0.090,0.09,80,Active,,,,1314060,,0.055,0.1,56%,0.09,310,-,50,18181C,BURSA-C1C,0.09,1314060.0,Warrant,310,Technology,0.0
"=""18181E""",BURSA-C1E,0.130,0.130,0.125,0.13,3240,Active,,,0.01,119200,,0.1,0.14,63%,0.125,310,-,32,18181E,BURSA-C1E,0.13,119200.0,Stock,310,Technology,0.0
"=""18181F""",BURSA-C1F,0.175,0.165,0.165,0.165,200,Active,,,0.013,16750,,0.01,0.185,81%,0.165,310,-0.010,-,18181F,BURSA-C1F,0.165,16750.0,Stock,310,Technology,0.0
"=""18181H""",BURSA-C1H,0.125,0.125,0.125,0.125,10,Active,,,0.011,156840,,0.08,0.135,75%,0.125,310,-,-,18181H,BURSA-C1H,0.125,156840.0,Stock,310,Technology,0.0
"=""18181J""",BURSA-C1J,0.080,0.080,0.075,0.08,2128,Active,,,0.01,600370,,0.04,0.1,63%,0.075,310,-,31,18181J,BURSA-C1J,0.08,600370.0,Stock,310,Technology,0.0
"=""18181K""",BURSA-C1K,0.115,0.110,0.110,0.11,30,Active,,,,-,,0.105,0.12,0%,0.11,310,-0.005,100,18181K,BURSA-C1K,0.11,,Stock,310,Technology,0.0
"=""18181L""",BURSA-C1L,0.130,0.130,0.130,0.13,3600,Active,,,,-,,0.125,0.145,0%,0.13,310,-,92,18181L,BURSA-C1L,0.13,,Stock,310,Technology,0.0
"=""181899""",BURSA-C99,0.145,0.145,0.140,0.145,2946,Active,,,0.014,438600,,0.05,0.165,71%,0.145,310,-,59,181899,BURSA-C99,0.145,438600.0,Warrant,310,Technology,0.0
"=""0313""",BWYS,0.190,0.190,0.185,0.19,1596,Active,25.71,0.84,-0.005,367870,,0.145,0.25,29%,0.19,402,-,84,0313,BWYS,0.19,367870.0,Stock,402,Property,0.0
"=""054840""",BYD-C40,-,0.115,0.110,0.11,1000,New,,,,-,,,,0%,0.115,358,-0.040,50,054840,BYD-C40,0.11,,Warrant,358,Technology,0.0
"=""7174""",CAB,0.615,0.610,0.600,0.605,3785,Active,3.93,12.93,0.005,735260,1.65%,0.435,0.885,63%,0.605,101,-0.010,8,7174,CAB,0.605,735260.0,Stock,101,Industrial & Consumer Products,0.0
"=""7174WB""",CAB-WB,0.145,0.140,0.130,0.13,423,Active,,,,453650,,0.1,0.275,59%,0.14,101,-0.015,-,7174WB,CAB-WB,0.13,453650.0,Warrant,101,Industrial & Consumer Products,0.0
"=""0191""",CABNET,0.270,0.270,0.270,0.27,75,Active,20.91,1.29,-0.003,91980,,0.25,0.43,46%,0.27,405,-,-,0191,CABNET,0.27,91980.0,Stock,405,Property,0.0
"=""0371""",CAMAROE,0.105,0.105,0.105,0.105,22,Active,,,-0.002,170035,,0.1,0.165,40%,0.105,401,-,100,0371,CAMAROE,0.105,170035.0,Stock,401,Property,0.0
"=""7128""",CAMRES,0.320,0.320,0.280,0.31,1180,Active,22.39,1.49,,28295,,0.23,0.34,48%,0.28,101,-0.010,21,7128,CAMRES,0.31,28295.0,Stock,101,Industrial & Consumer Products,0.0
"=""5105""",CANONE,1.680,1.700,1.700,1.7,100,Active,,-10.19,-0.017,23195,2.35%,1.65,2.45,40%,1.7,102,+0.020,-,5105,CANONE,1.7,23195.0,Stock,102,Industrial & Consumer Products,0.0
"=""5099""",CAPITALA,0.580,0.580,0.570,0.575,168840,"Active, Alert",,-11.1,0.022,62517515,,0.325,1.03,63%,0.58,101,-0.005,38,5099,CAPITALA,0.575,62517515.0,Stock,101,Industrial & Consumer Products,0.0
"=""5099LA""",CAPITALA-LA,2.070,2.050,2.050,2.05,10,"Active, Alert",,,0.137,322355,,0.71,2.24,66%,2.05,501,-0.020,-,5099LA,CAPITALA-LA,2.05,322355.0,Warrant,501,Telecommunications & Media,0.0
"=""5099WA""",CAPITALA-WA,0.370,0.365,0.350,0.35,53529,"Active, Alert",,,0.024,11408485,,0.155,0.405,69%,0.365,101,-0.020,15,5099WA,CAPITALA-WA,0.35,11408485.0,Warrant,101,Industrial & Consumer Products,0.0
"=""0163""",CAREPLS,0.075,0.075,0.070,0.075,1672,Active,,-11.15,-0.001,989175,,0.07,0.255,40%,0.07,162,-,6,0163,CAREPLS,0.075,989175.0,Stock,162,Industrial & Consumer Products,0.0
"=""5257""",CARIMIN,0.505,0.505,0.500,0.5,200,Active,70.53,0.72,-0.014,60345,4.00%,0.49,0.815,30%,0.505,161,-0.005,73,5257,CARIMIN,0.5,60345.0,Stock,161,Industrial & Consumer Products,0.0
"=""0335""",CARLORINO,0.245,0.245,0.245,0.245,1261,Active,7.64,1.75,0.009,361835,4.08%,0.115,0.255,93%,0.245,401,-,38,0335,CARLORINO,0.245,361835.0,Stock,401,Property,0.0
"=""2836""",CARLSBG,18.240,18.480,18.300,18.3,726,Active,14.83,122.86,0.249,120445,6.07%,15.42,20.38,58%,18.36,101,+0.060,50,2836,CARLSBG,18.3,120445.0,Stock,101,Industrial & Consumer Products,0.0
"=""0173""",CATCHA,0.280,0.280,0.275,0.275,183,Active,23.75,1.48,-0.006,688155,,0.23,0.35,17%,0.275,463,-0.005,28,0173,CATCHA,0.275,688155.0,Stock,463,Property,0.0
"=""0173WA""",CATCHA-WA,0.110,0.095,0.095,0.095,183,Active,,,0.001,512410,,0.055,0.145,50%,0.095,463,-0.015,-,0173WA,CATCHA-WA,0.095,512410.0,Warrant,463,Property,0.0
"=""0339""",CBHB,0.560,0.560,0.530,0.54,45222,Active,24.33,2.64,0.005,6679990,,0.2,0.645,41%,0.56,402,-0.020,38,0339,CBHB,0.54,6679990.0,Stock,402,Property,0.0
"=""7076""",CBIP,1.250,1.250,1.250,1.25,822,Active,,-6.02,0.001,116985,3.20%,1.0,1.33,50%,1.25,102,-,100,7076,CBIP,1.25,116985.0,Stock,102,Industrial & Consumer Products,0.0
"=""7035""",CCK,1.350,1.350,1.330,1.34,552,Active,11.31,12.02,0.021,231625,,1.08,1.52,50%,1.35,101,-0.010,21,7035,CCK,1.34,231625.0,Stock,101,Industrial & Consumer Products,0.0
"=""6947""",CDB,3.210,3.240,3.180,3.19,39411,Active,24.46,12.9,-0.035,4530280,4.61%,3.15,4.0,26%,3.2,163,-0.020,41,6947,CDB,3.19,4530280.0,Stock,163,Industrial & Consumer Products,0.0
"=""694771""",CDB-C71,0.015,0.015,0.015,0.015,5800,Active,,,-0.007,261565,,0.015,0.085,17%,0.015,363,-,69,694771,CDB-C71,0.015,261565.0,Warrant,363,Technology,0.0
"=""5311""",CEB,0.300,0.300,0.280,0.295,43802,Active,,-4.6,0.003,3284175,2.27%,0.195,0.35,67%,0.295,102,-0.005,41,5311,CEB,0.295,3284175.0,Stock,102,Industrial & Consumer Products,0.0
"=""0238""",CEKD,0.300,0.310,0.290,0.3,1165,Active,7.74,3.44,-0.004,45265,4.17%,0.29,0.435,48%,0.295,402,-,31,0238,CEKD,0.3,45265.0,Stock,402,Property,0.0
"=""0243""",CENGILD,0.230,0.230,0.225,0.23,94,Active,17.32,1.33,,168160,4.22%,0.205,0.29,50%,0.225,462,-,-,0243,CENGILD,0.23,168160.0,Stock,462,Property,0.0
"=""5195""",CENSOF,0.200,0.200,0.195,0.2,538,Active,29.85,0.52,-0.005,239845,,0.165,0.255,29%,0.195,105,-,16,5195,CENSOF,0.2,239845.0,Stock,105,Industrial & Consumer Products,0.0
"=""8982""",CEPAT,0.740,0.745,0.745,0.745,20,Active,10.92,6.99,0.002,106555,2.68%,0.605,0.755,52%,0.745,125,+0.005,100,8982,CEPAT,0.745,106555.0,Stock,125,Industrial & Consumer Products,0.0
"=""8435""",CEPCO,1.090,1.080,1.080,1.08,5,Active,4.14,26.11,-0.004,37145,,0.92,1.25,32%,1.08,102,-0.010,-,8435,CEPCO,1.08,37145.0,Stock,102,Industrial & Consumer Products,0.0
"=""8044""",CFM,0.080,0.075,0.075,0.075,1285,Active,,-1.82,-0.002,175710,,0.075,0.12,50%,0.075,102,-0.005,-,8044,CFM,0.075,175710.0,Stock,102,Industrial & Consumer Products,0.0
"=""8052""",CGB,0.895,0.895,0.885,0.89,70254,Active,,-26.33,,8581015,,0.83,0.965,50%,0.895,103,-0.005,27,8052,CGB,0.89,8581015.0,Stock,103,Industrial & Consumer Products,0.0
"=""8052WB""",CGB-WB,0.170,0.175,0.165,0.175,86,Active,,,-0.005,111665,,0.17,0.255,20%,0.165,103,+0.005,50,8052WB,CGB-WB,0.175,111665.0,Warrant,103,Industrial & Consumer Products,0.0
"=""0291""",CHB,0.790,0.825,0.795,0.825,3800,Active,10.97,7.52,-0.02,252285,1.58%,0.575,1.12,22%,0.795,102,+0.035,77,0291,CHB,0.825,252285.0,Stock,102,Industrial & Consumer Products,0.0
"=""0372""",CHEEDING,0.715,0.730,0.690,0.705,25283,Active,,,-0.047,5166755,,0.585,0.96,42%,0.715,403,-0.010,37,0372,CHEEDING,0.705,5166755.0,Stock,403,Property,0.0
"=""7209""",CHEETAH,0.105,0.100,0.100,0.1,149,Active,,-3.44,-0.001,2098585,,0.07,0.14,53%,0.1,101,-0.005,-,7209,CHEETAH,0.1,2098585.0,Stock,101,Industrial & Consumer Products,0.0
"=""7187""",CHGP,1.150,1.150,1.140,1.15,820,Active,61.73,3.99,-0.009,148600,,1.03,2.49,25%,1.14,120,-,73,7187,CHGP,1.15,148600.0,Stock,120,Industrial & Consumer Products,0.0
"=""5738""",CHHB,0.170,0.170,0.170,0.17,50,Active,,-37.47,-0.001,34525,,0.15,0.28,38%,0.17,120,-,-,5738,CHHB,0.17,34525.0,Stock,120,Industrial & Consumer Products,0.0
"=""0838EA""",CHINA100-MYR,1.300,1.300,1.240,1.3,2,Active,,,-0.006,10730,,0.95,1.45,50%,1.24,656,-,50,0838EA,CHINA100-MYR,1.3,10730.0,Warrant,656,Transportation & Logistics,0.0
"=""0829EA""",CHINAETF-MYR,5.310,5.230,5.200,5.2,113,Active,22.86,25.27,-0.073,20525,,4.44,6.26,32%,5.23,656,-0.110,3,0829EA,CHINAETF-MYR,5.2,20525.0,Warrant,656,Transportation & Logistics,0.0
"=""5273""",CHINHIN,2.300,2.310,2.240,2.24,18187,Active,37.08,3.2,-0.023,1329845,,1.95,2.53,44%,2.3,102,-0.060,82,5273,CHINHIN,2.24,1329845.0,Stock,102,Industrial & Consumer Products,0.0
"=""1929""",CHINTEK,10.420,10.440,10.400,10.44,9,Active,4.76,219.47,-0.033,8050,4.89%,7.7,11.76,35%,10.4,125,+0.020,-,1929,CHINTEK,10.44,8050.0,Stock,125,Industrial & Consumer Products,0.0
"=""5797""",CHOOBEE,0.540,0.550,0.545,0.55,880,Active,,-13.13,-0.004,43520,0.91%,0.52,0.7,52%,0.545,102,+0.010,20,5797,CHOOBEE,0.55,43520.0,Stock,102,Industrial & Consumer Products,0.0
"=""2828""",CIHLDG,2.740,2.700,2.600,2.65,510,Active,3.88,41.87,0.006,19670,7.55%,2.34,2.8,48%,2.7,101,-0.090,60,2828,CIHLDG,2.65,19670.0,Stock,101,Industrial & Consumer Products,0.0
"=""1023""",CIMB,8.530,8.540,8.460,8.46,98484,Active,11.53,72.27,0.1,19709080,5.56%,6.21,8.95,57%,8.52,110,-0.070,45,1023,CIMB,8.46,19709080.0,Stock,110,Industrial & Consumer Products,0.0
"=""10231Z""",CIMB-C1Z,0.145,0.135,0.120,0.125,5104,Active,,,0.006,473105,,0.06,0.22,55%,0.13,310,-0.020,50,10231Z,CIMB-C1Z,0.125,473105.0,Stock,310,Technology,0.0
"=""10232D""",CIMB-C2D,0.315,0.305,0.295,0.295,1430,Active,,,0.016,98880,,0.095,0.38,59%,0.3,310,-0.020,38,10232D,CIMB-C2D,0.295,98880.0,Stock,310,Technology,0.0
"=""10232F""",CIMB-C2F,0.220,0.220,0.215,0.215,25926,Active,,,0.009,2840675,,0.11,0.295,55%,0.22,310,-0.005,43,10232F,CIMB-C2F,0.215,2840675.0,Stock,310,Technology,0.0
"=""10232J""",CIMB-C2J,0.175,0.170,0.165,0.165,5600,Active,,,,-,,0.14,0.235,58%,0.17,310,-0.010,32,10232J,CIMB-C2J,0.165,,Stock,310,Technology,0.0
"=""10232K""",CIMB-C2K,0.180,0.180,0.175,0.175,48755,Active,,,,-,,0.145,0.265,56%,0.18,310,-0.005,48,10232K,CIMB-C2K,0.175,,Stock,310,Technology,0.0
"=""10232L""",CIMB-C2L,0.115,0.110,0.110,0.11,1450,Active,,,,-,,0.105,0.145,0%,0.11,310,-0.005,17,10232L,CIMB-C2L,0.11,,Stock,310,Technology,0.0
"=""7245WC""",CITAGLB-WC,0.135,0.130,0.130,0.13,286,Active,,,-0.002,13505,,0.095,0.25,35%,0.13,102,-0.005,-,7245WC,CITAGLB-WC,0.13,13505.0,Warrant,102,Industrial & Consumer Products,0.0
"=""7117""",CJCEN,0.175,0.190,0.175,0.18,7650,Active,,-1.3,,103035,,0.13,0.22,44%,0.175,164,+0.005,87,7117,CJCEN,0.18,103035.0,Stock,164,Industrial & Consumer Products,0.0
"=""5336""",CKI,0.580,0.600,0.575,0.6,10287,Active,,,0.007,782125,,0.495,1.11,64%,0.58,101,+0.020,62,5336,CKI,0.6,782125.0,Stock,101,Industrial & Consumer Products,0.0
"=""5336CI""",CKI-CI,0.045,0.050,0.045,0.05,2660,Active,,,,-,,0.045,0.05,0%,0.045,301,+0.005,62,5336CI,CKI-CI,0.05,,Warrant,301,Technology,0.0
"=""0348""",CLITE,0.230,0.230,0.225,0.23,3633,Active,,,-0.001,278735,,0.135,0.29,36%,0.23,402,-,49,0348,CLITE,0.23,278735.0,Stock,402,Property,0.0
"=""5180""",CLMT,0.690,0.700,0.690,0.695,33224,Active,12.75,5.91,0.01,2078525,6.96%,0.55,0.695,70%,0.695,150,+0.005,78,5180,CLMT,0.695,2078525.0,Stock,150,Industrial & Consumer Products,0.0
"=""0277""",CLOUDPT,0.550,0.545,0.520,0.52,32189,Active,13.5,3.82,-0.031,3078485,3.85%,0.54,1.01,16%,0.545,105,-0.030,34,0277,CLOUDPT,0.52,3078485.0,Stock,105,Industrial & Consumer Products,0.0
